description,category_a,category_a_target
"過去電腦都可以投影到LCD, 現在無法進行投影",網管,7
IE可以打開JAVA檔案，但是chrome無法打開java檔案，想詢問是否可以處理?,網管,7
#12280  電腦音效有問題!!  之前可以使用，但今天要聽音效時卻聽不到任何聲音!!,網管,7
使用者 VPN 無法登入,網管,7
"ie開起來顯示無法顯示網頁,",網管,7
VPN 登入失敗..連絡電話0921859268,網管,7
user一直抓到guest IP,網管,7
VPN無法登入...user使用硬體的token 分機13503,網管,7
no Signal,網管,7
分機:13026,網管,7
vpn issue,網管,7
VPN software token無法連線 且被鎖住 請協助設定,網管,7
以前可以連到測試機台抓取資料，但今天無法連線上去抓取資料，網路不通,網管,7
"南棟,分機:16125",網管,7
客戶無法法連上廣達網路,網管,7
使用者輸入Access code卻無法連上網路。  請打14017,網管,7
User連GUEST且已登入，但VPN無法連，user說麻煩盡快中午前處理好，聯絡分機19939陳先生。,網管,7
長駐重慶，需連線quantatw的網域，請幫忙重設密碼。  聯絡電話：385-23251  聯絡手機：385-6-23251,網管,7
VPN無法使用,網管,7
user的VPN無法使用,網管,7
需要設定為美國子公司的Proxy,網管,7
"User在CSMC出差, 網路狀態顯示是連線, 但無法上網也無法收發e-mail,  聯絡電話: 387-10470",網管,7
CNBU在南京有設辦公室，在南京Office也有設VPN Server，之前我可於公司內設置VPN連線至南京VPN，但昨日發現已經不行了，請問是否port被擋?  可以幫忙處理嗎?,網管,7
電腦連接PQ09A417網路孔，網路不通,網管,7
電腦出現驗證訊息網路不通,網管,7
因為重灌電腦所以需要重新設定網域,網管,7
"網孔號碼: PF02/B098  有線網路不通(IP PHONE有通,筆電不通)",網管,7
網路孔不通  PG24C144  PG23C143,網管,7
網孔編號：PG08 D128,網管,7
(382)5621231  人在大陸，瀏覽網頁時一直跳出密碼過期,網管,7
"電腦網路不通,謝謝.",網管,7
"無法使用網路, 請協助處理",網管,7
"有線網路時好時壞, 連線狀況不穏定, 請協助處理",網管,7
座位的網路口連接不上，網路孔號碼:A158  EXT:13183,網管,7
會連到訪客網路頁面 A215 #12612,網管,7
內部server ip不通    MIS您好，我們部門有自行架設一部 Linux server，做為程式碼管理之用，其IP為10.241.57.11。目前其他電腦皆無法和該server建立連線，從server本地登入，也無法連線至其他已知正常的電腦。經自行檢測，若server的網路線與其他電腦直接用網路線對接，可以正常運作，顯示server本身的網路卡和網路線應該沒有問題。希望MIS可以協助檢測網路狀態，謝謝。    網路孔編號: PP19 D356,網管,7
無線網路不通  分機: 12391,網管,7
"網孔編號PPQ19 A427, 電話拔掉重接, 網路連線狀態還是呈現驚嘆號的符號",網管,7
網路不通,網管,7
不管是LAN還是WLAN都要我提供驗證訊息，所以下方網路圖示都有黃色驚嘆號。  但是基本上還可以連得上網路，只是可能比較容易斷線一點。  所以用本機填寫問題單的時候，會跳出頁面說明此電腦不在網域內。  此單是在QCO上面填寫的。     此問題是最近一周出現的。,網管,7
#12821  無線網路不通,網管,7
分機16778  ，有線無線網路皆不通,網管,7
無線網路無法使用  #12778,網管,7
Skpe會議無法加入，Microsoft的azurecsi無法連線，某些網頁會一直跳出輸入認證的視窗，輸入完還無法連線。,網管,7
"請教一下,我因轉調NB3需開Pro/E較大的圖檔,  結果發現檔案打不開,請問如何處理?  Thanks.",網管,7
"請教一下,我因轉調NB3需開Pro/E較大的圖檔,  結果發現檔案打不開,請問如何處理?  Thanks.",網管,7
"1. .Net framework 3.5 無法安裝導致模擬軟體出現異常錯誤。  2. Windows updae出現""您的裝置已過期而且遺失重要的安全性和品質更新而有危險。讓我們將裝置保持最新狀態，使 Windows 可以更安全地執行。請選取此按鈕繼續:""",網管,7
輸入法安裝失敗 無法WINDOWS更新 #15286,網管,7
操作滑鼠時按右鍵 畫面沒有跳出選單  #10713,網管,7
notebook不要有變更密碼的提示~  #(382)25856,網管,7
"部門須要架設Server ,詢問是否MIS是否有提供Server、若部門自行購買可協助架設、資料定期備份的問題   #13145 麻煩協助處理,謝謝!!",網管,7
筆記型電腦 SX6 (1SX6A000038)  資產編號 990102302,網管,7
雲端outlook信箱11月到今天的MAIL都不見了,網管,7
(382)63330  忘記登入密碼,網管,7
outlook/office等軟體出現要連線認證的訊息，輸入帳號密碼，各個應用軟體仍然無法使用。   ext:16411,網管,7
同事出差 密碼過期   #16755,網管,7
"密碼過期,無法登入",網管,7
密碼過期,網管,7
電腦名稱: AN990102581,網管,7
在大陸出差，電話15012419439，密碼過期，無法變更,網管,7
"人在重慶出差遺忘密碼,分機385 616361,謝謝.",網管,7
執行outlook後沒反應,網管,7
無法開啟outlook,網管,7
開機後就卡住無法進入作業系統 #12238,網管,7
AN990101470,網管,7
remove 電腦帳戶 NO 電腦名稱 作業系統 0 Q99120104 Windows 7 企業版6.1 (7600),網管,7
密過期未過期，煩請幫忙 #17109,網管,7
忘記密碼 #18572,網管,7
密碼遺忘，請協助,網管,7
利用遠端連線連線至公司網路，密碼過期無法變更。  分機：16133,網管,7
分機: 12778,網管,7
"開機後, 插著網線, 輸入帳號密碼無法登入, 拔掉網線, 輸入帳號密碼則可登入, 希望能解決此問題",網管,7
詢問在VISTA系統中如何設定無線網路,網管,7
"昨日剛剛領電腦, Staff 無線網路已設置好,   而當將 LAN 拔除時, 時常會無法透過 Wifi 連上Staff  請教如何排除, 謝謝",網管,7
桌機的網路孔以及 wifi 皆不通，且開機密碼過期。,網管,7
網路不通，無法上網，網路孔號：B203。#12172,網管,7
分機12172  網路不通網路孔B203,網管,7
"無線網路無法使用(00-1E-68-63-0A-AC), 無法連線至Stafff",網管,7
Network port doesn''t work. the port number is PE13/A085,網管,7
ext. 12273  網孔編號 PE13 A085,網管,7
會議室網路不通  A223~A226   #12273,網管,7
"IP Phone 不通, port: PE13 / A085  (#212273)  user 反應上星期三也是這樣",網管,7
網孔不通 ph22a166，mvpn 212273,網管,7
PE 13 A085,網管,7
3d無反射實驗室網路有線連線不穩，寄發MAIL相當慢，有時甚至連OCS都無法登入 #12273,網管,7
Staff 無法連線,網管,7
網路不通  網孔編號:P011-B323    TEL:15427,網管,7
無線網路不通  ext:15427,網管,7
網路不通請協助處理  網路孔號碼:PL20 / B260   EXT:13258,網管,7
自10/25起outlook接收不到信件,網管,7
Outlook 點不開,網管,7
無法收廠商信,網管,7
重灌好outlook後一直出現認證失敗視窗。,網管,7
在大陸南京設置辦公室(子公司)，並使用大陸當地申請的Domain(nextq.com.cn)，目前該辦公室使用第三方代管的郵件信箱，但在台灣公司內部無法使用outlook設置pop帳號收發信件，再者當地也開始使用小型BPM系統之線上簽核表單，其表單在某些狀況下會讓台灣主管及人員簽核，若內部無法使用outlook收發該辦公室郵件則無法自動通知台灣管理主管及人員，故申請允許開通設置以便作業。  P.S 目前南京辦公室內部的outlook都是設置pop帳號，且本BU(CNBU)是與QMI合併，故尚有一些原QMI主管及人員在內部使用outlook設置QMI pop帳號收發QMI信件(此pop帳號是可設置並收發),網管,7
1. 以公司mail申請Google帳號，無法收到驗證碼。(寄件者：account-recovery-noreply@google.com )  2. Designchain系統中心寄出的信件，會重覆寄送,網管,7
可以收信 但無法寄出郵件 需協助檢查 謝謝,網管,7
分機15931 ，無法使用,網管,7
Outlook一直跳出驗證訊息,網管,7
雲端上的outlook需要很久方能開啟. 開啟之後需要很久的時間才能點開一封mail.,網管,7
"QCO帳號啟動之後, 剛好也換了廣達的密碼(90天換一次). 個人電腦端的Outlook認證失敗, 所以無法收發信件. (QCO端跟智慧型裝置都OK)",網管,7
"Outlook收發信件,異常緩慢.",網管,7
"QCO常常無法連到個人電腦 (q90071611-1 但是用IP的話是可以連得到的). 由於QCO上的Outlook有匯入連結到個人電腦的舊mail (pst檔), 所以常常造成無法開啟舊mail...",網管,7
分機: 17260,網管,7
"10/24上班開激進系統後,截至目前outlook仍無法開啟,請盡速協助處理.   Thanks!",網管,7
outlook圖片顯示有問題,網管,7
8/20重灌電腦，今天outlook顯示信箱已滿。#18640,網管,7
請假簽核通知會自動分到垃圾桶信夾,網管,7
信箱容量不足,網管,7
"User反應VNC無作用,連線是用Wireless ,cmd 執行ping 會有time out .",網管,7
"電腦很慢,CPU使用率100%",網管,7
VNC can''t connect to server,網管,7
VPN無法連線,網管,7
VNC 無法正常使用,網管,7
無法登入,網管,7
電腦需要重灌 #12736,網管,7
"user到qrdcfs01上要灌office2007,但是說沒有權限,如果到2003的folder就可以",網管,7
ms office error : 會出現安裝重新的視窗,網管,7
Q95011105,網管,7
#15650 Outlook 無法開啟,網管,7
顯示密碼錯誤,網管,7
"OS密碼過期,無法做更改  #17105",網管,7
無法登入，顯示網域無法使用相關訊息 #17105,網管,7
電腦名稱: AN980101380,網管,7
13036，無法登入廣達網域,網管,7
系統時常發生當機情形(藍白畫面),網管,7
今日更改密碼後遺忘 #11545,網管,7
無法連上網路 & 登入,網管,7
Q91122303,網管,7
開機密碼忘記  分機 382-12141,網管,7
"人在上海出差,電話382 12125",網管,7
開機桌面檔案   捷徑  我的最愛等資訊皆遺失,網管,7
"user反應有拿到正確IP(10.241.64.215),但網路卻無法使用,煩請相關同仁協助處理",網管,7
無法登入廣達網域,網管,7
無法登入廣達網域,網管,7
客戶電腦網路不通，麻煩處理，謝謝！,網管,7
網路不通,網管,7
N5F A101 port shut down (請撥MVPN 17062),網管,7
meeting room can''t use wireless.    need to contact user.,網管,7
網路不通,網管,7
user 反應網路不通   #11077,網管,7
無法連線 ext:11077,網管,7
網路不通  分機:17952,網管,7
無法連線到外網（所有外部網頁都不行）,網管,7
無法連上內部網站   #13908 or  0933167153,網管,7
#17952,網管,7
網路不通,網管,7
網路與無線網路時常不穩#12967,網管,7
使用者因強制重開機以後，連不上myQuanta。,網管,7
桌上網路孔網路不通 網號孔號碼:pe15、a087,網管,7
在會議室B申請兩組無線網路給客人使用,網管,7
ip port 無法使用,網管,7
開機無法正常登入,網管,7
user 反應系統無法開機  #15811,網管,7
電腦無法登入,網管,7
"使用者反應忘記帳號密碼, 請協助重新設定! Ext.15811",網管,7
"外接指紋辨識器後, 就無法登入電腦",網管,7
AP940104691,網管,7
請移除AP970100747,網管,7
休眠之後無法登入OS,網管,7
There is no Lunc plug-in in my cloud outlook to arrange con-call.,網管,7
"輸入密碼顯示錯誤,分機#12123",網管,7
操作至一半會當機，之後出現顯示卡已恢復，但操作中的程式都已經當掉無法使用,網管,7
是否有軟體可以提供看DWG軟體 ..請協助處理  Ext:12123,網管,7
休眠後再登入，出現錯誤訊息此工作站信任失敗,網管,7
忘了,網管,7
"網路孔不通請協助,謝謝!",網管,7
網路不通 聯絡分機:13081,網管,7
網路不通,網管,7
網路一直斷,網管,7
網路孔不通,網管,7
#16206,網管,7
網路不通,網管,7
網路不通,網管,7
"無線網路不通, 無法連線  南棟3F, CCBU, 警衛室上方.",網管,7
在實驗室內使用無線網路速度很慢，公司內部網頁開不起來  #15008,網管,7
分機15008，無線網路常斷線,網管,7
分機: 17751,網管,7
搜尋不到無線網路,網管,7
無法無線上網,網管,7
網路不通,網管,7
"網路不通, 網孔編號 PK04-B220  TEL: 2-17797",網管,7
北棟三樓 網路不通.,網管,7
網路不通,網管,7
網路不通  分機17563,網管,7
網路孔無法連上網路,網管,7
"請協助重新設定密碼, MVPN # 15495 感謝",網管,7
密碼遺忘 #15495,網管,7
開機密碼忘記，請協助重設密碼,網管,7
目前重慶出差 遺忘開機密碼 無法登入電腦 聯絡手機13274945094 台灣同事代為詢問#16298,網管,7
user更換完密碼後無法以新密碼登入.,網管,7
AN990107089,網管,7
NO 電腦名稱 作業系統  0 Q95010916 Windows 7 專業版6.1 (7601),網管,7
雲端outlook簽核認證失敗（即從outlook頁面連線簽核系統會失敗，但如果直接進BPM頁面可順利簽核）,網管,7
密碼過期,網管,7
無法連線伺服器,網管,7
"10:40 分之後雲端的outlook就沒有新郵件進來, 但客人說已經有寄email 過來, 同部門的同事也有類似的狀況",網管,7
無法變更密碼,網管,7
電腦名稱Q89042002 電腦帳戶移除,網管,7
"從大陸出差回來之後, 電腦開機會顯示是""暫時使用者"", 每次重新開機桌面的東西就會消失不見",網管,7
NO 電腦名稱 作業系統 說明  1 Q94060102-1 Windows 7 企業版6.1 (7601),網管,7
移除Q94060102電腦帳戶.,網管,7
忘了登入密碼，謝謝,網管,7
12595,網管,7
上廣達學院要下載學習檔案時，顯示無法連線至該server。,網管,7
上廣達學院要下載學習檔案時，顯示無法連線至該server。,網管,7
"連線不到部門server, \\nb5-ftp",網管,7
無法開啟薪資單,網管,7
新唐科技Nuvoton Technology Corp  www.nuvoton.com,網管,7
客戶利用FTP傳輸資料給Quanta，但是被防火牆擋下，希望能盡快處理，分機:16201,網管,7
"需要連到協力廠商的FTP server (upg-ch.redbend.com), 以使用廠商提供的軟體工具, 完成project所需的必要功能。",網管,7
薪資單開不起來,網管,7
無法開啟加密 MAIL,網管,7
網頁被綁架,網管,7
User反應華亞廠很多人無法連BPM，分機10816,網管,7
無法開啟薪資單&公告,網管,7
無法連線至網路磁碟  分機:17795,網管,7
"使用者反應無法開啟薪資單郵件, 請協處!",網管,7
無法開啟客戶網頁請協助處理    https://login.external.hp.com/idp/startSSO.ping?PartnerSpId=204156:SMPartner&TargetResource=https%3A%2F%2Fprp-si.corp.hp.com%2Fsi%2F,網管,7
http://www.qnx.com/   對外ip 60.251.236.1212可以登入客戶網域  但是其他同仁ip 203.75.58.49,網管,7
16182，連外部FTP,網管,7
"斷電後,使用者無法連上客戶網址  https://astrocpqsrfr.cce.hp.com/arsys/shared/login.jsp",網管,7
#17513,網管,7
分機16122，有線/無線網路都不通,網管,7
網孔似乎故障，桌機無法使用,網管,7
MVPN: 13412，無線網路不通,網管,7
網路不通,網管,7
不能上公司網路,網管,7
突然無法進入外部網路，輸入帳號密碼後也無法登入網路,網管,7
分機11316,網管,7
"加裝第二台電腦,已登入Quanta網域,可收outlook,但無法連上Internet,請求相關人員協助",網管,7
網路不通，網路孔(PU19 B499),網管,7
無法正常上網 (#12381),網管,7
MVPN: 12381,網管,7
myquanta / 福利網常常連不上,網管,7
外部網路無法使用，但內部網路正常，請幫忙處理，謝謝！,網管,7
#15225 無法連上INTEL網站,網管,7
QRDC South Building 3F  Dept: ESBU  User needs to access Intel Confidential Documents by using Pagerecal.  He has problem to connect to Intel resource now.  Please help to handle it.,網管,7
"早上可以連到特定網站, 但下午就無法連上",網管,7
工號：87071303  問題：網路不通,網管,7
工號：98070801  問題：網路不通,網管,7
11336,網管,7
"MBU同仁反應該部門IMAC使用瀏覽器上網時會出現錯誤訊息,請協助處理",網管,7
12200..網路不通,網管,7
N718會議室   網路孔B126，網路不通   及桌上網路孔，網路不通   分機17285,網管,7
"BU9的有線網路實在太慢了,慢到連到雲端根本無法執行作業.  請幫忙確認是網路太繁忙造成網速太慢或是mytc02的server有問題,謝謝",網管,7
請幫忙檢測座位的網孔是不是通的?因為網路速度非常慢,網管,7
#13245  無線網路可以使用，但無法使用有線網路。                  已試過拿去其他可用有線網路連接於自己工作機，仍舊沒有反應。,網管,7
網路不通,網管,7
網路不通，分機13245,網管,7
#16249,網管,7
"User 透過virtual Machine掛載Xp,但無法透過XP上網",網管,7
"人在大陸廠商那裡, 無法連回公司, 請聯絡382-699241",網管,7
網孔壞了 網路不通 網孔號碼:PP12D348/S310-14 聯絡分機:15015,網管,7
"使用者反應無線網路不通,請協處!(Ext.15015)",網管,7
網路無法使用。,網管,7
網孔 P015-A327 沒有反應,網管,7
網路連線正常，但會一直跳出驗證視窗。上海分機：382-47504,網管,7
網路連線正常，但會一直跳出驗證視窗。上海分機：382-47504,網管,7
"使用者座位處的網孔不通, 請協助處理! 網孔編號: PH23 C167",網管,7
"網路連線時常出現驚嘆號,無法連上公司網路",網管,7
"網路常自動斷線,無法連內網與收信",網管,7
開啟IE出現錯誤畫面  #15995,網管,7
廣義基金會自行購買的ADOBE軟體，登入時彈出警告''有別的使用者正在使用''，未處理會被解除授權，想詢問解決方法。分機11268,網管,7
電腦中毒須申請檢測  分機: 13096,網管,7
Adobe reader 安裝問題  #13620,網管,7
"使用Open VPN 連線時,  網頁被綁架",網管,7
公司是否有提供無蝦米輸入法安裝,網管,7
詢問Visual studio 大量授權問題 分機:16738,網管,7
電腦不斷跳出你已成為盜版軟體的受害者，煩請幫忙處理 #17513,網管,7
"因廠商要求,需要購買一套測試軟體進行 相關測試,詢問如何申請",網管,7
"電腦檔案不能複製與刪除,一旦動作檔案總管會自動跳掉.不確定是否中毒",網管,7
PDM提供的JAVA 1.5軟體連結安裝路徑無法進入安裝,網管,7
Windows Media player被移除，需重裝回去，但找不到安裝路徑。(因為QEX線上課程需要) #12086,網管,7
"問題需求:   公司QES線上教學影片無法正常撥放,不小心自行移除媒體撥放程式後無法安裝回復,也無法取得免費安全的撥放程式",網管,7
wifi 無法連線,網管,7
網孔不通,網管,7
問題: 網域無法登入  分機: 13456,網管,7
網路不通,網管,7
Can''t access ''Staff'' AP,網管,7
無法連上公司STAFF的無線網路 #17980,網管,7
"無線網路無法抓到STAFF, 無法無限上網",網管,7
網路會突然斷線，之後就連不上了，網路孔為 B204,網管,7
"無法收發E-Mail, 也無法上網, 請儘快處理",網管,7
申請者為Martin Roembeek..move到南棟7f..目前網路及printer都不通..分機13206,網管,7
D204網路孔常常會當掉(晚上也會) 請協助處理,網管,7
PI13: A181,網管,7
無法上網,網管,7
網孔無法使用,網管,7
"單號APP0028764  網路孔又有問題 (好一下現在又壞)  電話網路孔不通, PL20/D260   聯絡電話: 13257",網管,7
"電話網路孔不通, PL20/D260  聯絡電話: 13257",網管,7
"登入Windows後一直出現""正連線到proxy.quantatw.corp""的訊息及帳號密碼輸入畫面",網管,7
有線網路在使用時有異常,網管,7
A123  #16113,網管,7
網孔不通 B008  EXT:15123,網管,7
"WIN7出現需要""啟用""訊息，11875",網管,7
密碼過期,網管,7
"Outlook 不能使用 , 打不開也關不掉, 但雲端本身開關是OK的",網管,7
密碼過期,網管,7
"進入休眠模式後, 無法正常登入  分機: 12109",網管,7
MVPN 18823 ，無法使用內部網路,網管,7
AP970100622,網管,7
"因無需再使用,故移除帳號  電腦名稱:AP990112966",網管,7
電腦名稱:AP990111334,網管,7
"密碼過期, 透過WEB UI修改後無作用, 仍需以舊密碼登入",網管,7
無法登入作業系統,網管,7
remove Q94071901,網管,7
電腦帳戶移除---電腦名稱AN990100807,網管,7
無法開機,網管,7
I will send the error message to you by mail,網管,7
#43466   連結Pilot網路，無法登入，一直不斷出現驗證密碼!!,網管,7
網路不通,網管,7
無線網路不通  ext:17900,網管,7
wifi無法連線  分機：17900,網管,7
需要新增網點  #17622,網管,7
#17622,網管,7
"北棟六樓PPO, QRI 網路不通。網點編號：PK24, B240。",網管,7
"User從QSMC回台,User表示使用QUANTA網域,但驗證無法通過,畫面被導到訪客ACCESS CODE的模式,煩請協助處理",網管,7
無線、有線都不能使用。,網管,7
副理從大陸回來 網路無法連線 請協助設定 連絡分機13252,網管,7
ES 楊協理反應回台灣無法正常透過網路收取MAIL~煩請協助處理.,網管,7
工作機網路不能連,網管,7
"網路斷線,燈號會亮, 但是連線是問號, 南棟4F, SIP, 網孔編號未知  另外無線網路連不上..",網管,7
網路不通  PF24 D120     請打 #13408,網管,7
安全憑證錯誤，無法連線至proxy的錯誤  #15129,網管,7
今天一整天無線網路訊號都斷斷續續。,網管,7
無法使用無線網路，一直出現需其他登入資訊的對話框，點選該對話窗，無任何畫面出現。  無法連線至客戶端的ftp 下載資料  ftp2.asus.com.tw,網管,7
有線網路不通，區域連線出現驗證失敗，之前使用沒問題，可能操做中不小心，更改到設定。,網管,7
"網路不通,謝謝.",網管,7
網孔編號，B207，B258網路不通  分機18026,網管,7
網路孔PL24(B264)沒有作用。,網管,7
"使用ocs會常斷線(兩三分鐘就一次),ocs上會出現伺服器未回應,使用OCS con call時聲音也是斷斷續續的,",網管,7
"有線網路不斷出現要求驗證訊息無法使用, 無線網路找不到公司基地台",網管,7
分機：15710,網管,7
"上海出差,無法登入網域（電話18221405616)",網管,7
申請者有兩個網路孔，一個是for Linux使用，申請者說此Port :PT01-A433 無法上網。  EXT:18933,網管,7
"電腦壞掉, 但是現在需要進入quanta網域下載資料, 不知該如何進去.  分機:13935",網管,7
網路不通  #15347,網管,7
北棟7樓網路不通,網管,7
網路孔不通  孔號TR18,網管,7
")電腦連別port會通,但自己port的電話會通網路不通 port:P108/C176   EXT:16518",網管,7
網路不通,網管,7
北棟4F MIS，天花板的AP基地台閃紅燈，沒訊號囉,網管,7
北棟MIS N405會議室的網孔  PF16 B112 & PF06 B102 兩個都不通哩...  懇請IT大神幫忙!!,網管,7
分機12273  接上話機的網路線後，話機不能使用,網管,7
"請幫忙開通PORT,   單位:NB1,   孔號 C223  南棟2F. C區",網管,7
#12505   無線網路不通,網管,7
wireless issue,網管,7
"Conference Call 2個人可以使用,加超過2個人雙方都聽不到聲音",網管,7
北棟會議室204   #13931,網管,7
"如何設定桌機先響,目前電話打來都是MVPN手機先響",網管,7
"Cisco IP Phone不通, 請協助處理  Ext:12367",網管,7
"電話桌機不通, 沒有畫面, 請撥 MVPN 聯繫",網管,7
"網路電話問題, 分機:15476",網管,7
IP phone無法使用,網管,7
"(分機:16118)桌機設定跑掉,請協助",網管,7
user無法開啟電話會議,網管,7
"由於開會需求,想要申請一次可以連結10組轉接.",網管,7
D208 IP phone 無法使用,網管,7
can''t find IP phone software,網管,7
從昨天到現在都無法撥打QSMC電話(頻寬問題),網管,7
user 反應phone 無法使用  #11557,網管,7
user 反應phone 無法使用  #11557,網管,7
軟體的IP PHONE有問題，請幫忙處理，謝謝！,網管,7
桌機網路孔故障 PU19B499,網管,7
MIS Chad already Closed the issue.,網管,7
"在登出雲端時, 出現錯誤訊息: 請等候system event servic",網管,7
12910,網管,7
12910,網管,7
QCO 無法登入,網管,7
無法連線雲端 目前重慶出差(連絡分機 385 12775),網管,7
登入後無法使用,網管,7
無法使用,網管,7
QCO無法登入。目前人在大陸出差。大陸手機：18302132088。,網管,7
It''s hard to login QCO...,網管,7
"這禮拜, QCO異常lag; 常常發生系統""沒有反應""...",網管,7
"從非廣達網域要登入時, 常常失敗. 需要連好幾次才會成功.",網管,7
畫面無法關閉或是作任何操作 #18031,網管,7
無法登入,網管,7
"在本機收信, 有一個群組的郵件信箱, 在收信時會有漏信的情況",網管,7
收發信異常,網管,7
"查詢HDMI Admin admin@hdmi.org 這個信箱寄的信,是否被公司攔截,因為工作需求需要收到這個信箱寄的回覆文件.",網管,7
Outlook無法正常反應，每次點開都會當掉，請協助處理,網管,7
user表示mail不會自動收進來,網管,7
OUTLOOK 打不開,網管,7
分機: 17519 郵件無法收發,網管,7
通訊錄找不到重慶的聯絡人。,網管,7
OUTLOOK 通訊錄 分機(套餐) 資料未與重慶同步,網管,7
端午獎金信件無法開啟，煩請處理 #12381,網管,7
OUTLOOK沒有回應,網管,7
安裝Outlook 2016後，發現無信件法從雲端信箱copy到本機端。,網管,7
分機13376 新進員工資料無法在outlook通訊錄找到,網管,7
無法使用本機OUTLOOK,網管,7
郵件夾帶檔案後，會被公司檔掉無法寄出。連絡分機：66694,網管,7
(1)打開OUTLOOK時，會出現驗證代理伺服器訊息  (2)會跳出PC BACKUP訊息  17073,網管,7
"副總10204060, 無法收發郵件, 似乎是網域問題。聯絡人: 張丹. tel:382-43998",網管,7
Outlook無法收信,網管,7
該員出差，outlook容量已滿，要求加大容量,網管,7
開薪資信後OUTLOOK打不開,網管,7
作業系統只能進入安全模式,網管,7
18026，作業系統異常,網管,7
QC003,網管,7
"工作機需要加網域,灌作業系統",網管,7
移除電腦名稱: qicswdb01,網管,7
密碼過期,網管,7
俢改密碼後，電腦仍無法登入 #15553,網管,7
user can''t login windows.   #15553,網管,7
系統無法顯示日文字的檔名,網管,7
移除電腦名稱: AN990105054,網管,7
收信資料夾經常無法讀取,網管,7
win7右下角出現 測試模式win7主鍵7601    #17753,網管,7
密碼過期了，無法使用Web Mail立面的變更密碼來變更  EXT: 17786,網管,7
"密碼過期無法修改,目前出差,聯絡分機#382-23911",網管,7
電腦名稱:AN990108429,網管,7
登入後無權限使用 Outlook 開啟 QCO02 之 Outlook pst 檔 (急),網管,7
can''t access myQuanta,網管,7
無線不通,網管,7
"網域無法正常使用, 欲變更密碼無效, 煩請協助聯絡處理, ext 11077",網管,7
有線、無線網路都不通 (#11077),網管,7
無法上網,網管,7
"user有一台備用電腦為win 2000作業系統, 但無法登入網域, 請協助處理",網管,7
"user 反應分機一直reset, 並且網路連不上去, 分機#17387",網管,7
網路不通~桌機也無法使用~,網管,7
網路不通,網管,7
"port shutdown, number:PE05-D077",網管,7
"使用者反映網路不通, Network Port : C175,#17250",網管,7
"USER反應昨天之前網路都可正常使用,但在今日開始USER拿到的IP是169.254.XXX.XXX,重開機後仍然是一樣的狀況,煩請相關同仁協助處理.",網管,7
區域網路一直無法登入。,網管,7
LAN not working after user moved into QRDC.,網管,7
"user 可拿得到合法的IP(10.241.64.211),但PING 不到Gateway~煩請相關同仁協助處理.",網管,7
使用華亞網路連到內部網站(myquanta、bpm…)都會出現驗證訊息，出現後，不知道如何取消,網管,7
BPM無法登入,網管,7
"User(#15652)反應電腦只要出差回來後就回無法驗證成功,N次了,煩請協助處理.",網管,7
網路無法連線#15652,網管,7
使用者反應  Notebook 無法開機使用(Ext.12328),網管,7
無法登入XP系統,網管,7
無法開機,網管,7
vnc to qsmc,網管,7
"網路不通,電腦插上網路線後無法開機",網管,7
曾嘗試安裝雙系統，目前無法開機，停在Windows開機畫面,網管,7
1. 系統因硬碟壞軌做修復，修復後無法登入網域  2. 作業系統變為非合法,網管,7
Q94072502-1 Windows 7 旗艦版6.1 (7600)--->電腦帳戶移除,網管,7
移除電腦  Q95120407-1,網管,7
"系統開機時一直強制需要Disk Scan ,而且系統網路一直連線不上",網管,7
已為第二次填單。無法進入桌面，修復失敗。分機：15891,網管,7
"Hi ,  我的作業系統於開機時會顯示金鑰錯誤，須變更產品金鑰的訊息，目前還有19天到期  再請您協助!  謝謝!",網管,7
出現修復pst檔，無法使用,網管,7
IE與outlook皆沒有反應 無法正常執行,網管,7
分機: 15143  HDD壞掉，電腦無法開機,網管,7
需移除電腦帳戶: AN990110692,網管,7
請移除電腦名稱AN990111050 作業系統Windows 7 企業版6.1 (7601),網管,7
#15153，已使用web mail改過新密碼,網管,7
申請者密碼過期，更新密碼之後，仍然無法連上網路。  申請者十點要開會，需要儘快處理。  ext:12368,網管,7
可否幫忙確認目前個人使用NB能否升級記憶體容量?,BPM平台系統,0
"NB無法針對電池進行充電, 原以為電池故障進行申購, 但更換新電池仍然無法對電池進行充電.",BPM平台系統,0
使用QCO遠端桌面，隔天會自動斷線,BPM平台系統,0
在申請網管->作業系統與印表機->作業系統問題->電腦無法登入時，出現以下錯誤訊息：    Sys.WebForms.PageRequestManagerServerErrorException:處理伺服器上的要求時發生未知的錯誤，從伺服器傳回的狀態為:500,BPM平台系統,0
工號:10704048  密碼過期無法登入公司網頁 收mail .........etc,BPM平台系統,0
密碼過期無法登入,BPM平台系統,0
密碼過期無法登入,BPM平台系統,0
密碼過期無法登入,BPM平台系統,0
BPM系統變成全英文介面如何修改回中文,BPM平台系統,0
代Norman申請  my quanta及BPM無法登入,BPM平台系統,0
excel打開後會是空白頁  無法直接開啟檔案  即使按了office修復功能後  也無法解決問題,BPM平台系統,0
"如果電腦未滿五年,但需要電腦當作git server, 請問要如何申請?",BPM平台系統,0
雲端(Qco04)桌面的SKYPE無法開啟，開啟時SKYPE都會跳出「程式已經停止運作」的訊息。  而本機打開SKYPE，訊息又會無法傳出/接收。  請幫忙協助解決謝謝。,BPM平台系統,0
"PLM系統密碼忘記了,無法登入查詢料件,請協助取回密碼,謝謝",BPM平台系統,0
