description,category_a,category_a_target
不斷驗證,網管,8
網孔：PH20 A164  分機：15238,網管,8
有線及無線網路不通#15238,網管,8
網孔編號：PH20-A164,網管,8
透過有線網路，Outlook收發異常，已確認無網路問題，可正常上網。無線網路則能正常收發。,網管,8
無法執行「全部回覆」的功能，會出現無法開啟項目的提示訊息。（回覆、轉寄可正常使用）,網管,8
無法自己新增收件的資料夾,網管,8
"Outlook死機無法開啟,一開就會當掉  #15173",網管,8
15173,網管,8
"2016 outlook打不開, 處理中  已關閉所有其他的視窗, Size 大小 4.99GB, 也試過重開機也打不開",網管,8
無法收信,網管,8
"mail 從昨天下午四點過後，收到的訊息都怪怪的，明明自己不是寄件者，但都收到來自""自己為寄件者的信""，如附件",網管,8
Lync 及 outlook 找不到QSMC的人員，Jelly Chen(陈家玲) 工號:06013037，也找不到她寄的信，請協助，感謝。,網管,8
本機OUTLOOK 會自動關閉,網管,8
"USER 無法正常收發信  聯絡方法 +971 553 745 972  USER人在出差, 但也可以使用OCS聯絡USER",網管,8
新的信件會跑收到xxx@quantatw.com的信件匣，不是原本設定的信件匣，16745,網管,8
Outlook無法收信,網管,8
outlook無法清除不要的信件,網管,8
郵箱已滿,網管,8
Hi 你好  我想設定成本機outlook 收發 email  我有照Quanta FAQ上的操作，但是會出現一個要key in 密碼的訊息  這個密碼跟我目前的設定不一樣  可以幫我查的到嗎?  謝謝,網管,8
user反應信件無法下載夾檔  #16976,網管,8
"Outlook出現錯誤訊息, 本機資料夾無法開啟.",網管,8
"部分mail附件無法開啟, 轉寄給別人是可以開啟的.",網管,8
無法設定自動回覆,網管,8
出差時廠商端網路不穏，使用雲端易造成郵件無法收取情況,網管,8
"使用本機OUTLOOK,QCO權限移除",網管,8
需常出差,網管,8
使用本機Outlook,網管,8
outllook 經常當掉需要重開outlook 及QCO,網管,8
請幫忙移除QCO 權限,網管,8
"# 382-619430, 要在本機收發email",網管,8
user 申請移除權限 ~~,網管,8
新電腦已重新加網域設定outlook未來將改用本機outlook,網管,8
已請Brenda Yeh處理.,網管,8
開機後顯示一下桌面後  桌面即不見,網管,8
進入PLM網站(不論是網路版的或是另外一個須下載的版本)，需下載的版本，我是連進都進不去(程式已被Java安全封鎖)。網路版本，我要點attachment進去看，會出現(無法驗證憑證)。我已經遵照Java的指示把兩個網站加到例外網站清單(附加檔案的第三張圖)，但是還是不行，我要在哪邊修改其他設定嗎？我想要夾帶圖檔在這個問題單，但是夾不上去，看是哪位同仁幫忙，我有把螢幕印下來。,網管,8
"無法使用桌用遠端連線: 錯誤訊息為""已拒絕連線，因為未授權使用者帳戶遠端登入""",網管,8
使用者重灌電腦，需要增加網域設定，請協助處理,網管,8
IE   上ccbu01 可link VRC2.0  但不可link department doc,網管,8
開機後出現安全記錄已滿,網管,8
385+693076    目前人在重慶，系統配置和申請的不符合，無法進入工廠，請用短號聯絡。,網管,8
問題: IE/Chrome 切換中文輸入法使用時就會整個當掉  分機: 17286,網管,8
登入密碼遺忘  分機:17449,網管,8
"工作用機acer 5739G 電池損壞 ,查詢是否有備料更新",網管,8
"USB Port can''t read device, and solved this issue by Brenda Yeh (葉依萍) already.",網管,8
兩個PDF要變成一個,網管,8
使用公司帳號登入後，很多系統操做都會顯示沒有權限進行，疑似帳號沒有本機管理者權限。#12592,網管,8
重設密碼後無法以新密碼登入，煩請重設密碼  #15486,網管,8
OUTLOOK沒有反應，也無法從工作管理員關掉，12862,網管,8
分機16745，開機出現錯誤訊息顯示Windows7過期,網管,8
無法進入作業系統  ext:16745,網管,8
user反應QCO outlook無法使用 #13980,網管,8
"人在美國出差 , OS密碼過期無法更改,請協助處理  OCS: jeter.tsao@quantatw.com",網管,8
"Outlook一直當機,謝謝.",網管,8
"ＱＣＯ　的outlook更新後,無法收email #17827",網管,8
"顯示錯誤訊息電腦硬碟無發存取,分機#17530",網管,8
#13443  電腦開機會出現錯誤訊息,網管,8
Hello    請移除此筆電帳戶 AN990112001  謝謝,網管,8
信件無法寄出 #16503,網管,8
分機18482  只能上內部公司網頁，其他外部網站皆無法連上如GOOGLE,網管,8
使用者忘記登入帳號. 分機:18532,網管,8
抓不到IP.,網管,8
有時突然無法連上myquanta,網管,8
網路不通,網管,8
桌機有限網路似乎抓到部正常IP 可以上網 可是無法連線部門server,網管,8
無法連STAFF 無線網路,網管,8
customer can''t access wireless network,網管,8
"User 反應 北棟 208會議室 無線網路訊號很差,常常沒有辦法使用",網管,8
user桌上網孔這兩天不通.,網管,8
user大陸出差回qrdc 電腦網域為cn網域 想要可以連內部應用系統如收信 簽核 請協助設定,網管,8
"網孔編號 A151, 網路不通",網管,8
無線網路無法使用   #17768,網管,8
無法連線至公司內外部網站  分機：13575,網管,8
郵件中的excel檔無法開啟,網管,8
#16976  outlook中的excel無法開啟,網管,8
"之前公告信箱容量提升為1G,  但查詢之後發現還是600M,  該同仁之前有申請過提升容量。",網管,8
outlook載入設定檔故障  分機: 15246,網管,8
outlook 無法開啟,網管,8
"無法寄信給廠商 ""GLET.COM.TW"" 謝謝",網管,8
分機15218， Mail寄不出去,網管,8
移動郵件後 郵件不見     在將server 上的郵件移至個人雲端資料夾(mailbox.pst)準備封存至本機時，1/28 ~ 2/1 14 : 30 pm 前的信件就不見找不到，亦不在任何資料夾內，因有工作上重要郵件，請問可否找回?,網管,8
薪資單無法開啟,網管,8
Iphone手機收信，出現連接伺服器失敗的錯誤訊息  ext:16801,網管,8
有次不正常關閉後在開啟時都停在確認資料的地方無法進入,網管,8
請求在本機收發email。,網管,8
can''t find previos folder,網管,8
user在QCI通訊錄有資料 但在QSMC查無此人,網管,8
"outlook做傳送接收後, 整臺電腦就會死當",網管,8
OUTLOOK想匯出郵件，但.pst檔太大，想問處理方法,網管,8
想要在雲端新增PDF create的功能，可以將文件轉成PDF,網管,8
"使用者反應,深夜他的信箱發信給客人,但是他沒有發信,信箱疑似被盜用,需要協助處理   #16976",網管,8
原本是Outlock無法收法，現在雲端點進去後任何一樣東西都打不開,網管,8
想詢問是否安裝OFFICE2010會影響到2007的OUTLOOK,網管,8
電腦需檢測(該user沒資產，無法填NB檢測申請單)  分機: 15090,網管,8
使用者反映BPM網站被防毒軟體阻擋，顯示惡意的網站,網管,8
AutoCAD 無法連上  分機: 18286,網管,8
"更新adobe reader後，該軟體就無法使用；因為會出現""字型安裝不全""的錯誤訊息；  而user需要用新版本的adobe readeer。  #66665",網管,8
詢問Metting place安裝方法    TEL:15274,網管,8
啟動microsoft office 系統說複本尚未啟動，錯誤碼:0xC004F074,網管,8
flash 無法更新 #18507,網管,8
我新申購一台桌上型電腦，裡面附的win7為試用版，請問我該如何取得合法授權，謝謝。,網管,8
user 反應excel 有問題 #16915,網管,8
15379,網管,8
詢問如何重灌 os與 office,網管,8
分機: 15379  問題: 硬體放行單照SOP操作，但無法列印,網管,8
#16997  開啟excel時會一直出現錯誤訊息，無法開啟,網管,8
"鎖檔案的病毒, 網路都斷線了, 請幫忙",網管,8
17373，用ghost 之後無法登入,網管,8
outlook無法正常開啟,網管,8
密碼遺忘,網管,8
分機: 16135  outlook 異常,網管,8
無法開機，16976,網管,8
工號：10104045  分機:   16976  問題：沒有使用雲端，但是從中午開始，本地端ｏｕｔｌｏｏｋ無法使用,網管,8
無法正常收信,網管,8
密碼過期,網管,8
"Apply to remove account ""AN990112485"".",網管,8
忘記密碼,網管,8
無法開機,網管,8
輸入帳號密碼後一直跑無法開機成功,網管,8
桌機密碼過期,網管,8
網路不通  分機 18219,網管,8
分機18400 北東棟4樓 A365,網管,8
user反應網路不通，但電話是通的，請幫忙處理，謝謝!! 聯絡分機#218495,網管,8
無法使用網際網路，顯示身份認證失敗。 ext 18495,網管,8
搬到新位置，網孔不通，是否需重新設定?,網管,8
"該user ip phone 正常, 但無法登入網域",網管,8
網路不通，右下角網路圖示會有驚嘆號。  EXT:18680,網管,8
無法取得IP,網管,8
"有線網路連內部網站,速度很慢  #18680",網管,8
"cannot get the ip, cannot use outlook",網管,8
"內部網路無法使用, 請協助處理",網管,8
"自行更新XP SP3之後, 有線無線網路皆不通, Proxy有設定, 重開機也是一樣",網管,8
無法連上myquanta,網管,8
輸入(QCI) mms://10.243.19.158/pinball.wmv  media player檢查media server連線權限無法成功,網管,8
"網路不通,無法上網.",網管,8
帳號無法登錄,網管,8
無法連結IE 應該是IP address跑掉,網管,8
無線網路不通。    另外這台工作機的有線也不通，似乎是設定不正確，可否一起解決。謝謝~ #16605,網管,8
"user 反應說已經移除Trend Micro firewall client 的程式,  可是還是無法上網  #11376",網管,8
分機:13692  問題: 無法安裝Lync,網管,8
"想詢問不同國家的客人要Call進公司的電話號碼,謝謝",網管,8
客人已經申請帳號<但是無法登入,網管,8
"會議室182 ,訪客無線網路無法登入使用, 連絡手機: 215108",網管,8
分機：18507  客戶：ACER  無法使用帳號登入網路,網管,8
客人的Wirless申請，一直無法使用，請盡速查明    廠商展延無線網路申請   單號APP0003424   謝明貴Derek Hsieh   無線帳號： 1007070003     密碼： jqSNCXlO,網管,8
客戶在QRDC 無法使用無線網路。,網管,8
#17818   幫客人申請訪客網路，申請期限為三天(單號為68826)。昨天是第一天，但是後面兩天卻沒有顯示申請，詢問是否需要重新申請?,網管,8
會議161 申請外網路  分機: 17049,網管,8
使用者有線網路不通，請協助!!,網管,8
"NB4 北棟7樓  user 反應網孔有問題, 無法取得IP  分機 11376",網管,8
"每次登入都會顯示需要伺服器憑證的對話方塊, 但按了確定後, 依然無法連網成功",網管,8
無線有線皆網路不通,網管,8
無線網路無法使用,網管,8
B157 北棟2樓 連絡分機11229,網管,8
網路不通,網管,8
新進人員編排的座位上網孔不通  網孔:PG24-B144,網管,8
無法使用無線網路,網管,8
wireless card can''t work~,網管,8
無線網路不通  #17742,網管,8
無線網路不見,網管,8
"人在QSMC出差,無法登入廣達網域,分機:382-44239  手機:13761040297",網管,8
無法收發信件，也無法連結內外部網站,網管,8
無線網路無法使用,網管,8
QCI大樓，VMI實驗室網路斷斷續續，有線無線網路都有這種情況。#11709,網管,8
無線網路無法連上線。,網管,8
15022,網管,8
QCO outlook 無法打開信箱。分機：16708,網管,8
#16816  電腦無法開機,網管,8
User 反應最近連線緩慢，且outlook無法使用,網管,8
使用者反應QCO上的OUTLOOK操作緩慢，目前人在大陸，聯繫方式:382-5627865,網管,8
機器更換 請移除電腦 Q95080708-2,網管,8
雲端連線outlook異常,網管,8
"使用雲端的outlook無法開啟, 同時其他程式也無法開啟, 煩請協助排除, 謝謝",網管,8
AN990105508,網管,8
電腦整機系統偶爾跑不動(非網路問題)，一天會出現3~4次，檢查工作管理員，時常實體記憶體跑至100%，重新開機仍無法改善。通常是mysqld.exe & svchost.exe占掉大部分記憶體，強制關閉有時可以解決，有時無法解決。,網管,8
重新開機後無法登入。#12671,網管,8
windows密碼忘記.  #381-12671,網管,8
分機: 13053 開機後，系統緩慢且異常,網管,8
移除AN990104297 作業系統.,網管,8
密碼過期，人在出差，請用OCS通知,網管,8
一直要輸入密碼，進不去，無法收發mail.,網管,8
想換email address，將羅馬拼音換成英文名字+姓  EXT:15257,網管,8
無法開啟outlook,網管,8
您的信箱快滿了。,網管,8
兩個月前重灌電腦到現在通訊錄都沒有更新,網管,8
OUTLOOK異常,網管,8
郵件無法收,網管,8
無法順利開啟信件裡的超連結。分機：17380,網管,8
分機: 12671,網管,8
"遠端mail無法接收,一按傳送接收就當了,重新開啟outlook需等待20 分鐘進行驗證資料完整性",網管,8
"user 表示 使用outlook  有時候開啟會出現要輸入帳號密碼 , 或者是收發郵件會跳出要輸入帳號密碼",網管,8
"登入QCO時, 雲端桌面一直停留在""請等候System Event Notification Service..."" 無法登入正常桌面 煩請處理, 謝謝。",網管,8
現在無法正常收信，會一直跳出需要輸入帳號密碼的錯誤 #385-693167,網管,8
使用者反應無法正常收發信件，請協助處理,網管,8
欲解決mailbox空間容量不夠的問題  分機: 17121,網管,8
"使用本機outlook 收信, 從下午1:54 分後, 就無法正常收發郵件, 目前只能用web mail 看郵件, 請協助",網管,8
"Cloud mail box size is too small, only 600MB, and impact mail reception during transportation.  Please support to extend to 5GB",網管,8
user Mac無法登入outlook.,網管,8
outlook can''t open  10210047  #17472,網管,8
#17530  可以登入，但是無法使用任何程式,網管,8
雲端無法登入,網管,8
連線之後顯示: System Event Notification Service，就一直沒有回應,網管,8
Outlook無法開啟,網管,8
密碼過期未改,網管,8
分機: 12862  問題: 登入後異常緩慢。,網管,8
"雲端系統無法登入，已重開機，問題仍存在，卡在登入畫面 "" 請等候 System Event Notification Serivce ""，無法登入時間超過約一個小時",網管,8
"雲端使用上非常緩慢,謝謝.",網管,8
QCO00桌面資料及Mail遺失   #,網管,8
"存取拒絕,無法登入",網管,8
QCO無法登入，分機17483,網管,8
"登出QCO後畫面當掉,之後無法重新登入",網管,8
"您好, 今早登入QCO發現無法登入, 步驟如下:    1) 登入QCO(qco04.quanta.cop), 輸入帳號密碼  2) 看見遠端桌面出現 ""歡迎"" 字樣  3) 接著看到 ""請等候System Event Notification Service"" 字樣, 同時遠端桌面連線的視窗(本機端)也隨即""自動""被close    截至目前約莫試了4, 5 次~ 如有需要, 我可以將截圖寄給您參考~  煩請處理，謝謝。",網管,8
網路不通. Tel: 11709,網管,8
port shutdown,網管,8
無線網路有問題  無線網路一打開就無法進入廣達網域了  顯示 quanta.corp 2 (未經授權的)    把無線網路關掉就可以了,網管,8
"port shut down,contact ext.18422",網管,8
印表機更換新機，無法連線。(傳真機無法接通),網管,8
開機密碼 過期,網管,8
"user 反應說電腦抓不到IP, 無法上網",網管,8
北棟616會議室網路不通 215534,網管,8
開會網路不通,網管,8
公司網頁無法進入,網管,8
南棟5樓C073網孔不通請協肋處理謝謝。,網管,8
網路孔:PM08272 不通,網管,8
"使用者反應網路不通,請協處, TKS!  (網孔編號：C272) / Ext.17046",網管,8
正在做wimax測試 可否從網孔pk12C228透過公司proxy連到外部   #17198,網管,8
使用者無線網路不通,網管,8
網路孔不通:PC19-DO43  94112807 分機:17835,網管,8
"速度太慢,有時候寫封信也要等很久",網管,8
"不符需求, 請刪QCO02. Thanks.",網管,8
使用本機outlook,網管,8
工作需求。  amy,網管,8
申請本機使用outlook,網管,8
YF,網管,8
"有時在會議室,網路訊號較弱,網路速度慢,不易連上雲端,請幫忙取消雲端收信,",網管,8
因使用QCO需在有網路線的環境才能順利運作，工作需求常需要移動，故申請移除必須使用QCO的限制。,網管,8
move outlook to local,網管,8
移除雲端權限，改回本機,網管,8
網路驗證問題,網管,8
網路不通，網路孔編號PC19 D043 分機17835,網管,8
user 網路不通    #17835,網管,8
登入什麼系統都需要驗證  請幫忙檢查設定,網管,8
"網孔TT20 - A450  北棟5F, NB7",網管,8
無線網路無法連上網路  聯絡分機:18435\,網管,8
有線網孔網路不穩,網管,8
網路不通,網管,8
無法上網，電腦時間錯誤，無法修改時間,網管,8
詢問平板如何連接到 staff 網路,網管,8
網路不通,網管,8
網路不通  編號:PP10-B346  TEL:12359,網管,8
get guest ip address,網管,8
網點D21(NB3),網管,8
使用者反應桌上電話使用的網路孔沒有網路訊號，編號PD24，請協助處理,網管,8
網孔不通,網管,8
Internet及mail無法使用，一直出現需驗證之訊息,網管,8
在家使用VPN連入公司無法連線,網管,8
"網路突然不通,網路孔編號為PG18-A138,拿到別的網路孔嘗試,出現密碼過期,修改密碼候,一樣無法登入,出現無法登入網域訊息,請協助處理,謝謝",網管,8
"您好:  我的outlook 信件過多,造成雲端硬碟容量不足,但我將信箱中的信件其清除後  還是顯示雲端硬碟容量不足,確認outlook的信件檔案還是容量不變  可否協助幫忙確認如何將outlook的資料檔案縮小  我的資源回收桶中是空的.",網管,8
如何在家與在公司的本機操作webmail,網管,8
早上上班打開MAIL顯示:OUTLOOK變更了一項設定  就不能收發MAIL了,網管,8
"網路有問題,無法連接至Microsoft exchange.",網管,8
"新筆電 OCO & 本機 outlook 郵件匣同步設定,",網管,8
NB outlook 無法開啟舊PST mail.,網管,8
想詢問如何修復pst檔。分機：13204,網管,8
OUTLOOK一直顯示離線,網管,8
請問外部(客人)寄信附件檔案大小是否有限制？13204,網管,8
"請問如果要Create Mail Group, 該怎麼做??  跟你們申請?? 還是我們可以自己幾個步驟完成??",網管,8
我的outlook無法收發email，而且會一直跳出要求我輸入密碼的認證視窗，但即使我正確輸入密碼了，認證視窗仍然會一直跳出來，請你幫忙看一下這個問題,網管,8
使用者反應信箱發生異常，只剩下9/10號之前的郵件，之後的郵件都不見了，請協助處理,網管,8
"雲端的信容量不足，每天都會滿個2,3 次~怎麼移動信件，讓收信的那個信箱部會這麼滿",網管,8
將Mail存在本機.設定outlook資料檔於本機,網管,8
"17142 , Outlook 點不開",網管,8
outlook打不開,網管,8
未授權使用登入雲端mail,網管,8
一直跳出要求輸入帳號密碼,網管,8
開薪資mail時，Outlook會當掉,網管,8
.,網管,8
分享檔案工作機有線網路連不上,網管,8
#16673  要連到另一台Server一直無法ping到，兩台都是用有線連線  Server網孔PN17B305  本機網孔PN19B307,網管,8
"CCBU BIOS team 需要從BIOS vendor AMI的server 下載Source Code，  但最近發現無法連線，向AMI反映後，對方回應如下：  AMI從10/22/2014 改了RSC server(rsc.ami.com.tw,rsc1.ami.com.tw) ip.  Original ip: rsc.ami.com.tw(61.63.24.101) à New ip: rsc.ami.com.tw(60.250.129.224)  Original ip:rsc1.ami.com.tw(61.63.24.100)à New ip:rsc1.ami.com.tw(59.120.40.92)    麻煩MIS幫忙確認無法連線是否與AMI更改IP位置有關，謝謝",網管,8
無法連線網路印表機 please help to check it  thanks,網管,8
希望能夠開防火牆的權限，以下載證卷交易商的資料，請幫忙建立，謝謝！,網管,8
投資部-->寶來點精靈環球通昨天開始無法使用(工作需要),網管,8
"分機15666  USER是投資部的,需要使用外部公司提供的股票軟提,希望MIS開放全線",網管,8
#13485,網管,8
想要下載示波器tool 卻無法開啟網站 聯絡電話13136,網管,8
開機後連線不穩定，不連線時顯示 無法連接所有網路磁碟機，使用windows網路診斷後，顯示 windows 無法與裝置上資源(主要DNS伺服器)通訊,網管,8
進不去BPM,網管,8
"無法登入BPM, ping不到 qcibpm（明天即將出差, 請優先處理）",網管,8
#17121  無法開啟加密信件  明日要出差,網管,8
"問題： 部門的SVN Server 無法連接到 relay.quanta.corp 導致無法發自動信， 目前無法PING到mail server猜測是網路問題。  其他描述： 1. Server IP: 10.242.185.23  2. SMTP設定 smtp_hostname = relay.quanta.corp smtp_username = (空白) smtp_password = (空白) from_addr = QuantaSVN@quantatw.com  3. 網路卡設定 vim /etc/sysconfig/network-scripts/ifcfg-eth0 DEVICE=eth0 HWADDR=08:9E:01:61:37:C0 TYPE=Ethernet UUID=a8cbfdf2-d8a9-4a14-a162-d70612095a51 ONBOOT=yes NM_CONTROLLED=yes BOOTPROTO=none IPADDR=10.242.185.23 DNS1=10.243.17.11 DNS2=10.243.16.11 NETMASK=255.255.255.0 GATEWAY=10.242.185.1  4. 嘗試ping relay.quanta.corp [root@svn ~]# ping relay.quanta.corp PING relay.quanta.corp (10.243.17.184) 56(84) bytes of data. ^C --- relay.quanta.corp ping statistics --- 43 packets transmitted, 0 received, 100% packet loss, time 42604ms",網管,8
"10.242.185.21 無法透過 relay.quanta.corp 寄信    之前舊Server可以寄信  後來以新的Server把舊server汰換，並把該IP榜的MAC換成新Server的MAC  現在嘗試寄信會出現以下訊息   Could not connect to SMTP host: relay.quanta.corp, port: 25",網管,8
"無法登入雲端電腦,雲端資料無法下載  電腦錯誤訊息顯示如下:  您的電腦無法連線到遠端電腦,因為web proxy 伺服器需要驗證,若要允許透過web proxy伺服器傳送未經驗證的流量到RD閘道伺服器,請聯絡您的網路系統管理員.",網管,8
PLZ find at this link ftp://quanta:nxphegozv@apacftp.primesense.com.  Cannon download the file name RD1.081 PSMP01081-A09-3.rar.              Its newest version of our new project.    技術資訊 (供支援人員使用)   錯誤碼: 502 Proxy Error，Forefront TMG 已拒絕指定的統一資源定位器 (URL)。 (12202)   IP 位址: 10.243.17.25   日期: 2011/3/17 上午 08:06:24 [GMT]   伺服器: QRDCTMG01.quanta.corp   來源: Proxy,網管,8
無法連線到部門內的某台Server,網管,8
"使用者出差於QCMC,使用QCO outlook異常緩慢。",網管,8
請幫我移除AN990113948,網管,8
OutLook執行沒有反應#11049,網管,8
QCO無法收發Mail,網管,8
"無法從雲端(QCO)出,也無法進outlook",網管,8
密碼過期無法使用電腦,網管,8
#15103  更新 IT Updates 排程，重啟電腦後，則跳出錯誤訊息無法正常使用電腦,網管,8
"電腦名稱""Q87040703""不再使用, 請幫忙退出...",網管,8
"早上改完密碼,就無法登入了,謝謝.",網管,8
"QCO outlook 無法讀取本機PST郵件匣,重登入六次才能使用.   ID : 99012515   QCO09-SVR09 (ok) (12/20)   QCO09-SVR17 (OK) (12/21 , 重登第三次)   QCO09-SVR04 (NG) (12/21, but 12/18 ok)  QCO09-SVR22 (NG) (12/21)  QCO09-SVR05 (NG) (12/21)",網管,8
User 密碼無法登入NB 分機:12170,網管,8
執行outlook後沒有反應  分機:16332,網管,8
Outlook收mail非常非常慢，早上收3個小時，只收約100封信，任何一個小動作，都要停頓很久。常常沒反應。有無一個申請程序可以使用local mail file，已經兩天沒能處理project及客戶的mails(約500封)。MV7A project每天約有200~300 封mail，根本無法使用雲端mail.因為每天總有兩三個會，大部分的時間都只能透過無線連線。,網管,8
HDD壞軌需重灌系統 (因馬上要出差了),網管,8
Q10110048,網管,8
AP990107125 帳戶移除,網管,8
密碼需要重設，但人在美國無法登入系統 (已先留電話請他連絡宜芳),網管,8
分機11049 ， 連不上QCO,網管,8
黑畫面  server : QCO07.quantatw.com  工號 : 99012515,網管,8
"登入黑畫面,不能使用,請幫忙重整.  server :QCO07  ID : 99012515",網管,8
"畫面黑,無法登入.",網管,8
QCO無法連線  server : QCO07 工號99012515,網管,8
"登入畫面全黑, 然後有畫面, 但無法使用, 亦無法登出.",網管,8
QCO登入後黑畫面  Server : QCO07  工號 : 99012515,網管,8
"黑畫面,無法登入,需要重整.  server : QCP07  工號 : 99012515",網管,8
無法使用 #17571,網管,8
雲端當機，這個禮拜當3次了，分機16332,網管,8
登入後無法使用,網管,8
常當機,網管,8
已請Brenda Yeh 處理,網管,8
使用雲端mail，很慢很不方便(開mail，存檔，搜尋mail)，Outlook檔案常有問題,網管,8
工作性質不適用QCO,網管,8
"Dear Sir ,     因為雲端主機的效能似乎不如預期，所以我在用outlook收發mail時不僅頓頓的，還時常會發生當機續重新執行的狀況，  這種問題最近的發生頻率有變高的趨勢，已經影響到工作的效率，所以我希望可以轉使用本機outlook，謝謝。    Best Regards,  Paul",網管,8
改回本機,網管,8
已請Brenda Yeh處理,網管,8
申請使用本機OUTLOOK,網管,8
要在本機使Ooutlook,網管,8
我們這邊對外專線網路無法上網.  網路孔編號是 PD20 C068,網管,8
IE一直要其輸入帳號密碼,網管,8
網路不通  #15977,網管,8
網路不通　ext 11001,網管,8
"分機：11001  網孔不通：A003,A004  北棟208會議室",網管,8
使用者反應華亞大樓一樓B047網路孔沒有反應，請協助處理,網管,8
會意室網路不通N208(mvpn:#11001),網管,8
網路孔 A151不通 聯絡分機:11001,網管,8
連到任何portal都顯示輸入帳號密碼，但輸入後還是在該畫面,網管,8
登入myQuanta時不斷出現認證的畫面,網管,8
ES無線網路不通,網管,8
網路不通  網孔編號：PM23/ D287,網管,8
(無法登入網域 TEL: 11856),網管,8
"從上海出差回來後電腦的網路速度就變得很慢, 重開機後會正常, 但過幾分鐘後又有問題, 請協助處理",網管,8
網路不通  分機11856,網管,8
網路不通,網管,8
AN990109106,網管,8
"密碼無法正常登入,謝謝",網管,8
17868,網管,8
使用者反應無法正常變更密碼，請協助處理,網管,8
AP950100581第二台以上電腦帳戶移除,網管,8
密碼重設但是有問題   #12623,網管,8
與網域控制站失去信任關係，需重加網域(無法透過遠端協助方式去操作)。#15373,網管,8
user setting the error password.  #17136,網管,8
雲端信箱掛掉  #381-17063,網管,8
分機: 17063  outlook收信，有漏信,網管,8
"outlook無法使用, 請協助處理.",網管,8
上禮拜有請貴單位幫我將outlook設定成能自動將信存在本機裡，  上禮拜五我把QCO的icon copy回家，利用QCO的outlook收信時，有出現一個視窗叫我key密碼，但是我key了我的密碼後，卻進不去outlook。  今天我上班用公司電腦進入QCO outlook收信時，結果還是出現一個視窗叫我key密碼，但是我key完後，進入outlook，它說是第一次使用outlook且我之前的信都不在裡面。目前也還收不到信件也無法寄信。,網管,8
Outlook開啟異常,網管,8
電腦名稱:Q10203016   Windows 7 企業版6.1 (7601),網管,8
#16806 outlook 無法開啟,網管,8
使用者反應Outlook無法正常使用跟操作，請協助處理,網管,8
手機無法使用Wireless   #381-16976,網管,8
電腦重灌之後檔案總管和IE瀏覽器還有PLM一樣會當掉。,網管,8
IE瀏覽器、檔案總管與PLM會經常自己出現停止運作。,網管,8
"Office無法使用請協助處理,謝謝  #15257",網管,8
電腦整機系統偶爾跑不動(非網路問題)，一天會出現3~4次，檢查工作管理員，時常實體記憶體跑至100%，重新開機仍無法改善。通常是mysqld.exe & svchost.exe占掉大部分記憶體，強制關閉有時可以解決，有時無法解決。,網管,8
"廣達帳密無法登入,因為人在CSMC ,可以方便撥 387 665892 聯絡我同事 陳虞華",網管,8
"登出後再登入出現""此工作站和主要網域間信任關係失敗""",網管,8
無法使用PLM，說網站安全等級不夠高，但我已經設定該網站到信任的網域了，還是沒辦法使用。,網管,8
"HYPERLINK ""ftp://ftp02.quantatw.com/ZE550ML_ZE551ML_MP""ftp://NB3-ASUS@ftp02.quantatw.com\ZE550ML_ZE551ML_MP    使用者反應資料夾資料檔案不見，請協助處理",網管,8
人在大陸出差，密碼過期，已請他從web  mail首頁更換密碼，但一直顯示帳號或是密碼錯誤，  因使用人在大陸出差，無電腦可用十分困擾，希望加速處理  大陸電話 18301764562,網管,8
電腦休眠 喚醒後，要求輸入密碼但無法正常登入，需重新關機才能登入,網管,8
NB上的鍵盤無法使用 #13881,網管,8
電腦無法開機,網管,8
"雲端系統上的outlook 顯示 傳送接收錯誤, 無法收發信",網管,8
請問公司使用outlook收發信件是否一定要透過雲端? 能否使用本機安裝的outlook收信並將信件儲存在本機硬碟，並且能夠存取完整的公司通訊錄? 在我嘗試時發現需要輸入密碼，這部分是否為公司限制? 能否提出相關申請解除? 因為雲端收信實在速度太慢又常當機，嚴重影響到工作效率。,網管,8
OUTLOOK分類資料夾消失,網管,8
詢問手機收信設定,網管,8
CCBU 今日給某個客人的信都被退回。,網管,8
outlook無法開啟,網管,8
"公司信會出現亂碼,謝謝.",網管,8
送信有問題,網管,8
無法開啟薪資單,網管,8
OUTLOOK 無法開起,網管,8
使用者反應無法收信，請協助處理,網管,8
分機:17063  問題:Outlook目前無法開啟，請協助處理,網管,8
雲端信收到本機之後，信不見了，13881,網管,8
outlook 寄送會議紀錄發生錯誤 #17213,網管,8
outlook載入設定檔案有問題  ext:11555,網管,8
"才清理信箱一周,就有發生超過5G大小問題,但是檢查MAIL數量與內容,不可能超過5G",網管,8
user昨天已申請安裝office，但outlook還沒設定無法登入，說是若還沒設定的話今天無法工作希望盡快,網管,8
雲端OUTLOOK當掉了  分機：17996,網管,8
郵件無法收發,網管,8
麻煩幫忙新增一個收件匣，因為我換了單位，想要把從現在收到的信收到另一個收件匣裡，以做新的信件分類。謝謝你,網管,8
分機15370,網管,8
座機通話過程中，一直不停斷線,網管,8
"有線網路突然不通, 目前以無線上網, 速度非常緩慢, 網孔 386",網管,8
北棟6樓 孔號B034 分機15492,網管,8
Team Member換部門後網路芳鄰無法連線 EXT:15492,網管,8
"User反應出現正在識別身份的訊息,檢視IP後發現為169.254.XXX.XXX,煩請協助處理.",網管,8
"確認帳號密碼無誤, 可是無法登入電腦, 多位同事皆有此問題",網管,8
