,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
4862,"網路,穩定,時會,斷線,有時,很慢",,2,其他,3,網路,[1.6233835e-22 2.9479211e-23 1.0000000e+00 1.6769735e-15 1.8600620e-14]
747,"開通,連到,網站,瀏覽,權限",,2,其他,3,網路,[4.2128123e-02 1.7044043e-05 9.5690948e-01 3.7132323e-04 5.7409797e-04]
3174,"請問,BPM,系統,記憶,我之前,寫入,資料",,2,其他,4,資訊系統,[8.4661228e-14 2.9630502e-16 1.0000000e+00 3.1730514e-11 2.3985108e-10]
7824,"OFFICE,軟體,無法,插入,外部,物件,已重,安裝,過也,失敗,PDF,物件",,0,Outlook與郵件,2,其他,[0.6709394  0.0018135  0.28243893 0.00966077 0.03514747]
4425,"outlook,新設,pst,檔案,發現,全部,硬碟,失去,權限,回事",,1,SAP,2,其他,[2.2087820e-04 9.9976355e-01 1.5623069e-05 8.5078833e-11 4.4905284e-11]
1247,"無線,有線網路,不通",,4,資訊系統,3,網路,[3.1093728e-05 4.8674661e-05 1.6079514e-03 1.0807631e-04 9.9820423e-01]
1165,"無法連上,BPM,mail,server,公司,內部,網站",,0,Outlook與郵件,3,網路,[9.5261610e-01 3.8187711e-05 4.3046463e-02 1.4705695e-03 2.8287047e-03]
3374,"系統,管理,進入,出差申請單,卡在,loading,畫面",,2,其他,4,資訊系統,[3.6688563e-03 5.5051030e-04 9.1141170e-01 7.0353791e-02 1.4015165e-02]
4094,"反映,電腦,當機,出現,藍屏",,0,Outlook與郵件,2,其他,[9.7693616e-01 1.6397800e-05 2.1310547e-02 2.2300125e-04 1.5138226e-03]
6546,"表示,電腦,無線,抓不到,ip,昨晚",,2,其他,3,網路,[4.0477243e-11 1.6639207e-13 9.9999762e-01 2.2067786e-06 6.3460277e-08]
2387,"重灌,電腦,借不到,pro,license,CREO",,3,網路,2,其他,[1.0214985e-08 1.0473571e-05 8.6544285e-05 9.9990296e-01 2.5476783e-08]
2409,"凌晨,收到,一封,信件,查看,是否,信箱,有異,情況,發生",,3,網路,0,Outlook與郵件,[1.4279914e-32 2.4778030e-21 3.4573658e-19 1.0000000e+00 1.5997886e-30]
4616,"無線網路,AP,QRI,症狀,AP,訊號,強度,良好,連上,很難,取得,IP,需等待,相當,時間,timeout,正常,連網,目前,暫時,解決,方式,接上,網路線,開啟,WLAN,等待數,分鐘,至十,幾分鐘,WLAN,登入,拔除,網路線,LAN,WLAN,入時,卡住,今早,測試,Staff,AP,相同,情形,問題",,0,Outlook與郵件,3,網路,[9.9997544e-01 5.7724073e-13 2.3694211e-05 4.1196668e-10 8.0641752e-07]
3148,"無法連線,主機,10.242,116.115",,1,SAP,3,網路,[1.4485655e-13 9.9999595e-01 2.6222749e-06 1.4238541e-06 7.5921097e-10]
2828,"法開,網頁,連線,正常",,0,Outlook與郵件,3,網路,"[9.99990225e-01 1.51905683e-13 9.79518882e-06 1.11674715e-11
 1.91513720e-08]"
7161,"office,出現,金鑰,訊息",,4,資訊系統,2,其他,[0.28402862 0.03093166 0.18859202 0.02655742 0.46989033]
5181,"郵件,看完,刪除,自動,消失,web",,1,SAP,0,Outlook與郵件,[2.1437907e-10 9.9990070e-01 9.0772963e-05 8.1040498e-06 3.6575065e-07]
9897,"ZMMI,建立,model,建立完,找不到,model",,2,其他,1,SAP,[1.0605358e-08 4.1234873e-09 9.9999011e-01 2.1845578e-06 7.7661207e-06]
542,"安裝,OCS,防毒軟體",,3,網路,2,其他,[0.00273447 0.02580476 0.05497448 0.9114159  0.0050704 ]
8456,"網孔,編號,PG08,D128",,1,SAP,3,網路,[1.6331786e-08 9.9935585e-01 5.8344711e-04 5.2752519e-05 7.9393531e-06]
9794,"部門,產品,利用,固定,IP,遠端,監控,測試,部門,伺服器,尚未,對外,連結,利用,伺服器,申請,固定,IP,遠端,測試",,0,Outlook與郵件,3,網路,[0.89602    0.00095811 0.08837656 0.0078856  0.00675968]
858,"Project,WS1,Project,leader,Andy,Chen,Driver,Bruce,Lin,Young,Kuo,上述,member,應收,type,Driver,notice,mail,收到,type,BIOS,notice,mail,notice,mail,comment,系統,自動,發給,參與人,通知,操作,status,上述人,收信,系統,自動,發出,通知",,2,其他,4,資訊系統,[2.951520e-07 8.769718e-09 9.992248e-01 7.688315e-04 6.082610e-06]
9675,"IE,無法開啟,myquanta,首頁,The,following,error,was,encountered,wle,trying,to,retrieve,the,URL,Connection,to,221.204,244.41,failed,系統,回應,下列,錯誤訊息,110,Connection,timed,out,The,remote,host,or,network,may,be,down,Please,try,the,request,again,Your,cache,administrator,is,root",,2,其他,3,網路,[2.8463485e-04 2.0351285e-06 9.9284488e-01 1.5296676e-03 5.3388434e-03]
4163,"打開,電腦,發現,電腦,內有,許多,檔案,改名,ex,README,_.,hta,adTfZ4tkYd.9239,etc,認得,亂碼,檔案,一個,outlook,pst,改名,字後可以,使用,目前,使用,公司,Trend,Micro,進行,掃瞄,看能,東西,上網,一下,下麵,問題,不知道",,0,Outlook與郵件,2,其他,[9.9487573e-01 2.1771096e-07 3.0519280e-03 6.7711499e-06 2.0654004e-03]
7165,"Network,can,be,used",,2,其他,3,網路,[4.1945001e-05 3.4499757e-05 9.9717146e-01 1.3997323e-03 1.3524551e-03]
2045,"密碼,出現,驗證,視窗",,0,Outlook與郵件,3,網路,[0.273432   0.18678315 0.22459035 0.2158803  0.09931429]
1866,"網路不通,網孔,A242",,2,其他,3,網路,[4.5694374e-15 8.3127745e-16 1.0000000e+00 1.3086347e-10 1.8607718e-10]
6392,"安裝,windows,時有,問題",,3,網路,2,其他,"[6.84914873e-25 1.18042105e-14 1.00068025e-13 1.00000000e+00
 5.35580463e-22]"
10097,"接上,座位,網路,Internet,有通,接到,同事,位子,上面,以通",,4,資訊系統,2,其他,[1.5355681e-06 1.7856231e-05 3.7629553e-04 9.6283065e-06 9.9959475e-01]
8411,"檔案,複製,出現,權限,驗證,資訊,導致,無法,下載,資料",,0,Outlook與郵件,2,其他,[9.0337700e-01 8.3963647e-02 1.2586008e-02 1.6119422e-05 5.7302270e-05]
1867,"網路無法連線,網孔,編號,D196",,1,SAP,3,網路,[0.00815497 0.729786   0.14073852 0.06480899 0.05651154]
2417,"Windows7,出現,天可以,啟用,訊息",,1,SAP,2,其他,[3.7668940e-08 9.9911445e-01 7.7799422e-04 8.4721301e-05 2.2908624e-05]
8138,"出現,錯誤,視窗,顯示,無法,升級,OfficeScan,用戶端,安裝,套件,OfficeScan,Server,建立,伺服器,並理,安裝,這部,電腦,用戶端,OfficeScan,管理員,報告,問題,執行,qrdcofc09,ofcscan,IpXfer,x64,捷徑,but,shows,needs,and,parameters",,0,Outlook與郵件,2,其他,[9.8853636e-01 1.4190754e-05 1.0952733e-02 9.5886258e-05 4.0086359e-04]
5632,"已經,申打,權限,出差,無法,撥打,短號",,0,Outlook與郵件,2,其他,[9.9999952e-01 1.5889116e-17 4.5655074e-07 7.5522847e-15 1.2608174e-10]
654,"Project,2010,無法安裝,顯示,系統,毀損",,3,網路,2,其他,[5.7020868e-17 3.0660982e-10 2.0359323e-09 1.0000000e+00 8.6030333e-15]
5222,"刪除,印表機,剩餘,job",,3,網路,2,其他,[0.00328152 0.03455709 0.09631437 0.8610147  0.0048323 ]
4953,"公司,是否,提供,無蝦米,輸入法,安裝",,3,網路,2,其他,[0.00277494 0.02215121 0.15656404 0.81538814 0.0031216 ]
6821,"接上,電源,不斷,跳到,登入畫面",,3,網路,2,其他,[4.2239467e-06 8.5175707e-05 2.2894156e-04 9.9967587e-01 5.8234796e-06]
1147,"QSMC,出差,QSMC,OCS,無法,撥打",,1,SAP,2,其他,[9.0783949e-15 9.9999905e-01 9.7898635e-07 2.0999058e-08 5.3133955e-09]
3940,"表單,查詢,物品,申請單,歷史,紀錄,點開,其內,顯示,MIS,造成,無法,查看,內容",,0,Outlook與郵件,4,資訊系統,[9.8982567e-01 2.4280904e-05 7.6246872e-03 1.2707957e-05 2.5125716e-03]
9689,"電腦,安裝,Java,無法連線",,2,其他,3,網路,[1.3870050e-06 1.1115771e-06 9.9970007e-01 1.5484660e-04 1.4261001e-04]
4328,"RMS,無法,login",,4,資訊系統,3,網路,[5.1603324e-06 8.3868254e-05 1.1628496e-03 1.5326547e-04 9.9859482e-01]
4308,"密碼,遺失,新人尚,此為,同事",,0,Outlook與郵件,2,其他,[0.72025734 0.0094619  0.17642371 0.02662312 0.06723388]
1017,"南棟,ES,網路不通,驗證",,2,其他,3,網路,[2.9019757e-22 2.9583527e-23 1.0000000e+00 1.0224420e-15 3.2503754e-14]
8362,"上傳,資料,公司,內部,FTP,出現,無法,Windows,檔案,總管,檢視,FTP",,3,網路,2,其他,[0.03304836 0.04246127 0.14901462 0.7570053  0.01847047]
2125,"office,出現,掃描,可疑,病毒",,0,Outlook與郵件,2,其他,[9.6809644e-01 6.9046328e-03 2.2381606e-02 1.6217802e-04 2.4551982e-03]
4006,"雲端,改為,本機,原本,雲端,預設,收信,pst,檔案,無法,本機,開啟,收到,郵件,不久,郵件,消失,找不到",,2,其他,0,Outlook與郵件,[0.0000000e+00 0.0000000e+00 1.0000000e+00 4.3439486e-31 1.1402527e-27]
8832,"無法,遠端,使用,OpenVPN,連回,辦公室,電腦,AN",,1,SAP,3,網路,[0.00287005 0.5951826  0.30802268 0.08609127 0.00783343]
8500,"寄信,供應商,收到,供應商,無法,回信,擋掉",,1,SAP,0,Outlook與郵件,[8.8906242e-13 9.9999106e-01 8.7510080e-06 1.4246001e-07 1.6975996e-08]
290,"帳號,本來,使用,但現,確不行",,4,資訊系統,1,SAP,[6.302483e-06 3.810852e-04 1.669960e-03 2.550023e-04 9.976877e-01]
7045,"return,delivery,問題",,2,其他,1,SAP,[0.0080495  0.01011818 0.9016669  0.05230684 0.02785864]
8702,"Android,收發,mail,lync,登入,詢問",,1,SAP,2,其他,[1.6800605e-04 9.8145044e-01 1.5955463e-02 1.6376001e-03 7.8850548e-04]
4785,"無法傳送,mail,田納西",,4,資訊系統,3,網路,[2.1799025e-05 1.5790755e-04 4.7451169e-03 5.3706486e-04 9.9453813e-01]
9890,"QSMC,返台,無法連線,無線網路",,1,SAP,3,網路,[6.0285057e-04 9.1491652e-01 4.4398226e-02 2.2331679e-02 1.7750774e-02]
8192,"下午,突然,無法連線,FTP02,出現,權限,不足,訊息",,0,Outlook與郵件,2,其他,[9.2807794e-01 4.4316374e-04 5.6632355e-02 1.1111717e-03 1.3735324e-02]
8158,"無線網路,慢到,BU9,北棟,3F,會議室,N327",,0,Outlook與郵件,3,網路,[9.6941280e-01 3.1312411e-05 2.7729623e-02 3.2393020e-04 2.5024069e-03]
7148,"can,not,logon,OLD,168,system,she,can,logon,to,New,168,but,OLD,168,doesn",,3,網路,1,SAP,[0.0000000e+00 3.1369085e-23 4.9541008e-23 1.0000000e+00 3.7226588e-37]
6616,"指定,收信,資料夾,問題",,3,網路,0,Outlook與郵件,[0.00328155 0.02798291 0.07313032 0.89147145 0.00413372]
2385,"cannot,save,SO,Credit,limit,error",,0,Outlook與郵件,1,SAP,[9.7986931e-01 3.9239981e-06 1.9682433e-02 2.8783687e-05 4.1551588e-04]
4397,"信箱,容量,容易,清理",,1,SAP,0,Outlook與郵件,[4.3910372e-04 8.5951400e-01 3.3372790e-02 1.0415126e-01 2.5228583e-03]
2864,"需幫,客人,申請,一年,無線網路",,4,資訊系統,3,網路,[4.3774385e-04 2.5522078e-03 2.3820186e-02 6.2443311e-03 9.6694547e-01]
5386,"VPN,連線,outlook,寄信,當掉",,1,SAP,0,Outlook與郵件,[0.1059739  0.7051892  0.1420458  0.02271863 0.02407244]
4728,"SAP,系統,KEY,領料,無法,列印,文件,列印",,1,SAP,2,其他,[1.4977504e-15 9.9999928e-01 7.1815219e-07 9.5472634e-09 6.8640753e-11]
6406,"MRO,收料,系統,錯誤",,1,SAP,4,資訊系統,[6.2437702e-24 1.0000000e+00 1.2846582e-10 1.0907021e-13 6.4141385e-16]
10114,"有線,無線網路,不通",,2,其他,3,網路,[0.0443185  0.02967649 0.6343537  0.1406032  0.15104811]
9276,"使用,軟體,連至,HP,Server,系統,連到,一半,停住,連外,權限,同事,正常,連線,使用,系統",,0,Outlook與郵件,3,網路,[9.7347516e-01 2.2084545e-07 2.6393717e-02 1.7599228e-05 1.1331798e-04]
7745,"辦法,進入,BPM,系統",,0,Outlook與郵件,4,資訊系統,[9.6964449e-01 2.3190511e-05 1.2087686e-02 1.7654411e-02 5.9015094e-04]
565,"BOM,save,跑出,新料號",,0,Outlook與郵件,1,SAP,"[9.99722183e-01 3.71422948e-10 2.72213307e-04 1.26425395e-08
 5.60785475e-06]"
1707,"Win7,作業系統,登入問題",,0,Outlook與郵件,2,其他,[1.0000000e+00 5.6897340e-21 1.8032175e-08 1.1407589e-17 2.2235824e-12]
4298,"密碼過期,想重,新設",,4,資訊系統,2,其他,[0.00373864 0.00847515 0.03937391 0.00878614 0.9396261 ]
4092,"薪資單,無法開啟,出現,訊息,內容,無法,透過,目前,認證,進行,存去,使用,Microsoft,帳戶,存取,內容,當選,YES,出現,訊息,Server,Error,in,Certification,Application",,0,Outlook與郵件,4,資訊系統,[9.9973863e-01 1.4189877e-10 2.5931789e-04 1.6979090e-08 2.0069915e-06]
1618,"華亞廠,訪客,無法連上,無線網路",,2,其他,3,網路,[4.2070809e-12 9.9843289e-13 9.9999988e-01 1.6712061e-08 1.2170551e-07]
7480,"無法寄信,件給,HP,這間,廠商",,3,網路,0,Outlook與郵件,[0.00367525 0.00219633 0.29155457 0.7015008  0.00107305]
4023,"休眠,登入,出現錯誤,訊息,工作站,信任,失敗",,4,資訊系統,2,其他,[0.02506897 0.03843299 0.04135837 0.00235858 0.89278114]
5805,"網路不通,應該,密碼過期",,2,其他,3,網路,[9.2376321e-15 1.8871125e-15 1.0000000e+00 8.4883038e-11 1.5994762e-09]
3766,"重灌,電腦,需要,新設,網域",,2,其他,3,網路,[0.089647   0.09009012 0.30656102 0.25233397 0.26136792]
5220,"wireless,card,can,work",,0,Outlook與郵件,3,網路,"[9.99986053e-01 1.13685076e-13 1.39706308e-05 1.90234870e-10
 3.46380524e-08]"
5902,"工作站,主要,網域,信任,關係,失敗",,1,SAP,2,其他,[1.3019839e-10 9.9997449e-01 2.5236575e-05 3.1112708e-07 4.0567727e-08]
1333,"網孔,網路不通,C674",,2,其他,3,網路,[2.1465883e-10 4.1082839e-11 9.9999940e-01 3.1001019e-07 1.8836057e-07]
8563,"Outlook,自動,收信,必需,手動,傳送,接收,收到",,3,網路,0,Outlook與郵件,[8.4712960e-13 2.2474762e-09 4.1530029e-08 1.0000000e+00 7.5164549e-13]
7862,"填寫,APP46,收單,出現,錯誤,Sys,Webforms,PageRequestManagerServerErrorException,305",,2,其他,4,資訊系統,[4.3832811e-13 2.4177708e-13 1.0000000e+00 1.4265741e-08 1.0744814e-08]
5414,"表示,使用,SAP,印表機,設定,似乎,有誤,無法,列印",,2,其他,1,SAP,[1.5206117e-06 1.6082190e-07 9.9966133e-01 2.7179619e-04 6.5148335e-05]
7547,"網路不通,網孔,編號,D211",,2,其他,3,網路,[1.6190729e-22 2.6092734e-23 1.0000000e+00 2.8216518e-16 1.2110120e-14]
8723,"課程,無法,撥放,電腦,顯示,系統,支援,亂碼",,2,其他,4,資訊系統,[6.1011466e-04 6.4307789e-04 6.8067014e-01 3.1741923e-01 6.5752928e-04]
9965,"無法開啟,Outlook",,0,Outlook與郵件,2,其他,"[9.05252635e-01 6.40020648e-04 7.75503367e-02 3.68088577e-03
 1.28760105e-02]"
5107,"早上,40,同事,A25,mai,客人,CC,我及,主管,收到,是否,卡在,server",,2,其他,0,Outlook與郵件,[1.0278752e-05 1.8006922e-07 9.9758244e-01 1.4985885e-04 2.2572943e-03]
7763,"桌上型,無法使用,在轉,圈圈,設定,畫面",,4,資訊系統,2,其他,[1.0747447e-06 3.7116915e-06 2.3202179e-04 7.5549788e-06 9.9975568e-01]
6900,"project,使用,MTK,平臺,MTK,部份,文件,使用,trustview,加密,原本,去年,正常,連上,trustview,server,發現,連不上,請問,是否,公司,檔掉",,2,其他,3,網路,[9.1438615e-08 1.4196884e-14 9.9999976e-01 8.1980744e-10 8.6073783e-08]
8745,"Supplier,web,can,link,www,speed,tech,com,tw",,2,其他,3,網路,[0.00125318 0.00444697 0.97119194 0.01126238 0.01184554]
6424,"can,use,office,2003",,4,資訊系統,2,其他,[0.00384845 0.0043759  0.0336493  0.00488039 0.95324594]
600,"國家,客人,Call,公司,號碼",,3,網路,2,其他,[2.0958809e-07 1.1211572e-04 7.0378592e-04 9.9918276e-01 1.0171576e-06]
9087,"office,scan,無法連線,主機",,0,Outlook與郵件,2,其他,[0.5721672  0.03611681 0.22897467 0.06102979 0.10171149]
7084,"透過,SSLVPN,連上,無法使用,OrCAD,簽核,文件,無法連上,Mail,server,全部,設定好,出現,憑證,問題",,2,其他,3,網路,[1.1003979e-09 9.7938789e-11 9.9999440e-01 4.9987598e-06 6.3999198e-07]
9163,"無法開啟,Ootlook",,1,SAP,0,Outlook與郵件,[0.01653535 0.5247093  0.14448875 0.28049874 0.03376785]
3669,"軟體,有異,移除,安裝,請求",,2,其他,1,SAP,[5.9553519e-15 1.1503696e-15 1.0000000e+00 1.6087674e-10 5.4290467e-10]
6480,"寄信,公司,內部,同仁,對方,收到,收到,退回",,2,其他,0,Outlook與郵件,[0.01350997 0.01032933 0.7264773  0.05057262 0.19911079]
6459,"OFFICE,2003,無法,升級",,4,資訊系統,2,其他,[4.1481759e-04 1.1817035e-03 1.4032536e-02 2.0724430e-03 9.8229849e-01]
2879,"電腦,跳出,顯示,執行,指令,診斷,原生,主機,停止,運作",,1,SAP,2,其他,[2.3126013e-19 1.0000000e+00 4.4231509e-08 1.7156649e-11 2.1906491e-13]
9355,"系統,操作,出現錯誤,訊息",,2,其他,4,資訊系統,[4.9238115e-13 3.6873753e-14 1.0000000e+00 2.3751485e-09 2.2732793e-09]
9796,"夾帶,郵件,自動,夾帶,附檔,寄給,日本客人,顯示,信件,容量,寄給,正常",,2,其他,0,Outlook與郵件,[7.2438300e-09 4.7909985e-11 9.9999106e-01 3.4332425e-07 8.5404754e-06]
4923,"無法登入,168,出現錯誤,訊息,登入",,3,網路,1,SAP,[2.8373688e-05 3.0675281e-03 8.2400031e-03 9.8858309e-01 8.1102451e-05]
5522,"網路,孔不通,編號,PK23D239,PK24D240",,1,SAP,3,網路,[3.7088953e-22 1.0000000e+00 7.0588718e-10 1.0883191e-12 5.5801511e-14]
6810,"離職,人員,仍列,project,management,人員,設定,清單,請將,離職,人員,移除,Eric,Wu,清正,系統,標示為,離職",,2,其他,4,資訊系統,[1.9094436e-16 2.8640068e-18 1.0000000e+00 1.4534438e-11 3.5787586e-09]
3324,"北棟,七樓,NB4,無線網路不通",,2,其他,3,網路,[3.8615535e-13 8.8121940e-14 1.0000000e+00 3.7239831e-09 2.4343136e-09]
3582,"forgot,password",,3,網路,2,其他,[0.02968771 0.1180281  0.31999156 0.483976   0.04831656]
8713,"LCBU,QITS,申請,開通,Analysis,功能,目前,LCBU,QITS,系統,缺少,Analysis,button,功能,enable,it",,2,其他,4,資訊系統,[0.04781538 0.00128794 0.7852183  0.1463256  0.01935282]
5888,"外部,郵件傳送,問題,詢問",,4,資訊系統,0,Outlook與郵件,[0.0894842  0.05043236 0.23861709 0.03926321 0.5822031 ]
3305,"訪客,帳號,登入,We,Mail,無法,點選,信件,內容,超連結",,0,Outlook與郵件,3,網路,[9.9997842e-01 8.1807960e-14 2.1521120e-05 5.6331873e-11 2.8113528e-08]
3103,"無法連結,BPM,表單,ALL",,0,Outlook與郵件,4,資訊系統,[9.9999988e-01 9.2109010e-20 6.6867180e-08 2.1054979e-16 1.6029377e-11]
4401,"E0,0992,轉入,218",,2,其他,1,SAP,[8.6272968e-07 3.3423294e-07 9.9980825e-01 4.1380288e-05 1.4922833e-04]
1497,"乙太網路,區域,連線,連線,特定,DNS,尾碼,quanta,corp,IPv4,位址,10.242,232.126,網路,遮罩,255.255,252.0,預設,閘道,10.242,232.1,IP,10.241,117.33,Dailybuild,UY1,L27,IS,M1,0002,原本,連結,這幾天,無法進入",,2,其他,3,網路,[8.4290513e-10 4.5019739e-13 9.9999833e-01 1.5732568e-06 7.7221152e-08]
1908,"SSLVPN,無法安裝,完全,無法連線,登入",,2,其他,3,網路,[2.0121472e-06 1.2337463e-06 9.9959964e-01 9.4496500e-05 3.0267675e-04]
7815,"Please,help,me,cancel,application,form,due,to,wrong,entered,information",,3,網路,4,資訊系統,[3.8722479e-05 9.9714519e-04 1.9938692e-03 9.9696416e-01 6.0652324e-06]
7110,"表示,帳號,權限,查詢,BOM,cost",,2,其他,1,SAP,[6.7746326e-15 1.0459655e-16 1.0000000e+00 1.5198211e-11 2.2749655e-10]
9442,"外部,網路,使用,openvpn,無法登入,公司網域,公司,設定,openvpn,之前,正常,使用,個月",,2,其他,3,網路,[1.3407432e-03 2.4182902e-04 9.3308651e-01 8.2237003e-03 5.7107203e-02]
1569,"修改,合約審核申請單,APP71,合約,Tosba,CMOS,Image,Sensor,修改為,NDA,Tosba,CMOS,Image,Sensor",,2,其他,4,資訊系統,[2.2303218e-17 7.9240142e-20 1.0000000e+00 9.4389071e-12 6.6091559e-12]
5085,"發現,安全,威脅,違規,惡意,偵測,封鎖,下列,.....,執行,程式,跳出,話框",,3,網路,2,其他,[1.3461901e-10 6.1989335e-06 9.4535921e-05 9.9989927e-01 1.5462469e-09]
7101,"預報,加班申請單,2018,05,04,07,54,04,送件,2018,08,06,04,系統,通知,主管,簽核,系統,自動,失效,主管,表示,未收到,通知,單重,無法,刪除",,2,其他,4,資訊系統,[5.5623204e-14 4.3382026e-16 1.0000000e+00 4.6679642e-09 1.1061511e-09]
978,"報修,座位,網路,孔有,問題,無法使用,北棟,六樓",,2,其他,3,網路,[4.6684200e-04 6.9488669e-05 9.2432570e-01 6.3128043e-03 6.8825208e-02]
5311,"跳出,無法使用",,1,SAP,2,其他,[4.9477076e-09 9.9966300e-01 2.8817361e-04 2.9759822e-05 1.9124351e-05]
517,"今日,發生,寄信,客戶端,mail,無法,傳遞,訊息,客戶端,收到,mail,無法,判別,是否,正常,寄信,客戶端,傳遞至,下列,收件,群組,失敗,將此,郵件傳送,電子郵件地址,發生,問題,嘗試,傳送,郵件,問題,持續,發生,支援,人員,系統管理員,診斷,資訊,產生,伺服器,mx01,quantatw,com,5.0,smtp,5.1,Bad,destination,host,Multiple,DNS,queries,were,attempted,and,failed,DNS,Hard,Error,looking,up,smtp,hp,com,NXDomain,delivery,attempts,SMTP",,2,其他,0,Outlook與郵件,[8.7156264e-09 2.1593269e-09 9.5575774e-01 1.1770103e-05 4.4230510e-02]
8124,"系統,異常,緩慢,開啟,程式,會整,停住",,3,網路,2,其他,[4.1835267e-33 8.4195102e-20 1.3742233e-18 1.0000000e+00 6.8330068e-29]
8386,"Lync,選項,時會,消失,出現,一片,空白,虛擬,鍵盤,搜尋,無法,試著,重開,過也,版本,4.0,7577.0,公司,系統,內建,重安,裝過,操作手,指示,版本",,3,網路,2,其他,[1.4341072e-03 2.0601493e-04 1.1620169e-03 9.9718612e-01 1.1757808e-05]
4169,"申請,電腦,尋不到,印表機",,0,Outlook與郵件,2,其他,[9.5684439e-01 7.8644240e-05 3.8018148e-02 1.4369333e-03 3.6218981e-03]
9853,"sir,Sorry,forgot,for,my,PLM,Password,and,is,there,any,method,to,log,in,system,or,can,modify,my,password,again",,3,網路,2,其他,[1.4984290e-04 2.8085085e-03 5.7708666e-02 9.3686533e-01 2.4676628e-03]
1066,"達豐,ECN,認証,出現錯誤,ECN,相關同仁",,4,資訊系統,1,SAP,[1.1510475e-08 3.9527035e-06 2.0525955e-05 3.3015294e-07 9.9997520e-01]
7625,"ftp,QU,model,DY1,3d,0719,帳號,QU,model,密碼,無法,連接",,0,Outlook與郵件,2,其他,[9.2994076e-01 2.8788663e-05 1.5078112e-02 5.4562949e-02 3.8932121e-04]
1329,"guest,無法進入,網頁",,0,Outlook與郵件,3,網路,[9.9999940e-01 5.2834315e-17 6.4560982e-07 2.1737315e-14 5.6331684e-10]
1239,"Sever,共用,excel,變成,唯讀,無法,存檔,同事,唯讀,問題",,1,SAP,2,其他,[3.8054441e-24 1.0000000e+00 7.6138311e-11 2.9200824e-14 5.2598264e-17]
9827,"同仁,目前,系統,WinXP,英文版,安裝,中文時,需要,Windows,XP,Source,files,提供,原始,檔案",,3,網路,2,其他,[1.1573734e-06 2.2657120e-03 3.3634659e-04 9.9478841e-01 2.6083395e-03]
2183,"南棟,3FC,會議室,網路,很慢",,2,其他,3,網路,[0.01331197 0.01438782 0.56548136 0.04582002 0.36099887]
914,"credit,cost,center,錯誤,倉庫,無法,扣帳",,2,其他,1,SAP,[5.9552612e-15 5.3400942e-15 1.0000000e+00 6.4563042e-11 1.7040265e-10]
1097,"密碼過期,無法使用,WEBMAIL,密碼,出現",,3,網路,2,其他,[8.8733031e-12 5.5887307e-07 2.0624275e-06 9.9999738e-01 2.1721400e-10]
7142,"android,lync,OCS,2013,無法使用",,3,網路,2,其他,[2.6907128e-09 1.1377838e-04 6.5727654e-05 9.9982053e-01 1.1416476e-08]
1153,"無法連線,FTP,同事",,3,網路,2,其他,[0.02095234 0.33104214 0.1752619  0.44546536 0.02727825]
3120,"BPM,系統,英文版,變回,方式",,3,網路,4,資訊系統,[2.3813224e-24 8.4835279e-15 2.3618038e-13 1.0000000e+00 1.9692769e-21]
10072,"BU9,ESDEE,部門,BPM,簽核流程,修改,簽核,主管,加入,Jimmy,Cn,副總",,2,其他,4,資訊系統,[4.7890155e-04 3.1720863e-03 9.8447651e-01 7.7146236e-03 4.1578715e-03]
759,"開機,控制台,區域網路,quanta,corp2,出現,無法,驗證,停用,開啟,連上,網路",,2,其他,3,網路,[1.3882001e-07 4.4495323e-09 9.9955577e-01 2.6060845e-05 4.1801669e-04]
5746,"帳號,登入,電腦,進入,BPM,變成,帳號",,1,SAP,4,資訊系統,[7.4164537e-21 1.0000000e+00 1.5619892e-09 9.0591949e-13 9.0709944e-15]
1004,"VPN,連上,無法,瀏覽,公司,內部,網站,myquanta",,1,SAP,3,網路,[1.8754090e-05 7.7268064e-01 2.2595586e-01 1.0552828e-03 2.8937013e-04]
3930,"BPM,系統,中看,不到,Vendor,code,申請,進度",,3,網路,1,SAP,[5.7644147e-04 1.5241942e-02 1.9969454e-02 9.5922720e-01 4.9850452e-03]
3483,"移除,AN,之前,已經,做過,資產,減損",,3,網路,2,其他,[0.13641052 0.10174453 0.26995686 0.3699349  0.12195325]
1740,"薪資單,郵件,無法,打開",,2,其他,0,Outlook與郵件,[4.5617480e-06 6.3448857e-07 9.9952734e-01 5.7221481e-05 4.1022646e-04]
8630,"ZP25.26,27.28,無法,執行",,2,其他,1,SAP,[6.1997404e-14 4.5494627e-15 9.9999058e-01 9.3070734e-10 9.4597272e-06]
8182,"IP,Phone,重新,網路線,無法,完成,IP,設定,無法進入,初始,頁面,留在,TFTP,P0,loads",,3,網路,2,其他,[1.6689735e-19 4.1449465e-12 2.2602460e-11 1.0000000e+00 3.0812594e-17]
9876,"反映,網路,訊息,顯示,驚嘆號,網頁,瀏覽,看似,正常",,0,Outlook與郵件,3,網路,[9.9999988e-01 1.9038256e-19 6.2685920e-08 3.0920345e-16 1.1287028e-11]
3795,"WIFI,Staff,連線,正常,接上,實體,網路線,網路不通,乙太網路,狀態,裡面,顯示,驗證,失敗",,2,其他,3,網路,[2.7341869e-08 9.9779551e-12 9.9981481e-01 2.4174778e-07 1.8496043e-04]
5560,"Dr,Eye,does,not,work",,3,網路,2,其他,[2.9326505e-19 1.2400538e-11 2.3230765e-10 1.0000000e+00 4.3813414e-17]
