,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
4222,"218,今天,進不去",4,SAP-168(QCI),5,"[0.06924295 0.00755809 0.01038543 0.02156744 0.63883674 0.21870603
 0.03370326]"
4654,"SAP298,LOCK,住,相關,人員",0,BPM平台系統,5,"[0.42289054 0.0505514  0.04753743 0.15953913 0.01521814 0.01633586
 0.2879275 ]"
1643,"無法,進舊,268,download,資料",0,BPM平台系統,4,"[0.45119473 0.04191209 0.04125563 0.14485723 0.03034372 0.02622855
 0.264208  ]"
1874,"Outlook,無法,server,連線,出現,需要,密碼,密碼,輸入,後,無法,認證,成功,web,mail,登入,後則,顯示,Outlook,Web,App,目前,已,使用,QUANTA,516,停用",4,SAP-168(QCI),0,"[0.03775403 0.00813908 0.01124469 0.01679395 0.6600154  0.24397518
 0.02207764]"
3662,"PChost,AN0097,quanta,corp,Cannot,get,license,but,there,are,some,free,license,when,use,PTC,status,to,check",0,BPM平台系統,2,"[0.44680718 0.03799186 0.0388701  0.13254362 0.06364932 0.04591385
 0.23422405]"
3386,"218,相同,料號,過去,下載,BOM,現在,不行",0,BPM平台系統,5,"[0.40947416 0.05414669 0.05020483 0.16477723 0.01272817 0.01461165
 0.29405725]"
2512,"料号,3LZL1LBTN23,298,系统,未,增加,一个,MANUF,ECN,号,E0,0092",0,BPM平台系統,5,"[0.39159086 0.0589954  0.05357945 0.1711199  0.00945569 0.01198791
 0.30327076]"
1200,"user,反應,說,COST,BOM,無法,進入,聯絡,3591",0,BPM平台系統,4,"[0.43564293 0.04660497 0.04494056 0.15274996 0.02352482 0.02235515
 0.27418154]"
624,"麻,提供,Pro,E,License",4,SAP-168(QCI),2,"[0.01539502 0.0021257  0.00329256 0.00540596 0.77074283 0.19537221
 0.00766571]"
4031,"輸入,帳號,密碼,之後,停留,遠端,連結,視窗,無法,登入",0,BPM平台系統,4,"[0.43240225 0.0479234  0.04605671 0.15429457 0.02279977 0.02198664
 0.27453673]"
4513,"USER,欲,詢問,SAP168,問題,Charles",0,BPM平台系統,4,"[0.42527738 0.04973387 0.04708795 0.15821062 0.01731899 0.01797395
 0.2843973 ]"
1488,"User,反應,Download,Cost,BOM,當掉,重開,後,畫面,接續,當掉,前,狀態,無,回應",0,BPM平台系統,4,"[0.39185786 0.0599513  0.05468629 0.17085311 0.01128285 0.01381226
 0.29755634]"
4320,"SAP,系統,無法,登入",4,SAP-168(QCI),5,"[2.7958432e-03 4.1926731e-04 7.4139610e-04 1.0550807e-03 8.4946585e-01
 1.4414370e-01 1.3788617e-03]"
2305,"專案,顯示,表單,物件,空白,昨天,正常",0,BPM平台系統,1,"[0.4239912  0.05008207 0.04749857 0.15847473 0.01764263 0.01831823
 0.2839926 ]"
3542,"無法,列印出來",4,SAP-168(QCI),0,"[0.23479366 0.01887318 0.02300629 0.06297007 0.3813954  0.17044775
 0.10851364]"
4834,"user,反應,權限",4,SAP-168(QCI),5,"[0.05084835 0.00576094 0.00812728 0.01610003 0.6783409  0.21608062
 0.0247419 ]"
2770,"二樓,警衛,刷,資產,攜出,電腦,無法,連接,server",4,SAP-168(QCI),6,"[0.03488357 0.00481211 0.00691406 0.01227167 0.7039029  0.21946493
 0.01775076]"
17,"電腦,名稱,Q,開頭,無法,取得,License,電腦,名稱,須,改為,AP,開頭",0,BPM平台系統,3,"[0.42555633 0.04976272 0.04750861 0.15694672 0.02069171 0.02064979
 0.27888408]"
776,"VA01,新增,SO,時,出現,错誤",4,SAP-168(QCI),5,"[0.02394237 0.00317793 0.0047559  0.0082675  0.7403376  0.20750876
 0.01200982]"
1971,"開,PROE,出現,藍屏",4,SAP-168(QCI),3,"[0.16110061 0.01491995 0.01893433 0.04632332 0.48349604 0.19870956
 0.07651625]"
1817,"相關,操作,問題,資訊,今天,下午,13,00,17,00,會議室,預約,事項,",0,BPM平台系統,6,"[0.38036174 0.06301887 0.05661098 0.17490298 0.00852559 0.01134348
 0.30523637]"
1392,"sap,268,excel,檔,匯出",4,SAP-168(QCI),5,"[3.5945433e-03 5.4159359e-04 9.3799317e-04 1.3507796e-03 8.3922189e-01
 1.5257236e-01 1.7808836e-03]"
3102,"user,之前,已經,填申,單申,帳號,權限,幫其,查詢,是否,已經,設定好,3591",0,BPM平台系統,4,"[0.42357937 0.0502044  0.04766557 0.1585663  0.01823146 0.01877935
 0.28297356]"
2952,"user,登入,268,修改,採購,資料,同步,298,無法,登入,268",4,SAP-168(QCI),5,"[0.00903775 0.00154809 0.00245366 0.00359416 0.78926885 0.18935032
 0.00474723]"
5358,"您好,詢問,加班,系統,問題,21,應該,月份,週期,加班,系統,show,訊息,下個,月,詢問,判斷,顯示,條件,邏輯,月份,計算,區間,內容,上個,月,系統,show,826,925,八月,份,出勤,系統,myehr,作業,關閉,儘速,2016,26,2016,25,止,申報,簽核,截止,時間,29,星期一,下午,00,顯示,週期,卻,下個,月",0,BPM平台系統,6,"[0.31596628 0.09111022 0.07852656 0.19551025 0.00862475 0.01314101
 0.2971209 ]"
3322,"user,反,應該,部門,人,皆,無法,logon,268,SAP,儘速",4,SAP-168(QCI),5,"[1.0092476e-03 1.6898137e-04 3.1610188e-04 4.1919708e-04 8.7978965e-01
 1.1779420e-01 5.0257443e-04]"
2144,"user,反應,登入,SAP168,速度,很慢",0,BPM平台系統,4,"[0.413386   0.02835729 0.03083615 0.10545918 0.1487929  0.08463359
 0.18853492]"
3928,"無法,登入,出現,無法,找到,輸入,點",4,SAP-168(QCI),5,"[0.07676161 0.00954833 0.0128119  0.02578551 0.6107305  0.22524005
 0.03912207]"
5240,"線上,課程,影片,無法,播放",4,SAP-168(QCI),6,"[0.1624641  0.01586337 0.02000044 0.04808233 0.47485816 0.20043924
 0.07829235]"
4153,"填單,時,key,入,project,ID,PD2,顯示,無此,ID",0,BPM平台系統,4,"[0.37499428 0.0635661  0.05667238 0.17663984 0.00754442 0.01039369
 0.31018928]"
1210,,4,SAP-168(QCI),2,"[0.09535533 0.00910655 0.01223846 0.02765816 0.5982892  0.21236074
 0.04499162]"
2897,"sap,無法,進入",4,SAP-168(QCI),5,"[1.5235036e-03 2.2933443e-04 4.2291524e-04 5.8746740e-04 8.7067294e-01
 1.2582126e-01 7.4255868e-04]"
1694,"無法,打開,報單,資料",4,SAP-168(QCI),1,"[0.03046132 0.00374079 0.00550051 0.01006647 0.72624516 0.208973
 0.01501272]"
3105,"Project,ID,1326,TI7,Ramp,stage,測試,報告,無法,export,會秀,Data,Error,stage,project,無此,問題",0,BPM平台系統,3,"[0.42170584 0.05077716 0.04829152 0.15894152 0.01955255 0.0199276
 0.28080377]"
3879,"會議室,無法,選擇,多日,預約,MIS,同仁",0,BPM平台系統,6,"[0.41852638 0.05167978 0.04845868 0.16118555 0.01493964 0.01621758
 0.28899232]"
3207,"電腦,重新,安裝,執行,步驟,儲存,檔案,無法,打開",0,BPM平台系統,4,"[0.37063    0.06504701 0.05761033 0.17805278 0.00689402 0.00977452
 0.31199133]"
2642,"申單,送",4,SAP-168(QCI),6,"[0.05741318 0.00609297 0.00854596 0.01754182 0.6681028  0.21472912
 0.02757413]"
2476,"user,之前,sworm,建一支,ZIDR,現在,修改",4,SAP-168(QCI),5,"[0.18715224 0.01764179 0.02194158 0.05476383 0.43675843 0.19136299
 0.0903791 ]"
1292,"USER,帳號,無法,登入,CLIENT,238,288,278,382",4,SAP-168(QCI),5,"[0.02058881 0.0029588  0.00444139 0.00743018 0.7475054  0.20656303
 0.01051242]"
485,"四年,更換,新,NB,報廢,舊,NB,時,系統,查詢,不到,資產,無法,報廢,NB",4,SAP-168(QCI),6,"[0.25399342 0.02761282 0.03210146 0.0803507  0.3130429  0.1642076
 0.12869109]"
1426,"user,反應,操作,ZN26,Run,價錢,時,出現,runtime,error,訊息,相關,同仁",4,SAP-168(QCI),5,"[0.01335251 0.00220256 0.00338606 0.00514327 0.76936007 0.19959135
 0.00696417]"
1720,"PDM,系統,鎖住,無法,操作,需,立即",4,SAP-168(QCI),3,"[0.00663593 0.0009943  0.0016419  0.00245741 0.8128515  0.17209661
 0.00332225]"
1039,"385,申,SAP268,訂單,時,一顆,料號,無法,正常,申,出現,QCI,驗證,訊息",0,BPM平台系統,5,"[0.3899934  0.06016031 0.05486611 0.17152405 0.01105283 0.01363505
 0.29876822]"
4220,"新料號,已,下來,須要,登入,麻煩,應商,連絡",0,BPM平台系統,4,"[0.4280343  0.02911137 0.03140486 0.1091365  0.13041422 0.07600955
 0.19588916]"
5447,"SAP218,列印,Credit,Memo,SAP,當住,畫面,全,螢幕,停留,列印,畫面",4,SAP-168(QCI),5,"[0.00767391 0.00124325 0.00201157 0.0029155  0.80186707 0.18041022
 0.00387851]"
4584,"舊,268,無法,登入",0,BPM平台系統,5,"[0.42952982 0.0483486  0.04594344 0.15653285 0.017837   0.01822345
 0.2835848 ]"
3889,"出現,limits,of,authority,錯誤,訊息",4,SAP-168(QCI),0,"[0.01113372 0.00156564 0.00249123 0.00395491 0.7896684  0.18565586
 0.0055302 ]"
1650,"諮詢,使用,方式",4,SAP-168(QCI),3,"[0.02054164 0.00254289 0.00387633 0.00680812 0.7572994  0.19890085
 0.01003076]"
712,"無故,收到,來自,Quanta,WebNotice,camp,com,信件,內容,CAF,QRDC,逾期,通知,天,詢問,同仁,收過,類似,信件,確認,系統,誤發",0,BPM平台系統,1,"[0.4112722  0.05452419 0.05100937 0.1636033  0.01605759 0.01748102
 0.2860523 ]"
1022,"資產,移轉,流程,簽核,中午,11,24,完成,系統,更新,導致,外帶,證,無法,申,確認",0,BPM平台系統,6,"[0.37874058 0.06389105 0.05751498 0.17565909 0.00944862 0.0123566
 0.3023891 ]"
3303,"Delete,build,request,顯示,delete,without,error,display,build,request,原先,顯示,刪除,成功,build,request,無法,上傳,新,build,request,耽誤,工廠,rework,進度",0,BPM平台系統,5,"[0.43055975 0.04268343 0.04333184 0.13871674 0.06044909 0.04596905
 0.23829004]"
5033,"ZX07,進行,CTO,Upload",0,BPM平台系統,5,"[0.44308195 0.04459485 0.04311762 0.15039699 0.02237778 0.02109897
 0.27533185]"
5250,"MRO,款單,異常",4,SAP-168(QCI),0,"[0.2282969  0.01939245 0.02358899 0.06310644 0.38448644 0.17407714
 0.10705166]"
4607,"Import,Device,excel,時,勾選,update,borrower,borrower,欄位,null,紀錄,清掉,是否,import,時,動到,原先,資料",4,SAP-168(QCI),3,"[0.14478537 0.01606589 0.02029253 0.0458686  0.49061534 0.20985515
 0.07251712]"
2329,"Free,sample,出貨,不用,透過,QCI,應該,直接,出給,客人,user,反應,現在,流程,有錯,382",0,BPM平台系統,5,"[0.44454804 0.03938716 0.04006846 0.13566065 0.05837131 0.04337422
 0.23859018]"
3917,"今天,不到,九點,Orcad,取不到,license,今早,所有,工作,停滯,嚴重,影,嚮,進度,儘快",4,SAP-168(QCI),3,"[0.0221549  0.00318505 0.00474983 0.00791407 0.74186116 0.20891492
 0.01122003]"
4037,"MyQuanta,Intra,System,沖銷,平台,問該,系統,發生,問題,找,一位,負責人,invoice,num,無法,沖銷",0,BPM平台系統,3,"[0.42765403 0.04910428 0.04733247 0.15498422 0.02540179 0.02412415
 0.27139902]"
1756,"達丰,user,反應,做,Delivery,時,連線到,SAP218,顯示,錯務,相關,同仁",0,BPM平台系統,5,"[0.4126296  0.03102878 0.03333849 0.11083399 0.13653226 0.08119472
 0.1944422 ]"
4773,"使用,問題",4,SAP-168(QCI),6,"[0.01076328 0.00139565 0.00224329 0.00366882 0.79580534 0.18087502
 0.00524863]"
4017,"申,測試,治具,電腦,特殊,規格,需求",4,SAP-168(QCI),0,"[5.3795003e-03 7.7589235e-04 1.3063675e-03 1.9548037e-03 8.2460898e-01
 1.6332293e-01 2.6515543e-03]"
2600,"SAP298,出貨,SAP168,欲,做假,收假,動作,無法,run,ZMAW,相關,人員",0,BPM平台系統,5,"[0.37299493 0.06504276 0.0578707  0.17744249 0.0077544  0.01067687
 0.3082178 ]"
4348,"SIBU,開發,電子,看板,系統,員工,服務處,電信,業務,系統,整合,想問,系統,細節",0,BPM平台系統,6,"[0.38471118 0.06092849 0.05491089 0.17348891 0.00846773 0.01114249
 0.30635026]"
2451,"是否,MIS,暫借,Lenovo,thinkPad,充電器,使用",4,SAP-168(QCI),0,"[0.03841278 0.00447419 0.00646684 0.01235971 0.7071966  0.21228912
 0.01880084]"
4384,"CSAP26,無法,login",0,BPM平台系統,4,"[0.4414464  0.04512324 0.04349173 0.15126677 0.02172701 0.02069776
 0.27624705]"
308,"之前,新增,一個,TYPE,LOGO,現在,看不到,選項,選擇,code,ZKD5",0,BPM平台系統,4,"[0.3791143  0.02985929 0.03282412 0.10334871 0.17515087 0.10021267
 0.17949004]"
5200,"零用金,申,系統,出現,錯誤,訊息",0,BPM平台系統,6,"[0.4601589  0.03649305 0.03723415 0.13245434 0.05336565 0.03910476
 0.24118918]"
3941,"SAP,268,ZP6K,問題",4,SAP-168(QCI),5,"[3.0510037e-03 4.5693025e-04 8.0302818e-04 1.1482604e-03 8.4588289e-01
 1.4715408e-01 1.5037400e-03]"
838,"重慶,同仁,權限,登入,BMS,助理,詢問,申",0,BPM平台系統,3,"[0.38365236 0.02850168 0.03136931 0.10083455 0.17856877 0.09963101
 0.1774423 ]"
3274,"NB3,PMS,新增,cost,center,3R,527,3R527",0,BPM平台系統,3,"[0.43073693 0.04791387 0.04561798 0.15603143 0.01765384 0.01801766
 0.2840283 ]"
2276,"問題,頁面,Platform,QIC1822B,UVC15,EVB,submit,之後,stage,無,異動",0,BPM平台系統,3,"[0.45525753 0.03738744 0.03815977 0.13324702 0.05575204 0.04092309
 0.23927316]"
5365,"PO,權限,只,刪除,ITEM,減少,ITEM,吳,先生,目前,人,大陸",4,SAP-168(QCI),5,"[3.0636948e-03 5.0746516e-04 8.8329846e-04 1.2147189e-03 8.4160030e-01
 1.5118869e-01 1.5417835e-03]"
2399,"HR,薪資,Quanta,公告,無法,OUTLOOK,開啟",0,BPM平台系統,6,"[0.45374367 0.0406419  0.04041097 0.14160997 0.03663517 0.03011855
 0.25683975]"
1253,"Contact,info,382,",4,SAP-168(QCI),2,"[0.06831383 0.0075406  0.01035879 0.02142728 0.6396498  0.2193874
 0.03332225]"
3592,"WBU,使用,反映,無法,登入,SAP,登入,群組,wbu,sales01,wbu,sales02",4,SAP-168(QCI),5,"[3.4335123e-03 5.4425641e-04 9.4259327e-04 1.3266378e-03 8.3862978e-01
 1.5340026e-01 1.7230430e-03]"
2753,"會議室,預約,系統,按下,預約,按鈕,後,無,反應",0,BPM平台系統,6,"[0.36660153 0.06671158 0.05890616 0.1792105  0.00671396 0.00964211
 0.31221417]"
2346,"無法,進入,cs726",4,SAP-168(QCI),5,"[0.10396562 0.01037184 0.0137829  0.03100703 0.5775601  0.21332483
 0.04998772]"
2314,"選擇,Step2,職能,評鑑,時,畫面,顯示,空白,選項,出現",4,SAP-168(QCI),6,"[0.01116315 0.00163228 0.00258617 0.00405066 0.7868174  0.18812424
 0.00562604]"
4612,"公司,使用,攜出,時,需要,借用,License,出現,缺少,檔案,無法,使用,詢問",4,SAP-168(QCI),2,"[0.07930923 0.01042843 0.01395988 0.02730412 0.5993001  0.22867122
 0.04102702]"
2348,"User,無法,透過,Thin,Client,列印",0,BPM平台系統,4,"[0.4596717  0.03601045 0.03691325 0.13107719 0.05724108 0.04119099
 0.23789534]"
4959,"sap,csap26,無法,登入",4,SAP-168(QCI),5,"[2.2455566e-03 3.3751066e-04 6.0579105e-04 8.5432030e-04 8.5739136e-01
 1.3746312e-01 1.1023730e-03]"
438,"申報,加班,主管,收不到,通知,MIS,您好,昨天,早上,送出,加班,申,到,下午,收到,助理,mail,說,主管,未,簽核,今天,早上,主管,確認,後,發現,系統,發,通知,信,造成,漏簽,去年,2018,上半年,轉至,現在,部門,通知,設定,有誤,主管,說,先前,加班,簽核,收到,看看,系統,漏掉,加班,簽核,通知,感謝,前,部門,BU5,事業部,開發,二組,系統,產品,工程處,影像部,影像,二課,前,主管,Adrian,Wu,吳岳勳,現在,部門,BU5,事業部,開發,二組,系統,產品,工程處,軟體,一部,主管,H,H,Wei,魏宏訓",0,BPM平台系統,6,"[0.2881574  0.10904244 0.09547952 0.19825898 0.01493098 0.0215378
 0.27259287]"
2575,"Assign,Owner,頁面,新增,QCMC,Mail,cc,選項",4,SAP-168(QCI),3,"[0.12720382 0.01355283 0.01752531 0.03948143 0.5271011  0.21247327
 0.06266232]"
4314,"user,目前,VA01,裡做,出貨,動作,進行,簽核,負責,簽核,人,假,單號,0088",0,BPM平台系統,4,"[0.40859053 0.05488245 0.05103102 0.16476701 0.01389908 0.01571155
 0.29111832]"
3938,"無線,網卡,似乎,損壞,突然,無法,使用",4,SAP-168(QCI),0,"[0.05233054 0.00641853 0.00898559 0.01734669 0.6673447  0.22123705
 0.0263369 ]"
93,"店,鬧,無,發連網,6800,是測,有線,網路",4,SAP-168(QCI),6,"[0.153744   0.01404356 0.01795163 0.04377403 0.4973324  0.20063308
 0.07252126]"
3895,"更換,英文,名字,只,需上,系統,修改,好,說,部分,outlook,需要,更改,相關,資訊",0,BPM平台系統,6,"[0.36408123 0.06817608 0.06024559 0.18030795 0.00749086 0.0106321
 0.30906618]"
642,"208,帳號,無法,登入",4,SAP-168(QCI),5,"[0.13865212 0.01386994 0.01780942 0.04149194 0.51337546 0.20763674
 0.06716442]"
1163,"user,ZMPK,建價,相關,問題,解決",0,BPM平台系統,4,"[0.43983808 0.04576474 0.04403364 0.15201636 0.02109737 0.02032574
 0.27692404]"
889,"IP,phone,連不上,麥克風,講話,聲音",0,BPM平台系統,4,"[0.41605037 0.05195222 0.04836878 0.16225086 0.01291837 0.01453677
 0.29392266]"
2373,"系統,無法,登入",0,BPM平台系統,1,"[0.44485918 0.04399815 0.04276229 0.14906554 0.02457784 0.02260038
 0.27213657]"
2876,"突然,SAP33,連不",0,BPM平台系統,4,"[0.41291368 0.05279943 0.04894811 0.16345856 0.01217584 0.01396238
 0.29574195]"
4077,"Cost,Center,掛錯",0,BPM平台系統,4,"[0.43647793 0.04644668 0.0444645  0.15365086 0.01907753 0.01890333
 0.28097913]"
3378,"user,執行,EMF,時,出現,error,message,解決",4,SAP-168(QCI),5,"[0.03742973 0.00480769 0.00691992 0.01268587 0.7025606  0.21684435
 0.01875188]"
2495,"Report,Managerment,Project,query,點,後,Data,Fail,訊息,跳出",0,BPM平台系統,3,"[0.40254796 0.05604349 0.05166817 0.16689467 0.01198136 0.0141185
 0.29674584]"
429,"project,leader,但確,無法,issue,做,assign,reassign,動作,再,一次,狀況",0,BPM平台系統,3,"[0.37767068 0.06312662 0.05646164 0.17582197 0.00793407 0.01075708
 0.3082279 ]"
2847,"Pro,E,打不開",4,SAP-168(QCI),2,"[2.9629804e-03 4.2913129e-04 7.5721001e-04 1.0935660e-03 8.4897739e-01
 1.4433815e-01 1.4415617e-03]"
2488,"執行,f,28,清帳,時,帶出,外幣,調整,科目,過不去",4,SAP-168(QCI),5,"[4.4919429e-03 6.3816801e-04 1.0926570e-03 1.6270407e-03 8.3304524e-01
 1.5690789e-01 2.1970696e-03]"
2404,"QSIT,test,case,download,下來,卻,失敗,勾選,所要導,出任,case,跳出,Data,Error,Ps,週五,晚上,10,點,左右,試著,download,成功,今天,一整天,無法,成功,print,test,case,專案,名稱,1193,BLK,Ps2,客人,report,無法,導出,report,解決",0,BPM平台系統,3,"[0.3564971  0.07263256 0.06593037 0.18132205 0.01340479 0.01705739
 0.29315567]"
259,"申,會議室,管理,系統,出現,錯誤,無法,申,理",0,BPM平台系統,6,"[0.3989876  0.05716493 0.05238307 0.168558   0.01119214 0.01346602
 0.29824823]"
4475,"User,詢問,出貨,後,GI,Documnt,refererce,no,應用",4,SAP-168(QCI),5,"[0.0802185  0.00918505 0.01238217 0.02564633 0.61196184 0.22089289
 0.03971327]"
2259,"假時會,跳出,連線,逾時,錯誤,代碼,確認",0,BPM平台系統,6,"[0.39900312 0.05677031 0.05195941 0.16824704 0.01023206 0.01253839
 0.30124962]"
1173,"USER,欲,詢問,R16,工作,刪除,進度,Charles",4,SAP-168(QCI),5,"[0.16551341 0.01712344 0.02136876 0.05060887 0.46341744 0.20084254
 0.08112551]"
4841,"每次,試著,開啟,薪資單,outlook,當掉,狀況,已有,兩三個,月",0,BPM平台系統,6,"[0.4063462  0.0552191  0.05101934 0.16586186 0.01244061 0.01444716
 0.29466563]"
1129,"本機,無法,進入,員工,服務區,網頁,交通車,相關,服務,381",0,BPM平台系統,6,"[0.43376207 0.04730839 0.04560992 0.15356836 0.02330222 0.02225276
 0.27419624]"
721,"2016,上班,下班,顯示,時間,相同,無法,申報,加班,查詢,刷卡,紀錄,查不到,下班,刷卡,時間",0,BPM平台系統,6,"[0.3891841  0.06105288 0.05582244 0.17200832 0.01232508 0.01489755
 0.29470962]"
1539,"使用,改,會議,參予,人員,無法,修改",4,SAP-168(QCI),6,"[0.08116765 0.00915481 0.01236643 0.02580443 0.6098587  0.2214957
 0.04015232]"
5113,"麻,提供,Pre,E4,License",4,SAP-168(QCI),2,"[0.13760252 0.01333951 0.01719457 0.04043062 0.5187282  0.20681183
 0.06589279]"
561,"ZP87,修改",4,SAP-168(QCI),5,"[0.1888902  0.01610332 0.02013312 0.05209117 0.44650096 0.18830399
 0.08797729]"
5160,"假申單,3229,主管,簽核,同意,後,系統,執行,上傳,假",0,BPM平台系統,6,"[0.39854473 0.05730821 0.05234284 0.16864198 0.01024299 0.0126087
 0.3003105 ]"
881,"008,有用,CAMP,出勤,申報,加班,004,完成,星期,加班,申,還送,了二,次,確定,Trans,it,根本,送出去,問這該",0,BPM平台系統,1,"[0.3722131  0.06528727 0.05808983 0.17770314 0.00796529 0.01092784
 0.3078136 ]"
800,"User,反應,前天,刷過,SO,後將,Delivery,pass,關務,關務,方面,表示,無法,帶出,資料,同樣,動作,昨天,卻,正常,前天,正常,資料",0,BPM平台系統,4,"[0.4218908  0.0505042  0.04886609 0.15562098 0.02895215 0.02705609
 0.26710975]"
4707,"無法,預約,成功",0,BPM平台系統,6,"[0.42597455 0.04933045 0.04655108 0.15822688 0.01582007 0.01668604
 0.2874109 ]"
5073,"sap32,無法,使用",4,SAP-168(QCI),5,"[0.01573374 0.00198436 0.00309054 0.00528144 0.774752   0.19145428
 0.00770364]"
4160,"簽核,聯絡",0,BPM平台系統,1,"[0.30470458 0.02268771 0.02656719 0.07852947 0.28861338 0.14065693
 0.1382407 ]"
2618,"SAP,2X8,QSMC,相關,系統,無法,使用",4,SAP-168(QCI),5,"[0.00622065 0.00094297 0.00156497 0.00230993 0.81539965 0.17045017
 0.0031117 ]"
1837,"員工,服務,專區,網頁,無法,使用",4,SAP-168(QCI),6,"[0.07955474 0.00924269 0.01244764 0.02575553 0.6107631  0.22252102
 0.03971525]"
3901,"user,反應,租屋網,問題",4,SAP-168(QCI),6,"[0.05514828 0.00619795 0.00868371 0.01738771 0.6684575  0.2172875
 0.02683729]"
1295,"使用,時,跳出,錯誤",0,BPM平台系統,6,"[0.44133162 0.04492346 0.04338919 0.15100197 0.02178922 0.0207558
 0.2768087 ]"
2191,"無法,登入,廣達,學院,系統",0,BPM平台系統,6,"[0.4547368  0.04023183 0.04010662 0.14119564 0.03680774 0.03013084
 0.2567905 ]"
4942,"財務部,成本,會計,課,user,反應,先前,Jim,NET,寫,一支,report,程式,用於,國稅局,報廢,清冊,user,反應,欄位,長度,小,導致,數字,無法,正常,顯示,Jim",0,BPM平台系統,4,"[0.3671532  0.06796434 0.06059541 0.1790512  0.00880354 0.01197872
 0.3044536 ]"
2559,"立即,24,25,資料,upload,7324",0,BPM平台系統,4,"[0.40974516 0.05362571 0.04958553 0.16452274 0.01183418 0.01373867
 0.29694805]"
1543,"Client,298,ECN,3151,User,Ext",4,SAP-168(QCI),5,"[0.00999316 0.00140376 0.00225355 0.00357233 0.79538506 0.18241099
 0.00498113]"
3200,"廣達,官網,聯絡",4,SAP-168(QCI),3,"[5.9743421e-03 8.1519823e-04 1.3676833e-03 2.1033664e-03 8.2292193e-01
 1.6391596e-01 2.9014971e-03]"
4824,"使用,AVL,功能,輸入,廣達,料號,無法,帶出",4,SAP-168(QCI),5,"[2.2500081e-03 3.4909262e-04 6.2585069e-04 8.7040011e-04 8.5576665e-01
 1.3902625e-01 1.1117865e-03]"
1770,"BOM,資料,正確性,問題",4,SAP-168(QCI),5,"[0.04723052 0.00545428 0.00774689 0.01510666 0.685252   0.21609692
 0.02311275]"
2905,"連結,查詢,每月,確認,設備,狀態,無,回應",0,BPM平台系統,6,"[0.3914621  0.05902341 0.05360886 0.17108686 0.00948028 0.01201366
 0.30332482]"
2303,"ORCAD,ALLEGRO,無法,使用",4,SAP-168(QCI),2,"[0.01546399 0.0020575  0.00319789 0.00534015 0.77202064 0.19424152
 0.00767834]"
944,"MRO2,申單,發票,作業,未,填入,稅額,會計,刪除,款單,發票,時,無法,系統,查到,此筆,驗收,MRO2,單號,APP89,驗收,單號,APP58",0,BPM平台系統,4,"[0.4210226  0.05108068 0.0493189  0.15621682 0.02767842 0.02618248
 0.26850015]"
2586,"找不到,歷史,紀錄",4,SAP-168(QCI),5,"[0.01304098 0.00170179 0.00268483 0.0044591  0.78464323 0.18708795
 0.00638217]"
877,"軟體,需求,申單,資產,編號,出不來,空,無法,使用",4,SAP-168(QCI),0,"[0.00583448 0.00088338 0.00146943 0.00216384 0.81821287 0.1685243
 0.00291173]"
3043,"系統,無法,記錄,設備,借出,歸還",0,BPM平台系統,3,"[0.4294151  0.04842727 0.04609974 0.15638857 0.01846484 0.01870636
 0.28249812]"
2669,"上週,已申,攜出,單並,簽核,完,警衛,仍查,不到,查詢,單號,APP76",4,SAP-168(QCI),0,"[0.23435906 0.0227736  0.02723196 0.06955367 0.35855916 0.1731945
 0.11432805]"
1533,"BOM,未,同步,qsmc",0,BPM平台系統,5,"[0.38297558 0.06106116 0.05464819 0.17393588 0.0075018  0.01015995
 0.30971748]"
1598,"介面,有誤,選擇,選項,自動,跳成",4,SAP-168(QCI),0,"[0.0469359  0.00578567 0.00818713 0.01557371 0.6807098  0.21941286
 0.02339494]"
414,"操作,失誤,導致,連續,申,相同,兩張,出差,第二份,刪單,無法,刪除",4,SAP-168(QCI),0,"[0.1660036  0.01887624 0.02341138 0.05353389 0.45083988 0.20330088
 0.08403417]"
1322,"SAP,268,Account,無法,登入",4,SAP-168(QCI),5,"[3.2909648e-03 5.0121744e-04 8.7381830e-04 1.2484711e-03 8.4230143e-01
 1.5014833e-01 1.6357872e-03]"
3639,"can,not,upload",0,BPM平台系統,4,"[0.41945434 0.05106011 0.04774312 0.16081086 0.01366927 0.01507354
 0.29218876]"
1049,"問題,福委會,網頁,無法,進入,連線,逾時,報錯,頁面",4,SAP-168(QCI),6,"[5.2357479e-03 8.1159471e-04 1.3632511e-03 1.9818519e-03 8.2223159e-01
 1.6574845e-01 2.6276077e-03]"
2858,"一早,creo,license,增加,套數,部分,能否,評估,已經,連續,兩週,發生,同樣,問題",0,BPM平台系統,3,"[0.32973766 0.02887183 0.03256943 0.09349804 0.2312689  0.12592895
 0.15812513]"
1741,"Logon,IP,QCITCLIENT21,",4,SAP-168(QCI),5,"[0.26743975 0.02094123 0.02508036 0.07081957 0.3354064  0.1570324
 0.12328029]"
1351,"修習,課程,點選,選修,問題",4,SAP-168(QCI),6,"[0.08019288 0.00856833 0.01162825 0.02466693 0.61781406 0.2182475
 0.03888205]"
5415,"已經,連續,三次,申,交通車,加班,交通車,表單,收到,郵件,通知",0,BPM平台系統,6,"[0.42200854 0.0509306  0.04828487 0.15903431 0.01879986 0.01935957
 0.2815823 ]"
