,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
2182,HP 無法使用VPN遠端桌面連線到TAIQTADIV03 Server.  Quanta IP: 10.241.57.8 (正常)  External IP: 220.128.79.105 (正常)  VPN IP: 146.204.78.186 (異常),"網管,網路,無法,連到,某台,Server,無法,連到,Server,HP,無法使用,VPN,遠端桌面,連線到,TAIQTADIV03,Server,Quanta,IP,10.241,57.8,正常,rnal,IP,220.128,79.105,正常,VPN,IP,146.204,78.186,異常",8,作業系統與印表機,14,網路,"[0.0014308  0.00070547 0.01342365 0.02709614 0.00077322 0.00328167
 0.00146445 0.02467655 0.5159338  0.00159485 0.05086619 0.00690386
 0.02750925 0.0223441  0.25198197 0.00456612 0.01428762 0.03116018]"
13893,#13697  無法連上網，Proxy要求輸入使用者名稱跟密碼,"網管,網頁,Skype,無法,上網,上網,無法,連上,Proxy,要求,輸入,名稱,密碼",12,商務用Skype,16,連網頁/Skype,"[0.0025843  0.00143664 0.01123458 0.01534935 0.0012859  0.00508582
 0.00166801 0.0592962  0.09104402 0.00221867 0.05671315 0.01708744
 0.3033482  0.05859454 0.00531505 0.00745776 0.10530867 0.2549716 ]"
4121,Lync無法進行分享與會議,"網管,網頁,Skype,Skype,連線,Skype,連線,登入,Lync,無法,進行,分享,會議",8,作業系統與印表機,16,連網頁/Skype,"[2.05148754e-04 1.01541664e-04 3.15240421e-03 9.16739926e-03
 1.13252318e-04 4.57917078e-04 4.14898648e-04 1.48768164e-02
 8.35716426e-01 3.63538129e-04 5.65146469e-03 2.74105929e-03
 8.95069446e-03 4.66287881e-03 9.65732709e-02 1.78320846e-03
 8.32461007e-03 6.74350001e-03]"
11422,"因工作需要連線至廠商ftp下載驅動,輸入工號及密碼按確認後兩次並出現網路存取錯誤訊息.","網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,外部,FTP,工作,連線至,廠商,ftp,下載,驅動,輸入,密碼,確認,兩次並,出現,網路,存取,錯誤訊息",14,網路,13,檔案共用或FTP,"[0.00231195 0.00098617 0.03777266 0.06790271 0.00154631 0.00686248
 0.00175717 0.04424789 0.05903239 0.00219621 0.10761502 0.01779118
 0.14962164 0.08717005 0.20274444 0.00572404 0.02656777 0.17814991]"
5060,案件申請需要連結至客人FTP下載文件,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,外部,FTP,案件,申請,連結,客人,FTP,下載,文件",12,商務用Skype,13,檔案共用或FTP,"[0.00210385 0.00152391 0.0125415  0.01644905 0.00137855 0.00410839
 0.00200996 0.06953939 0.04454251 0.0019847  0.01920013 0.02813405
 0.36879352 0.03536486 0.00336682 0.00864612 0.166801   0.21351174]"
5378,無法透過 VPN 登入客人 Agile  8/10 前都可順利登入  8/13 後無法正常登入  與客人 help desk 確認帳號沒有問題   客人 help desk 認為應找 local IT,"網管,VPN,連線,SSLVPN,無法登入,無法,透過,VPN,登入,客人,Agile,10,登入,13,無法,正常,登入,客人,help,desk,確認,帳號,客人,help,desk,認為,應找,local,IT",14,網路,7,VPN連線,"[1.9340552e-04 9.1793132e-05 4.2936541e-03 7.5688902e-03 1.8328195e-04
 5.1250122e-04 2.2827346e-04 2.2941499e-03 3.9020024e-02 1.6784592e-04
 7.9283966e-03 9.0455724e-04 4.7575370e-03 1.5497339e-03 9.2266643e-01
 8.2403410e-04 2.0616106e-03 4.7538434e-03]"
10895,USER表示電腦重開機後還沒登入skype和outlook但卻都顯示staff為上線狀態，且無法打開skype及outlook,"網管,網頁,Skype,Skype,連線,Skype,連線,登入,表示,電腦,重開,機後還,登入,skype,outlook,顯示,staff,上線,狀態,無法,打開,skype,outlook",12,商務用Skype,16,連網頁/Skype,"[0.00209092 0.0015488  0.02025279 0.02247332 0.0013163  0.00407274
 0.00209585 0.08427183 0.02875548 0.00186866 0.00756682 0.03750424
 0.32913944 0.03160017 0.00230968 0.00803972 0.25523117 0.15986203]"
5965,無法連線Intel design相關網頁(無法安全連線至此網頁  這可能是因為網站使用過時或不安全的 TLS 安全性設定。如果這個問題持續發生，請試著連絡網站擁有人。)  https://sharedspaces.intel.com/sites/OrionCity/SitePages/Home.aspx  https://supplier.intel.com/supplierhub/  https://www-ssl.intel.com/content/www/us/en/secure/profile/my-intel.html#/myapps  另外也無法連線intel skype meeting,"網管,網頁,Skype,無法,上網,出現,拒絕,訊息,無法,連線,Indesign,網頁,無法,安全,連線至,網頁,這是,網站,使用,過時,安全,TLS,安全性,設定,持續,發生,試著,網站,擁有人,無法,連線,inskype,meeting",12,商務用Skype,16,連網頁/Skype,"[0.00399109 0.00236855 0.01523025 0.02231323 0.00237305 0.00808382
 0.00284975 0.05458988 0.13581751 0.0033636  0.10763581 0.02061004
 0.22273897 0.08096689 0.01282605 0.01031052 0.08592732 0.20800364]"
5441,在連線客戶的網站時候出現以下訊息    無法連上這個網站  https://infra.amazon.com/ 的網頁可能暫時無法使用或被永久移至新網址。  ERR_TUNNEL_CONNECTION_FAILED    因為需要到該網站上傳客戶需要的資料，請協助解決此issue,"網管,網頁,Skype,無法,上網,出現,拒絕,訊息,連線,客戶,網站,出現,訊息,無法,連上,網站,網頁,暫時,無法使用,永久,移至,網址,ERR,TUNNEL,CONNECTION,FAILED,需要,該網,站上,客戶,需要,資料,解決",12,商務用Skype,16,連網頁/Skype,"[0.00378016 0.00229605 0.01496747 0.02145691 0.00229713 0.00753574
 0.0027861  0.05637871 0.12073479 0.00324603 0.08875286 0.02187736
 0.24197432 0.07680303 0.01110439 0.01041097 0.09732629 0.21627171]"
11533,無法登入QCO,"網管,QCO,雲端,連線,無法登入,無法登入,QCO",7,VPN連線,3,QCO,"[0.00206318 0.00191456 0.0297732  0.19810988 0.00108473 0.00206275
 0.00252123 0.26147813 0.01215866 0.00189881 0.01119423 0.03060766
 0.23033835 0.03419008 0.00346419 0.00501693 0.08168459 0.09043882]"
9653,"雲端Outlook信件容量太大,執行速度緩慢,需要把信件搬到本機","網管,QCO,Outlook,Outlook,異常,雲端,Outlook,信件,容量,執行,速度,緩慢,需要,信件,搬到,本機",2,Outlook與郵件,3,QCO,"[1.5876554e-04 5.3472776e-04 8.9552534e-01 8.3025157e-02 1.6426411e-04
 2.1305050e-04 3.5783346e-04 4.1421130e-03 9.7313256e-04 3.3707701e-04
 2.0630185e-03 2.7119897e-03 3.1926674e-03 1.0643757e-03 2.5905173e-03
 3.0277568e-04 1.5760005e-03 1.0671759e-03]"
1456,QCO的outlook無法開啟所有加密郵件,"網管,解密,郵件,文件,加密,郵件,打不開,無法開啟,薪資單,QCO,outlook,無法開啟,加密,郵件",2,Outlook與郵件,11,加解密郵件/文件,"[6.6800028e-05 2.5996010e-04 9.5967102e-01 2.4704436e-02 1.2554677e-04
 1.6433799e-04 2.0885235e-04 2.9929588e-03 7.1426644e-04 1.2676213e-04
 5.6265987e-04 1.9134341e-03 3.6036773e-03 5.9152005e-04 7.4891967e-04
 3.7065372e-04 2.4247556e-03 7.4959389e-04]"
2860,"10609033   MacBook 的bootcamp Win10 出現  無法載入作業系統""\windows\system32\config\system\ ""  錯誤碼 0xc0000017,   需要復原.","網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,MacBook,bootcamp,Win10,出現,無法,載入,作業系統,windows,system32,config,system,錯誤碼,0xc7,復原",8,作業系統與印表機,10,其他,"[0.00217007 0.00199784 0.00640336 0.01766603 0.00173436 0.00507904
 0.00217909 0.02039666 0.42630613 0.00221101 0.3163599  0.00675267
 0.03773499 0.04308178 0.02801704 0.00629398 0.01786221 0.05775385]"
3178,"我的位置上有2個網路孔, 一個網路是通的(PF03C099), 另一個完全不通(PF16C112),  我後面的同事也是有2個網路孔, 但是他的2個網路都是通的, 因為工作上需要使用到2個網路孔, 可以幫忙查一下我的另一個為何不通?","網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,位置,網路,網路,PF03C099,完全,PF16C112,我後面,同事,網路,網路,工作,需要,使用到,網路,可以查,一下,不通",14,網路,10,其他,"[2.4225796e-05 1.0389370e-05 1.1827431e-03 1.7177508e-03 2.6737322e-05
 7.2744268e-05 4.1622130e-05 3.8670094e-04 2.1593444e-02 3.0049541e-05
 7.1804476e-04 1.5323212e-04 7.2200719e-04 1.4592215e-04 9.7223389e-01
 1.2266194e-04 3.6368929e-04 4.5404490e-04]"
15236,Share Point 無法連線,"網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,Share,Point,無法,連線",8,作業系統與印表機,10,其他,"[0.00135043 0.00163067 0.00425879 0.0219314  0.00130556 0.00336497
 0.00151026 0.01796117 0.4285322  0.00168433 0.35659432 0.00500198
 0.02916876 0.03014496 0.0435015  0.00404268 0.00865048 0.0393656 ]"
3021,如何把桌機轉播到Qcall?,"網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,轉播,Qcall",8,作業系統與印表機,10,其他,"[6.2374485e-04 7.3838077e-04 2.8631282e-03 1.6775111e-02 6.5866578e-04
 1.5956928e-03 9.4765041e-04 1.4143415e-02 7.1602613e-01 1.0167591e-03
 1.3462490e-01 3.6125120e-03 1.8420871e-02 1.4950224e-02 4.4619996e-02
 2.6760700e-03 6.2590553e-03 1.9447625e-02]"
8964,在外面無法連回公司     工號：94070413   分機：15043,"網管,VPN,連線,SSLVPN,無法登入,外面,無法,連回,公司",12,商務用Skype,7,VPN連線,"[0.00252878 0.00136493 0.01112185 0.01564546 0.00106882 0.00618934
 0.00147415 0.04818559 0.19493313 0.00202137 0.10100215 0.01283257
 0.23868844 0.05708468 0.00790244 0.00678055 0.06816433 0.22301146]"
9212,outlook改新的pst檔後，信件無法寄出，顯示容量已滿，但可收信。,"網管,QCO,Outlook,Outlook,異常,outlook,改新,pst,信件,無法,寄出,顯示,容量,已滿,收信",2,Outlook與郵件,3,QCO,"[1.0859328e-04 4.0548344e-04 9.3779385e-01 4.7300950e-02 1.1501403e-04
 1.5974026e-04 2.5274543e-04 2.6843909e-03 6.9444341e-04 2.4351860e-04
 1.3677721e-03 1.8179059e-03 2.3175415e-03 7.2805339e-04 1.8577536e-03
 2.1549957e-04 1.2331116e-03 7.0366898e-04]"
3522,無法連接到電腦  server : QCO07  ID : 99012515,"網管,QCO,雲端,連線,無法登入,無法,連接到,電腦,server,QCO07,ID",12,商務用Skype,3,QCO,"[0.00228906 0.0017607  0.02660889 0.11778437 0.00124478 0.00242049
 0.00257517 0.23560205 0.01341069 0.00201238 0.00847666 0.03047907
 0.27743164 0.03732618 0.00296699 0.00559008 0.12584609 0.10617474]"
6605,系統一直跳出防毒檢查的作業視窗 需協助確認檢查 謝謝,"網管,電腦,防毒,防毒,軟體,操作,防毒,系統,跳出,防毒,檢查,作業,視窗,確認,檢查",12,商務用Skype,17,電腦防毒,"[0.00308389 0.00194639 0.01255755 0.01670819 0.00185228 0.00609948
 0.00205867 0.05525957 0.09424967 0.0026561  0.08805239 0.0178246
 0.2630375  0.07313473 0.00588109 0.00826546 0.09600397 0.25132847]"
14017,使用者反應QCO常常斷線 需要重新連線 謝謝,"網管,QCO,操作,設定問題,QCO,斷線,需要,重新,連線",12,商務用Skype,3,QCO,"[0.00161548 0.0012343  0.01432159 0.01809577 0.00101612 0.0030432
 0.00158838 0.08238354 0.02049686 0.00142628 0.0052967  0.03181763
 0.38304985 0.01952953 0.0016891  0.00717901 0.24986401 0.1563526 ]"
6187,"Outlook無法收信且sslvpn登入時顯示帳號取消而無法登入.已經數天無法使用, 麻煩儘快處理.  分機:15731","網管,作業系統,印表機,作業系統,電腦,無法登入,Outlook,無法,收信,sslvpn,入時,顯示,帳號,取消,無法登入,已經,數天,無法使用",17,電腦防毒,8,作業系統與印表機,"[0.0035012  0.00179627 0.01299202 0.01813658 0.00185094 0.00642843
 0.00183548 0.06273735 0.0999517  0.00265498 0.14192294 0.01228732
 0.22162822 0.09753598 0.00656591 0.00746181 0.0530314  0.2476815 ]"
10313,雲端使用到一半突然消失，桌面無任何畫面。分機：16332,"網管,QCO,雲端,連線,登入,畫面,雲端,使用到,一半,突然,消失,桌面,畫面",16,連網頁/Skype,3,QCO,"[0.00169924 0.00188384 0.03266738 0.0426033  0.00141267 0.0029399
 0.00285277 0.11435162 0.01717992 0.00186951 0.00285589 0.04883441
 0.28251725 0.01599127 0.00196904 0.0084181  0.33947334 0.0804806 ]"
14780,登入後一直卡住無法正常使用,"網管,QCO,雲端,連線,登入,畫面,登入,卡住,無法,正常,使用",12,商務用Skype,3,QCO,"[0.00166399 0.00176157 0.02559423 0.03065372 0.00128812 0.00319084
 0.00236206 0.09757307 0.01894524 0.0017841  0.00340426 0.04569288
 0.3230105  0.01594763 0.0018785  0.00825589 0.31599766 0.10099572]"
11448,SSLVPN連上，但是卻無法連到公司網路電腦，煩請幫忙解決 #18266,"網管,VPN,連線,SSLVPN,無法登入,SSLVPN,連上,無法,連到,公司,網路電腦,解決",8,作業系統與印表機,7,VPN連線,"[9.0847106e-04 7.4784760e-04 9.2279688e-03 1.4841023e-02 4.4974615e-04
 1.7426399e-03 1.5901008e-03 4.5895495e-02 7.0207202e-01 8.8632724e-04
 1.1520877e-02 1.0498886e-02 4.2919707e-02 8.0329189e-03 4.6187643e-02
 7.4526989e-03 6.1056875e-02 3.3968717e-02]"
6204,10.241.120.21無法上傳或下載資料請協助處理.  EXT:17330,"網管,網路,無法,連到,某台,Server,無法,連到,Server,10.241,120.21,無法上傳,下載,資料",8,作業系統與印表機,14,網路,"[2.25431941e-04 1.01281825e-04 5.34527143e-03 1.15749007e-02
 1.33521025e-04 5.34106512e-04 3.54701799e-04 1.16688125e-02
 6.06232107e-01 3.53044074e-04 6.65287860e-03 2.68097827e-03
 7.56191416e-03 4.39063832e-03 3.29041898e-01 1.55838614e-03
 5.21875545e-03 6.37143617e-03]"
5064,"因工作需求有時需要連線redhat ftp下載測試images, 目前無法連線  ftp://partners.redhat.com/  ftp://partners.redhat.com/a166eabc5cf5df158922f9b06e5e7b21/hwcert/RHEL7/fv-images/  另因工作需求需連上redhat網站, 今天發現有連線不穩或連不上的現象, 例如底下幾個網址  https://bugzilla.redhat.com/show_bug.cgi?id=1303218  https://bugzilla.redhat.com/show_bug.cgi?id=1192823  https://access.redhat.com/management/","網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,外部,FTP,工作,需求,有時,連線,redhat,ftp,下載,測試,images,目前,無法,連線,ftp,partners,redhat,com,ftp,partners,redhat,com,a166eabc5cf5dff9b06e5e7b21,hwcert,RHEL7,fv,images,另因,工作,需求,連上,redhat,網站,發現,連線,不穩,連不上,現象,網址",10,其他,13,檔案共用或FTP,"[0.0045802  0.00216026 0.02463122 0.0357729  0.00365731 0.00948862
 0.00244325 0.01856679 0.08037537 0.0036614  0.2630134  0.01012967
 0.08209042 0.06806289 0.24965589 0.00690503 0.01950272 0.11530267]"
18945,"User 目前在大陸, 登入網域被更改為 QuantaCN,  無法登入原本 Quanta 網域. 連絡 ext: 45082","網管,網路,電腦網路,無法,取得,IP,目前,大陸,登入,網域,更改為,QuantaCN,無法登入,原本,Quanta,網域",8,作業系統與印表機,14,網路,"[1.0995375e-04 7.7809782e-05 1.7521456e-03 3.5725266e-03 7.0253991e-05
 2.9286262e-04 3.1035524e-04 8.6495439e-03 9.3457979e-01 2.0593613e-04
 2.7277553e-03 1.7546858e-03 5.8714328e-03 2.3079661e-03 2.3872290e-02
 1.2216665e-03 8.8030314e-03 3.8200300e-03]"
8973,SSLVPN軟體安裝後無法連線,"網管,VPN,連線,SSLVPN,無法登入,SSLVPN,軟體,安裝,無法,連線",8,作業系統與印表機,7,VPN連線,"[8.1997488e-05 6.4292166e-05 1.4979951e-03 2.4421564e-03 5.6492670e-05
 2.2967022e-04 2.5887293e-04 7.0390399e-03 9.4781184e-01 1.5643294e-04
 1.8008593e-03 1.5472359e-03 5.1479223e-03 1.6642143e-03 1.7850596e-02
 9.9827768e-04 8.3013475e-03 3.0506337e-03]"
9890,VPN在家裏無法使用,"網管,VPN,連線,SSLVPN,無法登入,VPN,無法使用",8,作業系統與印表機,7,VPN連線,"[4.6363004e-04 4.2838269e-04 7.5053051e-03 9.1089159e-03 2.4847328e-04
 9.6196379e-04 1.0855233e-03 3.1589985e-02 7.8955579e-01 5.7201198e-04
 5.3850552e-03 7.6692356e-03 2.4064291e-02 4.1080341e-03 5.2330930e-02
 4.9826205e-03 4.2201240e-02 1.7738655e-02]"
18946,get guest ip address,"網管,網路,電腦網路,無法,取得,IP,get,guest,ip,address",8,作業系統與印表機,14,網路,"[6.4025377e-04 5.0269673e-04 8.2293255e-03 1.5084223e-02 3.2846065e-04
 1.0647272e-03 1.3506939e-03 4.0950041e-02 7.2552139e-01 8.1131415e-04
 9.4842287e-03 9.6502220e-03 3.2182649e-02 6.2647685e-03 7.0599943e-02
 6.4114593e-03 4.5765642e-02 2.5157994e-02]"
6840,請幫忙安裝VPN (裝好幾次都不成功),"網管,VPN,連線,SSLVPN,無法登入,安裝,VPN,裝好,幾次",8,作業系統與印表機,7,VPN連線,"[4.8653688e-04 4.3561443e-04 7.3795822e-03 9.4860494e-03 2.5604104e-04
 1.0020607e-03 1.1110010e-03 3.2006942e-02 7.8666955e-01 5.8709743e-04
 5.8389129e-03 7.6545766e-03 2.4459939e-02 4.4480008e-03 5.1532026e-02
 5.0212676e-03 4.3231312e-02 1.8393598e-02]"
14019,使用無線網路staff連QCO，常常斷線。#13438,"網管,QCO,操作,設定問題,使用,無線網路,staff,QCO,斷線",12,商務用Skype,3,QCO,"[0.0016401  0.00114992 0.01718875 0.02854727 0.00099816 0.00259751
 0.0016051  0.10980681 0.01787331 0.00149249 0.00374132 0.0318069
 0.36503887 0.02001642 0.00181524 0.00615377 0.27221426 0.11631381]"
15534,無法連上內部網站,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,無法,連上,內部,網站",8,作業系統與印表機,16,連網頁/Skype,"[9.4664143e-04 7.6270156e-04 8.5540405e-03 1.4482993e-02 4.6836413e-04
 1.7853766e-03 1.5683178e-03 4.5403115e-02 7.0578921e-01 8.8704994e-04
 1.3537317e-02 9.9617969e-03 4.3877475e-02 8.9850863e-03 4.1419953e-02
 7.3209652e-03 5.8347002e-02 3.5902567e-02]"
9932,user反映網路正常 但雲端無法登入,"網管,QCO,雲端,連線,無法登入,反映,網路,正常,雲端,無法登入",12,商務用Skype,3,QCO,"[0.00173545 0.00118824 0.01886082 0.03661053 0.00104639 0.00247591
 0.00176876 0.1272587  0.01634489 0.0015539  0.00341372 0.03224787
 0.34438708 0.02085919 0.00189526 0.00609302 0.2789536  0.10330667]"
8715,QCO detect 不到本機端硬碟資料.   qco05.quantatw.com,"網管,QCO,操作,設定問題,QCO,detect,不到,機端,硬碟,資料,qco05,quantatw,com",12,商務用Skype,3,QCO,"[0.00281734 0.00161076 0.0180023  0.03668996 0.00142682 0.00383743
 0.00201516 0.1305268  0.02545897 0.00214491 0.01693259 0.02585442
 0.33297127 0.0530464  0.00281207 0.00659565 0.15061432 0.18664286]"
5063,"一直被要求要KEY帳號密碼, 很煩","網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,求要,KEY,帳號,密碼,很煩",8,作業系統與印表機,16,連網頁/Skype,"[7.2565954e-04 6.0184597e-04 7.4839429e-03 1.2205934e-02 3.6751779e-04
 1.3867172e-03 1.3533453e-03 3.8205281e-02 7.5108206e-01 7.5561361e-04
 1.0762474e-02 8.5340627e-03 3.3546552e-02 7.3236651e-03 4.2132847e-02
 6.0153669e-03 5.0046738e-02 2.7470320e-02]"
13586,無法開啟組織異動信件,"網管,解密,郵件,文件,加密,郵件,打不開,無法開啟,公告,無法開啟,組織,異動,信件",16,連網頁/Skype,11,加解密郵件/文件,"[0.00153592 0.00239274 0.04732185 0.07572255 0.00181047 0.00282138
 0.00382952 0.1394765  0.01766893 0.00177489 0.00233169 0.06085695
 0.18733089 0.01436199 0.00229311 0.01022333 0.36862963 0.05961765]"
6903,mytc02 使用異常,"網管,QCO,操作,設定問題,mytc02,使用,異常",12,商務用Skype,3,QCO,"[0.00290636 0.00148052 0.01695578 0.02133062 0.00165516 0.00464656
 0.00191972 0.08523688 0.05839199 0.00236011 0.03547409 0.02256472
 0.3141187  0.06878745 0.00428983 0.00673965 0.12637612 0.22476575]"
15266,"因電腦有問題重灌, 但發現一開機就會出現商務用Skype 2016 尚未被啓用,需變更產品金鑰(重灌前不會出現)","網管,硬體,諮詢,硬體,改填,NB,檢測,硬體,諮詢,硬體,改填,NB,檢測,電腦,重灌,發現,開機,出現,商務,Skype,2016,尚未,變更,產品,金鑰,重灌,出現",8,作業系統與印表機,10,其他,"[0.00124672 0.00115408 0.00536121 0.01370637 0.00097411 0.0028493
 0.00158858 0.0190786  0.67412084 0.0013503  0.13419496 0.00542352
 0.02894953 0.02201132 0.02810095 0.00508157 0.0179641  0.03684396]"
10085,除公司內部網頁可正常顯示 其它網站會跳出認證視窗 需填帳號密碼 無法正常使用 謝謝,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,公司,內部,網頁,正常,顯示,網站,跳出,認證,視窗,需填,帳號,密碼,無法,正常,使用",12,商務用Skype,16,連網頁/Skype,"[0.00326632 0.00177363 0.01266902 0.01682314 0.00170365 0.00642361
 0.00202325 0.0540531  0.11246401 0.00266555 0.08722276 0.01637988
 0.25972718 0.07504987 0.00761504 0.0082175  0.08853267 0.24338977]"
11724,無法連上個人雲端,"網管,QCO,雲端,連線,無法登入,無法,連上,雲端",12,商務用Skype,3,QCO,"[0.00245557 0.00201833 0.02994463 0.11956054 0.00129712 0.00260861
 0.00251422 0.22157538 0.01598779 0.00222264 0.01297958 0.03046352
 0.28661233 0.042489   0.0034684  0.00536939 0.10056236 0.11787056]"
10882,QCO連不上,"網管,QCO,雲端,連線,無法登入,QCO,連不上",7,VPN連線,3,QCO,"[0.00194255 0.0016821  0.02965715 0.17075597 0.00109934 0.00193036
 0.00256044 0.27989826 0.01118138 0.00170022 0.00721599 0.03158846
 0.2337027  0.0311395  0.00336869 0.00503362 0.10260975 0.0829335 ]"
3564,使用者是新人，outlook已經可以使用但是Lync一直無法登入。,"網管,商務,Skype,無法登入,無法登入,outlook,已經,使用,Lync,無法登入",3,QCO,12,商務用Skype,"[2.6476505e-04 6.1765546e-04 7.2383261e-03 9.0286142e-01 3.1780294e-04
 3.4865297e-04 5.1445374e-04 3.3662580e-02 1.2973223e-03 3.1241443e-04
 1.8297724e-03 1.1513007e-02 1.7936287e-02 2.9451044e-03 3.1648923e-03
 1.1444184e-03 6.9146529e-03 7.1164393e-03]"
12385,登入QCO畫面全黑  分機: 13602,"網管,QCO,雲端,連線,登入,畫面,登入,QCO,畫面,全黑",16,連網頁/Skype,3,QCO,"[0.00163478 0.0021485  0.03511206 0.03636528 0.00150341 0.00333528
 0.00280852 0.09572785 0.01876847 0.00191677 0.00330684 0.05688671
 0.29407805 0.01588871 0.00187871 0.00907259 0.33038592 0.08918155]"
2642,#17498 無法連線本機資料夾,"網管,QCO,操作,設定問題,無法,連線,本機,資料夾",12,商務用Skype,3,QCO,"[0.00253279 0.00131331 0.01171213 0.01574307 0.00103302 0.00624373
 0.00145476 0.04797594 0.21342511 0.00196337 0.09814869 0.01255198
 0.2337293  0.05211601 0.00849051 0.00686496 0.06594203 0.21875936]"
12119,無法連到田納西州的FTP,"網管,檔案,共用,FTP,FTP,連線,下載,無法,連到,公司,內部,FTP,無法,連到,田納西州,FTP",12,商務用Skype,13,檔案共用或FTP,"[0.00197552 0.00148415 0.013992   0.01621358 0.00132301 0.0038488
 0.0019748  0.0697457  0.03432028 0.00185665 0.01225791 0.03243882
 0.3763401  0.02909923 0.00259703 0.00829583 0.19662602 0.19561057]"
5583,無法設定線上會議的PIN 碼,"網管,視訊會議,設備,操作,使用,使用,操作問題,無法,定線,會議,PIN",12,商務用Skype,15,視訊會議設備,"[0.00257621 0.00148335 0.01838545 0.03932015 0.00132531 0.00346597
 0.00197102 0.1386801  0.02373917 0.00203156 0.01427909 0.02528978
 0.35016972 0.04824772 0.0028369  0.00624466 0.14921673 0.17073713]"
19402,無法連上內部系統網站 #11806,"網管,網路,電腦網路,無法,取得,IP,無法,連上,內部,系統網",8,作業系統與印表機,14,網路,"[9.7188087e-05 5.6075689e-05 1.6298690e-03 3.8222251e-03 5.9789007e-05
 2.3377198e-04 2.5583879e-04 8.3377734e-03 9.3044406e-01 1.7686147e-04
 2.1420137e-03 1.6101915e-03 5.5003646e-03 2.1509749e-03 3.1450212e-02
 1.0582472e-03 7.7964691e-03 3.1780708e-03]"
14991,IE 網頁無法連線，會跳出 Windows安全性，要求輸入密碼認證 畫面,"網管,網頁,Skype,無法,上網,出現,無法顯示,網頁,IE,網頁,無法,連線,跳出,Windows,安全性,輸入,密碼,認證,畫面",8,作業系統與印表機,16,連網頁/Skype,"[1.2129300e-04 6.9354639e-05 1.7506265e-03 4.3023806e-03 7.5512042e-05
 2.9708073e-04 3.1275162e-04 8.9714518e-03 9.2545772e-01 2.1899241e-04
 3.2102505e-03 1.6154757e-03 6.0290671e-03 2.7535616e-03 3.2420706e-02
 1.1720808e-03 7.3350756e-03 3.8865251e-03]"
3871,工作機的OfficeScan防毒軟體，變為紅色已關閉狀態。且每次開機就會跑一次安裝程序。,"網管,電腦,防毒,防毒,軟體,操作,防毒,軟體,離線,工作,OfficeScan,防毒,軟體,變為,紅色,關閉,狀態,每次,開機,一次,安裝,程序",10,其他,17,電腦防毒,"[0.0036548  0.00213582 0.01151476 0.01709459 0.00197696 0.00816367
 0.00212463 0.03783326 0.18836159 0.00286168 0.21172033 0.01242067
 0.15469912 0.08064567 0.01039029 0.00798506 0.05251934 0.19389772]"
1736,在Quanta domain外使用SSLVPN以後還是無法登入公司內網。,"網管,網路,無法,連到,某台,Server,無法,連到,Server,Quanta,domain,使用,SSLVPN,無法登入,公司,內網",8,作業系統與印表機,14,網路,"[6.6604913e-04 4.4373007e-04 6.8426928e-03 1.7023776e-02 3.2407272e-04
 1.1858473e-03 1.2243068e-03 3.5726953e-02 7.4163413e-01 8.2435110e-04
 1.3471987e-02 7.7800225e-03 2.6958713e-02 8.8248290e-03 7.0713185e-02
 5.4687927e-03 3.7438374e-02 2.3448290e-02]"
9289,雲端被踢掉無法登入,"網管,QCO,雲端,連線,無法登入,雲端,踢掉,無法登入",12,商務用Skype,3,QCO,"[0.00251469 0.00252483 0.0342962  0.16796595 0.00130295 0.00267994
 0.00273738 0.22224468 0.0177473  0.00252767 0.02016934 0.03177264
 0.25076947 0.04545755 0.00414109 0.00539399 0.07560438 0.11014997]"
2899,當機了~無法登出 ~ 目前急需處裡信件~謝謝!!,"網管,QCO,操作,設定問題,當機,無法,登出,目前,急需,信件",12,商務用Skype,3,QCO,"[0.00191699 0.00118747 0.01748458 0.03236412 0.00110488 0.0028094
 0.0017111  0.12301505 0.02132744 0.00168095 0.00559327 0.02886698
 0.367009   0.02734518 0.00233475 0.00610963 0.23099136 0.12714787]"
6794,OPENVPN安裝到一半有問題  無法安裝  #11891,"網管,VPN,連線,SSLVPN,無法登入,OPENVPN,安裝到,一半,無法安裝",8,作業系統與印表機,7,VPN連線,"[3.6868584e-04 3.3688144e-04 5.8673457e-03 8.0441767e-03 1.9788077e-04
 7.9904828e-04 9.0437796e-04 2.5578501e-02 8.2315159e-01 4.9225520e-04
 4.8770579e-03 6.1897039e-03 1.8776264e-02 3.7656282e-03 4.7454853e-02
 3.9934148e-03 3.5268262e-02 1.3934023e-02]"
