description,category_a,category_b,category_c,category_d,category,description_clean,category_target
申請者的表單已經通過簽核，但是並沒有生效。,BPM平台系統,採購類相關服務,Special plant,關卡流程詢問,BPM平台系統,申請者的表單已經簽核 生效,0
新增機器如果沒有選department機器還是可以建，但是在機器清單會看不到機器，重建又會重覆SN,R&D資訊系統,測試相關服務,【測試管理平台】整合測試系統,系統資料異常問題,R&D資訊系統,新增機器沒有選department機器可以建 在機器清單會看不到機器 重建又會重覆SN,1
"系統出現500錯誤,重試IE重開都無效,請協助處理",BPM平台系統,業務類相關服務,Customer Data,關卡流程詢問,BPM平台系統,系統出現500錯誤 重試IE重開都無效,0
南棟警衛反應無法使用，分機10555,BPM平台系統,事務類相關服務,電腦外帶證申請單,系統無法登入,BPM平台系統,南棟警衛反應無法使用,0
"未帶出申請者資產編號, 無法申請.",BPM平台系統,事務類相關服務,電腦外帶證申請單,相關操作詢問,BPM平台系統,未帶出申請者資產編號  無法申請,0
QCI 人員到QSMC 出差時，QSMC 警衛的資產管理系統無法直接刷barcode檢查QCI 人員的電腦登記，以至於需手動開機登記CPU/RAM/HDD/等 訊息。經常遭遇不便，尤其是上下班時刻。曾當面報告方副總此項問題，請求協助處理。    煩請告知處理情形，謝謝。,BPM平台系統,事務類相關服務,電腦外帶證申請單,相關操作詢問,BPM平台系統,QCI 人員到 出差時  警衛的資產管理系統無法直接刷barcode檢查QCI 人員的電腦登記 需手動開機登記CPU/RAM/HDD/等 訊息 遭遇不便 尤其是班時刻 曾當面報告方此項問題 請求     告知情形,0
19999問題單 APP0052388 沒有解決問題。    QCI 人員到QSMC 出差時，QSMC F1 警衛室電腦上的資產管理系統無法直接刷barcode檢查QCI 人員的電腦外出登記，以至於需手動開機登記CPU/RAM/HDD/等 訊息。因此經常遭遇不便，尤其是上下班時刻，耗時費力排隊等待，相當不便。曾當面報告方副總此項問題。 後來申請19999問題單APP0052388，請求協助處理。    現在2014/11/6到QSMC F1出差，警衛室的電腦還是無法讀取出差人員的資產編號卡，只好手動登記機器的細目，連駐廠警衛都覺得很不方便，煩請檢查警衛室電腦上的應用APP是否安裝正確，或是與我聯繫討論，謝謝。,BPM平台系統,事務類相關服務,電腦外帶證申請單,系統無法登入,BPM平台系統,問題單 APP88 沒有     QCI 人員到 出差時  F1 警衛室電腦上的資產管理系統無法直接刷barcode檢查QCI 人員的電腦外出登記 需手動開機登記CPU/RAM/HDD/等 訊息 遭遇不便 尤其是班時刻 耗時費力排隊等待 相當不便 曾當面報告方此項問題  申請問題單APP88 請求     現在2014/11/6到 F1出差 警衛室的電腦無法讀取出差人員的資產編號卡 只好手動登記機器的細目 連駐廠警衛都很不方便 檢查警衛室電腦上的應用APP是否安裝正確 與我聯繫討論,0
申請外帶證無法挑選資產編號,BPM平台系統,事務類相關服務,電腦外帶證申請單,相關操作詢問,BPM平台系統,申請外帶證無法挑選資產編號,0
1.開啟outlook讀取薪資單時，認證不過  2.利用USB網卡連接公司網路時，認證失敗,內部資訊系統,人資資訊系統,薪資相關服務,薪資單郵件無法開啟,人資資訊系統,1.開啟outlook讀取薪資單時 認證  2.利用USB網卡連接公司網路時 認證失敗,2
無法開啟薪資郵件 也有跟人資要過最新的薪資修補程式 但是還是無法開啟    錯誤訊息如下:  您已收到限制權限的郵件。  請開啟此項目以讀取其內容。  -  -  如果您執行的電子郵件應用程式不支援限制權限的郵件 (例如 Microsoft Office 2003 或更新版本)，可以從 http://officeredir.microsoft.com/r/rlidRestrictedPermissionViewer?clid=1028&ver=14&app=outlook.exe&lidhelp=0404&liduser=0404&lidui=0404 下載適用於 Internet Explorer 的版權管理附加元件，以檢視此郵件,內部資訊系統,人資資訊系統,薪資相關服務,薪資單郵件無法開啟,人資資訊系統,無法開啟薪資郵件 也有跟人資要過最新的薪資修補程式 無法開啟    錯誤訊息   您已收到限制權限的郵件   請開啟此項目以讀取其內容         您執行的電子郵件應用程式不支援限制權限的郵件   Microsoft Office 2003 或更新版本  可以從  下載適用於 Internet Explorer 的版權管理附加元件 以檢視此郵件,2
一打開薪資郵件  OUT LOOK 就當機了,內部資訊系統,人資資訊系統,薪資相關服務,薪資單郵件無法開啟,人資資訊系統,一打開薪資郵件  OUT LOOK 就當機了,2
開啟調薪系統後，新頁無法開啟自動關閉。但使用另一台舊有電腦無此狀況。  分機：13079,內部資訊系統,人資資訊系統,薪資相關服務,系統操作問題,人資資訊系統,開啟調薪系統後 新頁無法開啟自動關閉 但使用另一臺舊有電腦無此狀況,2
"點選""電腦申請單""出現錯誤畫面 #16772",BPM平台系統,資訊類相關服務,電腦申請單,系統無法登入,BPM平台系統,點選 電腦申請單 出現錯誤畫面,0
"APP0017224無法抽單,請協助抽單",BPM平台系統,資訊類相關服務,電腦申請單,相關操作詢問,BPM平台系統,APP24無法抽單 請協助抽單,0
操作電腦四年舊換新時出現錯誤訊息，該資產編號名下無保管人，無法繼續操作申請  #16060,BPM平台系統,資訊類相關服務,電腦申請單,相關操作詢問,BPM平台系統,操作電腦四年舊換新時出現錯誤訊息 該資產編號名下無人 無法繼續操作申請,0
"目前在進行申請vendor vode的流程, 廠商在上傳自評時, 在”維護廠商基本資料”的按鈕操作有問題, 按了沒有反應, 也沒有跳出任何頁面.  已有換過兩台電腦, 並且用過IE以及Chrome兩種瀏覽器, 都沒有辦法  還請提供協助, 謝謝",BPM平台系統,品保類相關服務,廠商稽核系統,相關操作詢問,BPM平台系統,目前在進行申請vendor vode的流程  廠商在上傳自評時  在”維護廠商資料”的按鈕操作有問題  按了沒有反應  也沒有跳出頁面.  已有換過兩台電腦  用過IEChrome兩種瀏覽器  都沒有辦法  還請提供協助,0
請幫忙抽單，APP0017668，17741,BPM平台系統,資訊類相關服務,電腦申請單,相關操作詢問,BPM平台系統,請幫忙抽單 APP68,0
填寫完送出時整個當掉,BPM平台系統,資訊類相關服務,電腦申請單,相關操作詢問,BPM平台系統,填寫完送出時整個當掉,0
因重複填寫請協助將電腦申請單app0018183抽單~謝謝,BPM平台系統,資訊類相關服務,電腦申請單,相關操作詢問,BPM平台系統,因重複填寫請協助將電腦申請單app83抽單,0
"如何申請測試用的治具電腦, 並有特殊的規格需求?",BPM平台系統,資訊類相關服務,電腦申請單,相關操作詢問,BPM平台系統,申請測試用的治具電腦  並有特殊的規格需求,0
舊資產已減損，但仍顯示在系統中，無法申請新電腦,BPM平台系統,資訊類相關服務,電腦申請單,關卡流程詢問,BPM平台系統,舊資產已減損 但仍顯示在系統中 無法申請新電腦,0
"http://myquick/顯示""Internet Explorer 無法顯示網頁""，請協助處理，今天有必要作業需要完成。",內部資訊系統,QUICK,QUICK 首頁,無法開啟網頁,內部資訊系統,Explorer 無法顯示網頁   有必要作業需要完成,3
Myquanta首頁打不開，19999接不完,內部資訊系統,QUICK,QUICK 首頁,無法開啟網頁,內部資訊系統,Myquanta首頁打不開 接不完,3
無法連線取得薪資訊息顯示,內部資訊系統,人資資訊系統,薪資相關服務,薪資單郵件無法開啟,人資資訊系統,無法連線取得薪資訊息顯示,2
"Outlook開啟薪資明細時會出現下面的訊息  ""此內容無法透過您目前的認證進行存取。您要使用Microsoft 帳戶來存取此內容嗎?""  如果按是會出現  ""已取消瀏覽該網頁""的網頁  按否則會出現下面的訊息  ""嘗試連線到Active Directory Rights Management Services 伺服器時發生錯誤。請稍後再試或聯絡您的系統管理員""",內部資訊系統,人資資訊系統,薪資相關服務,薪資單郵件無法開啟,人資資訊系統,Outlook開啟薪資明細時會出現下麵的訊息   此內容無法透過您目前的認證進行存取 您要使用Microsoft 帳戶來存取此內容嗎    按是會出現   已取消瀏覽該網頁 的網頁  按會出現下麵的訊息   嘗試連線到Active Directory Rights Management Services 伺服器時發生錯誤 請稍後再試或您的系統管理員,2
這封郵件含有限制的權限，在您確認憑證之前無法在讀取窗格中檢視郵件。請開啟項目，已讀取內容並確認您的憑證。  此內容無法透過您目前的認證進行存取。您要使用Microsft帳戶來存取此內容嗎?,內部資訊系統,人資資訊系統,薪資相關服務,薪資單郵件無法開啟,人資資訊系統,這封郵件含有限制的權限 在您憑證之前無法在讀取窗格中檢視郵件 請開啟項目 已讀取內容您的憑證   此內容無法透過您目前的認證進行存取 您要使用Microsft帳戶來存取此內容嗎,2
近2個月薪資單郵件都無法開啟。,內部資訊系統,人資資訊系統,薪資相關服務,薪資單郵件無法開啟,人資資訊系統,近2個月薪資單郵件都無法開啟,2
無法開啟有權限的信件,內部資訊系統,人資資訊系統,薪資相關服務,薪資單郵件無法開啟,人資資訊系統,無法開啟有權限的信件,2
薪資明細單無法開啟，會發生錯誤。 分機 #11543,內部資訊系統,人資資訊系統,薪資相關服務,薪資單郵件無法開啟,人資資訊系統,薪資明細單無法開啟 會發生錯誤,2
"固定資產減損單單號：APP0014849,我主管已經簽核完,NB也還給MIS,為何還有一人一機電腦使用宣導通知?檢查我的資產還在我帳上,可以幫忙處理一下嗎?謝謝",BPM平台系統,事務類相關服務,固定資產減損申請單,相關操作詢問,BPM平台系統,固定資產減損號 APP49 我已經簽核完 NB也還給MIS 一人一機電腦使用宣導通知 檢查我的資產還在我帳上 可以一下嗎,0
分機: 16389  問題: 表單流程有誤，主管簽核帶錯人員，請協助修正。,BPM平台系統,事務類相關服務,固定資產減損申請單,關卡流程詢問,BPM平台系統,表單流程有誤 簽核帶錯人員 請協助修正,0
桌上型電腦年限久遠不堪使用，欲報廢處理。,BPM平台系統,事務類相關服務,固定資產減損申請單,關卡流程詢問,BPM平台系統,桌上型電腦年限久遠不堪使用 欲報廢,0
資料填錯，單號為APP0010805，因為沒有權限可以抽單，所以麻煩相關人員幫忙抽單 #15360,BPM平台系統,事務類相關服務,固定資產減損申請單,相關操作詢問,BPM平台系統,資料填錯 單號為APP05 沒有權限可以抽單 相關人員幫忙抽單,0
"APP0009471已經簽核通過, 電腦已繳交宜芳, 兩天過後, 報廢的資產還掛在名下, 因此煩請確認流程上是否還欠何步驟, 謝謝",BPM平台系統,事務類相關服務,固定資產減損申請單,關卡流程詢問,BPM平台系統,APP71已經簽核  電腦已繳交宜芳  兩天過後  報廢的資產還掛在名下  流程上是否還欠何步驟,0
"廠商展延申請單已簽核完畢, 目前停留在系統執行階段, 想知道何時可以處理完畢",BPM平台系統,事務類相關服務,廠商展延申請單,關卡流程詢問,BPM平台系統,廠商展延申請單已簽核完畢  目前停留在系統執行階段  想知道可以完畢,0
"出現Sorry, Error of Operation的訊息, 無法開單",BPM平台系統,事務類相關服務,固定資產減損申請單,系統無法登入,BPM平台系統,出現Sorry  Error of Operation的訊息  無法開單,0
客人長期入廠門禁無法轉單展延 或系統回覆展延成功 卻找不到 單子.,BPM平台系統,事務類相關服務,廠商展延申請單,相關操作詢問,BPM平台系統,客人長期入廠門禁無法轉單展延 或系統回覆展延成功 卻找不到 單子,0
EXT:11004  生產大樓外帶證有問題請儘快協助處理.,BPM平台系統,事務類相關服務,電腦外帶證申請單,相關操作詢問,BPM平台系統,生產大樓外帶證有問題,0
"1.因HDD損壞,重新購置的HDD容量與原來不同,.資產編號貼紙已更換(變更為正確的HDD容量)  2.因考慮大陸出差,安檢人員可能會發現系統與機台設備有差異,而遭到刁難,故要重新申請外帶證  3.申請單出現""此資產已存在申請單APP0008132,請先辦理停用!  請問要如何辦理停用及後續申請流程?  謝謝!",BPM平台系統,事務類相關服務,電腦外帶證申請單,相關操作詢問,BPM平台系統,1.因HDD損壞 重新購置的HDD容量與原來 .資產編號貼紙已更換 變正確的HDD容量   2.因考慮 安檢人員會發現系統與機台設備有差異 而遭到刁難 故要重新申請外帶證  3.申請單出現 此資產已存在申請單APP32 請先辦理停用   請問要辦理停用及後續申請流程,0
資產編號990110400輸入後，顯示找不到該資產,BPM平台系統,事務類相關服務,電腦外帶證申請單,相關操作詢問,BPM平台系統,資產編號輸入後 顯示找不到該資產,0
電腦外帶証申請單 保管人無法帶入  分機: 16508,BPM平台系統,事務類相關服務,電腦外帶證申請單,相關操作詢問,BPM平台系統,電腦外帶証申請單 人無法帶入,0
需要將8/28申請的電腦外帶申請單APP0012484，做修改或是刪除的動作。  EXT:12292,BPM平台系統,事務類相關服務,電腦外帶證申請單,相關操作詢問,BPM平台系統,需要將8/28申請的電腦外帶申請單APP84 做修改刪除的動作,0
"無法送出,顯示網域發生問題",BPM平台系統,業務類相關服務,Customer Data,系統無法登入,BPM平台系統,無法送出 顯示網域發生問題,0
無法填寫外帶證申請單,BPM平台系統,事務類相關服務,電腦外帶證申請單,相關操作詢問,BPM平台系統,無法填寫外帶證申請單,0
17086 目前出差(18217599637 大陸號碼) BPM非標單進入系統一片空白 試連其他項目正常,BPM平台系統,品保類相關服務,非標準材料鑑審表,系統無法登入,BPM平台系統,目前出差號碼  BPM非標單進入系統一片空白 試連項目正常,0
在process 串簽列要加人的時候系統會出現“原始流程取得錯誤，請關掉視窗，切回表單，重新進入流程後繼續操作！！” 這個訊息按掉後，串簽單的人員全部都會消失，然後無法在更動。,BPM平台系統,品保類相關服務,非標準材料鑑審表,系統無法登入,BPM平台系統,在process 串簽列要加人的系統會出現“原始流程取得錯誤 請關掉視窗 切回表單 重新進入流程後繼續操作  ” 訊息按掉後 串簽單的人員全部都會消失 無法在更動,0
"出差在大陸,無法連上出勤系統,無法申請補登及加班。",內部資訊系統,人資資訊系統,出勤相關服務,補登問題,人資資訊系統,出差 無法連上出勤系統 無法申請補登及加班,2
加班申請單，抽單問題，分機12603,內部資訊系統,人資資訊系統,出勤相關服務,加班問題,人資資訊系統,加班申請單 抽單問題,2
10/7 請假謙和完成，狀態仍異常 #16469,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,人資資訊系統,10/7 請假謙和完成 狀態仍異常,2
10/7 請假謙和完成，狀態仍異常 #16469,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,人資資訊系統,10/7 請假謙和完成 狀態仍異常,2
10/7 請假謙和完成，狀態仍異常 #16469,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,人資資訊系統,10/7 請假謙和完成 狀態仍異常,2
請問為何我會收到以下這些人的請假簽核通知呢？似乎都是“BU10事業部軟體組軟體三處軟體一課”的同仁  10505030  許永芳   10008039  黃飛翔   10108113  李忠謙   10405032  吳品品   10512003  吳雲漢   10509079  吳宗儒,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,人資資訊系統,請問我會收到以下人的請假簽核通知呢 似乎都是“BU10事業部軟體組軟體三處軟體一課”的同仁    許永芳     黃飛翔     李忠謙     吳品品     吳雲漢     吳宗儒,2
在主管簽核中，無法列出所有預報加班的申請單，無法一次簽核。#13099,內部資訊系統,人資資訊系統,出勤相關服務,加班問題,人資資訊系統,在簽核中 無法列出所有預報加班的申請單 無法一次簽核,2
請假作業系統與BPM系統都進不去,內部資訊系統,人資資訊系統,出勤相關服務,請假問題,人資資訊系統,請假作業系統與BPM系統都進不去,2
"請假作業系統無法使用. 出現錯誤訊息如下.    ''/BPMPortal'' 應用程式中發生伺服器錯誤。  --------------------------------------------------------------------------------  編譯錯誤   描述: 資源編譯無法完成 (錯誤發生於服務要求)。請檢閱下列的特定錯誤詳細資料，並視情況修改您的原始程式碼。     編譯器錯誤訊息: CS0126: 需要可轉換為 ''bool'' 型別的物件    原始程式錯誤:  行 1787:            {  行 1788:                MasterPage.AlertMessage(""請確認請假開始日期格式為 YYYYMMDD ，Ex: 20170101 !"");  行 1789:                return;  行 1790:            }  行 1791:            if (!IsDate(txtEnddat.Text.Trim()))    原始程式檔: c:\inetpub\wwwroot\BPMPortal\Program\GWF062\GWF062_New.aspx.cs    行: 1789",內部資訊系統,人資資訊系統,出勤相關服務,請假問題,人資資訊系統,請假作業系統無法使用. 出現錯誤訊息.    ''/BPMPortal'' 應用程式中發生伺服器錯誤                                                                                     編譯錯誤   描述  資源編譯無法完成  錯誤發生於服務要求  請檢閱下列的特定錯誤詳細資料 並視情況修改您的原始程式碼      編譯器錯誤訊息  CS0126  需要可轉換為 ''bool'' 型物件    原始程式錯誤   行 1787                行 1788                 MasterPage.AlertMessage  請假日期格式為 YYYYMMDD  Ex         行 1789                 return   行 1790                行 1791             if   IsDate txtEnddat.TTrim        原始程式檔  c \inetpub\wwwroot\BPMPortal\Program\GWF062\GWF062_New.aspx.cs    行  1789,2
同仁需簽核預報加班，但是點那筆單子進去是空白的。,內部資訊系統,人資資訊系統,出勤相關服務,加班問題,人資資訊系統,同仁需簽核預報加班 點那筆單子進去是空白的,2
"預報加班系統申請加班送出,但系統停在""Please wait..""  另外,有請另一個同事預報加班也碰到一樣的問題.",內部資訊系統,人資資訊系統,出勤相關服務,加班問題,人資資訊系統,預報加班系統申請加班送出 但系統停在 Please wait..    有請同事預報加班也碰到的問題,2
使用者反應出勤系統主管選單無法下載出勤紀錄，請協助處理,內部資訊系統,人資資訊系統,出勤相關服務,加班問題,人資資訊系統,出勤系統選單無法下載出勤紀錄,2
"10/3 我正常8:33上班,6:10左右刷卡下班,為什麼我的下班出勤紀錄是08:33  日期 上班時間 下班時間   20141003 0833  0833    還收到信出勤異常?  您好:提醒您，截至 20141005 為止您尚有 10月 1筆出勤異常，請您盡快至出勤系統處理，或提醒您的主管進行簽核，謝謝!",內部資訊系統,人資資訊系統,出勤相關服務,補登問題,人資資訊系統,10/3 我正常8 33上班10左右刷卡下班 我的下班出勤紀錄是08 33  日期 上班時間 下班時間    0833  0833    還收到信出勤異常    提醒您   為止您尚有 10月 1筆出勤異常 請您至出勤系統 或提醒您的進行簽核,2
2018/06/26沒有下班時間，無法申報加班,內部資訊系統,人資資訊系統,出勤相關服務,加班問題,人資資訊系統,2018/06/26沒有下班時間 無法申報加班,2
8/16出勤發生異常。8/16有公出，由於不確定與客人的會議和時結束，先請公出假0900~1800。  當天會議結束後回到公司是3點。我早上是8點4分進公司，5點38分已經達到正常的上班時數，接著去了康達館。  但系統認定是我在公出期間去了康達館，所以出勤異常。  8/18早上處理後恢復正常，下午又異常了  8/16有加班，主管須在今天統整加班時數，煩請盡快處理。Thanks  刷卡紀錄:  20160816 工作日 進 0804 北右2進-PCM-2FB-02 ----------------------->上班  20160816 工作日 出 0822 1F 訪客S區 自動GATE(G->會客區) --->公出開始  20160816 工作日 進 1508 1F訪客N區自動GATE(會議室-->R) ---->公出結束回到公司  20160816 工作日 出 1738 北右3出-PCM-2FB-05 ---------------------->進康達館  20160816 工作日 進 1939 南左2進-PCM-2FC-01 ---------------------->回來加班  20160816 工作日 出 2055 北右3出-PCM-2FB-05 ---------------------->下班,內部資訊系統,人資資訊系統,出勤相關服務,加班問題,人資資訊系統,8/16出勤發生異常 8/16有公出 不確定與客人的會議和時結束 先請公出假0900 1800   當天會議結束後回到公司是3點 我早上是8點4分進公司 5點38分已經達到正常的上班時數 去了康達館   但系統認定是我在公出期間去了康達館 出勤異常   8/18早上後恢復正常 下午又異常了  8/16有加班 須在統整加班時數    刷卡紀錄    工作日 進 0804 北右2進 PCM 2FB 02                         上班   工作日 出 0822 1F 訪客S區 自動GATE G  會客區      公出   工作日 進 1508 1F訪客N區自動GATE 會議室   R       公出結束回到公司   工作日 出 1738 北右3出 PCM 2FB 05                        進康達館   工作日 進 1939 南左2進 PCM 2FC 01                        回來加班   工作日 出 2055 北右3出 PCM 2FB 05                        下班,2
在家裡連vpn就上不了請假單，在公司就可以  #15870,BPM平台系統,人資類相關服務,請假申請單,系統無法登入,人資資訊系統,在家裡連vpn就上請假單 在公司就可以,2
myquanta進不去,BPM平台系統,人資類相關服務,請假申請單,系統無法登入,人資資訊系統,myquanta進不去,2
主管已經簽核請假單，但現在想取消假單，請協助，謝謝!!,BPM平台系統,人資類相關服務,請假申請單,相關操作詢問,人資資訊系統,已經簽核請假單 但現在想取消假單 請協助,2
這張MRO- 1700077849，後來簽核完後，要求更改ship-to地點去QSMC，廠商願意以原本這張MRO　PO配合送過去QSMC，所以當時沒有更改  現在物品也寄送完畢，這張PO也進廠商系統了。  但請款這邊，會計告知無法作帳，PO ship to 一定得是QSMC 與Invoice一樣  要詢問MIS這邊能不能協助更改?,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,BPM平台系統,這張MRO   簽核完後 要求更改sp to地點去 廠商願意以原本這張MRO PO配合送過去 當時沒有更改  現在物品也寄送完畢 這張PO也進廠商系統了   但請款 會計告知無法作帳 PO sp to 一定得是 與Invoice  要詢問MIS能協助更改,0
MRO填寫日期時會一直要求重新輸入正確日期,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,BPM平台系統,MRO填寫日期時會要求重新輸入正確日期,0
使用者反應無法更新採購人員清單，請協助處理,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,無法更新採購人員清單,0
"MRO#APP0455569 (PO#1900073981) / APP0451801 (PO#1900073978) were shipped to QCA Building 2, I can''t find these two MROs in ""Receiveing Material Process"" and proceed shipment receiving, please check and advise how to solve it, thanks a lot.",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,BPM平台系統,MRO APP69  PO   / APP01  PO   were spped to QCA Building I can''t find these two MROs in  Receiveing Material Process  and proceed spment receiving  please check and advise how to solve it   a lot,0
連進去會error，且顯示程式碼錯誤。  #17356,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,BPM平台系統,連進去會error 且顯示程式碼錯誤,0
MRO收料 系統錯誤,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,BPM平台系統,MRO收料 系統錯誤,0
資料填完送出之後系統發生error Mssage 但有產生單號.請協助處理   EXT:12393,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,資料填完送出之後系統發生error Mssage 但有產生單號.,0
請問 QDSM 上傳格式(如附件)有更新嗎?    請幫忙設定3個管理員  QSMC-NB3-RD2   于溪臣 一课和二课  雷远宁 三课  王景云 四课,R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,R&D資訊系統,請問 QDSM 上傳格式 如附件 有更新嗎     請3個管理員   NB3 RD2   於溪臣 一課和二課  雷遠寧 三課  王景雲 四課,1
"關於 QDSM 設備對應 SubClass 的問題  Daisy 本來上傳 device list之後 ok, 點進去編輯 就會發現subclass 改變 或是 不見",R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,R&D資訊系統,QDSM 設備對應 SubClass 的問題  Daisy 本來上傳 device list之後 ok  點進去編輯 就會發現subclass 改變  不見,1
請您協助將QDSM user “Iris Ho (何夢瑩)” device owner的舊工號改為新工號，謝謝。    舊工號10006095  新工號10206045,R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,R&D資訊系統,請您協助將QDSM  “Iris Ho  何夢瑩 ” device owner的舊改為新      舊  新,1
"1.之前原掛在我身上的device 部門是在NB1 且應該已經刪除-1． 原NB1下的所有設備資料從資料庫清除 * (之前組織變動有送單,(http://qcibpm/BpmPortal/Program/GWF016/QueryForm.aspx?FORMID=GWF016&APPLID=1600003991 )我也確認過以為OK)  2.剛有人要跟我借東西才發現以下問題,  卻在MIS-2 發現我有掛資產 且我一看資料似乎是從NB1 device 移過來的    3.希望可以把有掛我的名字且在MIS-2部門底下的device 刪除 (那些devcie 已不在我身上)",R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,R&D資訊系統,1.之前原掛在我身上的device 部門是在NB1 且應該已經刪除 1. 原NB1下的所有設備資料從資料庫清除    之前組織變動有送單    我也過以為OK   2.剛有人要跟我借東西才發現以下問題   卻在MIS發現我有掛資產 且我一看資料似乎是從NB1 device 移過來的    3.希望可以把有掛我的名字且在MIS 2部門底下的device 刪除  devcie 已不在我身上,1
因部門內部device進行整合動作，以下部分需要MIS協助:  1. device transfer時有問題，因需將device轉給NB3-RD2的owner，但在轉換時發現device僅將owner轉換，department仍為NB3-RD1，導致無法管理這些device，需協助更改。  2. 將NB3-RD2修改為SIT3。  3. 隱藏NB3-RD1。  3. 提供device list(含流水號)以便圖片更新。,R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,R&D資訊系統,因部門內部device進行整合動作 以下部分需要MIS協助   1. device transfer時有問題 因需將device轉給NB3 RD2的owner 但在轉換時發現device僅將owner轉換 department仍為NB3 RD1 導致無法管理device 需協助更改   2. 將NB3 RD2修改為SIT3   3. 隱藏NB3 RD1   3. 提供device list 含流水號 圖片更新,1
"因目前需匯入大量device資訊，先前有提出需求新增win8, 8.1的OS選項，但現在Excel Import並不能匯入有win8, 8.1的excel table，請協助function work，謝謝!",R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,R&D資訊系統,因目前需匯入大量device資訊 先前有提出需求新增win8  8.1的OS選項 但現在Excel Import並匯入有win8  8.1的excel table 請協助function work,1
"1. 因部門內部在進行設備整合的動作需要將部分設備(約400項)ODSM device ID變更, 但目前在系統上device ID不能變更，請問MIS可否協助變更。 或是協助將圖檔資料匯出，目前需重新編碼的device ID屬NB3-RD1，分類為:AUD, CAM, CAR, DIS, FC, KM, LAN, M, OP, SIM, TOOL, WI。   2. 目前QDSM系統上新增Device的設備資訊中，OS欄位目前僅有Win7, Vista XP, Linux, WinCE, Others，希望可以新增Win8, Win8.1的選項，以便維護設備資訊。",R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,R&D資訊系統,1. 因部門內部在進行設備整合的動作需要將部分設備 約400項 ODSM device ID變更  但目前在系統上device ID變更 請問MIS可否協助變更  協助將圖檔資料匯出 目前需重新編碼的device ID屬NB3 RD1 分類為 AUD  CAM  CAR  DIS  FC  KM  LAN  M  OP  SIM  TOOL  WI    2. 目前QDSM系統上新增Device的設備資訊中 OS欄位目前僅有Win7  Vista XP  Linux  WinCE  Others 希望可以新增Win8  Win8.1的選項 維護設備資訊,1
因部門設備整合之需，將原NB3-RD1/RD2之設備整併為SIT3  但我們在驗證過之後，發現管理權限仍然有問題，把掛在SIT3下的Device轉給隸屬GR301的人後，  仍無法進行設備的管理或借還，請協助問題處理，謝謝。,R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,R&D資訊系統,因部門設備整合之需 將原NB3 RD1/RD2之設備整併為SIT3  但在驗證過之後 發現管理權限有問題 把掛在SIT3下的Device轉給隸屬GR301的人後   仍無法進行設備的管理或借還 請協助問題,1
"請問QDSM系統   1.是否能多筆資料一起刪除  2.請問之前歸還物品會有Mail,現在都沒有Mail通知;此項功能是否已停止",R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,R&D資訊系統,請問QDSM系統   1.是否能多筆資料一起刪除  2.請問之前歸還物品會有Mail 現在都沒有Mail通知 此項功能是否已停止,1
"點選excel import連結，系統回復應用程式中發生伺服器錯誤    行 67:         string FileName = """";  行 68:   行 69:         localFiles = Directory.GetFiles(iLogFolder);  行 70:         int filecount = 0;  行 71:         foreach (string file in localFiles)",R&D資訊系統,測試相關服務,【QDSM】測試設備預約管理系統,相關操作詢問,R&D資訊系統,點選excel import連結 系統回復應用程式中發生伺服器錯誤    行 67          string FileName        行 68    行 69          localFiles   Directory.GetFiles iLogFolder    行 70          int filecount    行 71          foreach  string file in localFiles,1
