description,category_a,category_b,category_c,category_d,category,description_clean,category_target
logon dail   VNC ip address 10.242.172.168   password :000000,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,logon dail   vnc ip address 10.242.172.168   password,0
168帳號被鎖住,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,168帳號被鎖住,0
SAP印出空白文件，需要重新設定,SAP-168(QCI),Basis,印表機,設定,SAP-168,sap印出空白文件需要重新設定,0
User反應168及268無法登入，請幫忙處理，謝謝！,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,168及268,0
SAP畫面進去很慢，延遲很嚴重，晚點就會當掉。重新連線後，每個步驟都很慢。,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap畫面進去很慢延遲很嚴重晚點就會當掉重新連線後每個步驟都很慢,0
放量的網站無法進入  qsbn.ap...,SAP-168(QCI),PP,其它,SCITS,SAP-168,的網站  qsbn.ap..,0
登入無法執行,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,登入無法執行,0
user登入SAP後無法動作.,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,登入sap後無法動作,0
C-SAP35  loading error : SAP GUI Resource..  #12502,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,csap35  loading error  sap gui resource..,0
ZCR 可以開SO 但執行其他動作卻出現錯誤訊息 想詢問是否有權限限制 請協助處理,SAP-168(QCI),SD,Sales Process,SO issue,SAP-168,zcr 可以開so 但執行動作卻訊息 是否有權限限制,0
#12387  變更密碼之後，帳號無法進入SAP,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,變更密碼之後帳號sap,0
已申請帳號但無法登入 #16786,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,已申請帳號但,0
會計部門申請修改報廢申請書ext 11408,SAP-168(QCI),QM,其它,問題解決及操作,SAP-168,會計部門申報廢申請書,0
南棟 6F NB4  分機 18687  需安裝SAP  且 不確定是否要新申請依個USER 帳號,SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,南棟 6f nb4     需安裝sap  且 不確定是否要新申請依個 帳號,0
#12450  SAP系統操作緩慢。,SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,sap系統操作緩慢,0
詢問ZVE4 ; ZFOR ; OR type等問題,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP-168,詢問zve4  zfor  or type等問題,0
Zv29帶出來的有些單價會是零，而且太慢，是否有其他的可以使用,SAP-168(QCI),SD,Project,Quotation,SAP-168,zv29帶出來的單價會是零太慢是否有的可以使用,0
SAP帳號被鎖  #11411,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap帳號被鎖,0
"USER有帳號問題,請協助處理,謝謝!",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,有帳號問題,0
"user反應做Credit memo時出現已做過的訊息,user用Delivery號碼:451911018去查詢,顯示是沒開過Credit memo,煩請相關同仁協助處理.",SAP-168(QCI),SD,Sales Process,Delivery issue,SAP-168,做credit memo時出現已做過的訊息用delivery號碼去顯示是沒開過credit memo相關,0
#17481  原本在SAP上作業都可以直接編輯，現在都變為下載另存新檔,SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,原本在sap上作業都可以直接編輯現在都變為下載另存新檔,0
"user用二層式Account 時,ZMD5出現無權限訊息...之前一層Account時是可以run.",SAP-168(QCI),PP,BOM,Cost BOM,SAP-168,用二層式account 時zmd5出現無權限訊息...之前一層account時是可以run,0
"出現密碼錯誤訊息,上禮拜有登入成功過",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,出現密碼錯誤訊息有登入成功過,0
同仁在上海出差，忘記自己的密碼而無法登入SAP系統,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,忘記的密碼而sap系統,0
"MM01 shows ""the group data for the material is locked by ESSA03"".",SAP-168(QCI),PP,Master Data,料號問題,SAP-168,mm01 shows the group data for the material is locked by essa03,0
原本可以使用MR08，今天突然不能使用，請協助會計將權限修改回來。,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,原本可以使用mr08突然不能使用會計將權限回來,0
"PLM系統的單位用量與SAP系統的單位用量不同,請幫忙調查處理,謝謝!",SAP-168(QCI),PP,其它,問題詢問及操作,SAP-168,plm系統的單位用量與sap系統的單位用量調查,0
Critix找部道路由...吳法login,SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,critix找部道路由...吳法login,0
User反應用二層式架構後原有權限不見.,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,用二層式架構後原有權限不見,0
SAP無法下載表格,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap無法下載表格,0
"下載T-code:ZMB5 , 料號顯示為舊價格",SAP-168(QCI),MM,Purchasing,Master data,SAP-168,下載tcodezmb5  料號顯示為舊價格,0
SAP連不上,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap連不上,0
can''t log on SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,can''t log on sap,0
nb1sales01這個帳號被lock住了,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,nb1sales01帳號被lock住了,0
"出貨要更新168及208的價格,但現在價格無法更新,請協助處理,謝謝",SAP-168(QCI),SD,Sales Process,Delivery issue,SAP-168,出貨要更新168及208的價格但現在價格無法更新,0
User can''t log in to SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,can''t log in to sap,0
168速度很慢,SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,168速度很慢,0
"USER要建立sold to party,需要申請一個customer code,請協助其處理,分機382-13164",SAP-168(QCI),SD,Master Data,Customer Code Create,SAP-168,要建立sold to party需要申請一個customer code,0
Citrix  無法使用,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,citrix,0
ZV1B不能使用,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP-168,zv1b不能使用,0
登入sap22之後，想要登入218，無法登入。  前幾天都可以登入218，今天不行登入。  EXT:15728,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,登入sap22之後登入218  前幾天都可以登入218不行登入,0
user 欲查詢以前QCI的delivery and SO的資料,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP-168,欲以前qci的delivery and so的資料,0
"user無法登入,qsmcctclient28",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,ctclient28,0
my quanta中 登錄Icon 遺失,SAP-168(QCI),Basis,帳號,新申請,SAP-168,my quanta中 登錄icon 遺失,0
run ZMQW fail,SAP-168(QCI),SD,Project,3rd party issue,SAP-168,run zmqw fail,0
user想申請權限,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,想申請權限,0
sales查詢產線及產銷的PO,SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,sales產線及產銷的po,0
T-code:ZVTP，上檔案問題。#11615,SAP-168(QCI),SD,Sales Process,SO issue,SAP-168,tcodezvtp上檔案問題,0
要查SIBU的SAP第一層帳號。,SAP-168(QCI),Basis,帳號,新申請,SAP-168,要查sibu的sap第一層帳號,0
SAP 無法login  EXT:17327,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap 無法login,0
"user之前有申請過權限,內容是複制主管的權限,但目前仍有一些程式無法使用",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,之前有申請過權限內容是複制的權限但目前仍有一些程式,0
新增印表機如何設定 聯絡電話 15354,SAP-168(QCI),Basis,印表機,設定,SAP-168,新增印表機設定,0
user表示說SAP帳號進不去,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,表示說sap帳號進不去,0
需要幫新人申請授權,SAP-168(QCI),Basis,帳號,新申請,SAP-168,需要幫新人申請授權,0
SAP 資料庫無法查詢,SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,sap 資料庫無法,0
"可以logon,但是perfomance不好.",SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,可以logonperfomance不好,0
sap logon fail-MSN FIX,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap logon failmsn fix,0
連不上CAAP34.,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,連不上caap34,0
ME1M已登入但無法使用,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,me1m已登入但,0
使用者在SO(已出delivery)重新更改價格後，系統出現該SO警訊訊息。,SAP-168(QCI),SD,Sales Process,SO issue,SAP-168,在so已出delivery重新更改價格後系統出現該so警訊訊息,0
無法在http://myquanta/Intrasystem/default.aspx 看到SAP ICON.請協助~~~,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法在 看到sap icon,0
資料無法下載到本機   #15830,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,資料無法下載到本機,0
"會計部門,無法登入帳號,分機1141,請幫忙,謝謝!!",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,會計部門帳號,0
"Can''t login SAP. Error message ""Password error!""  #41596",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,can''t login sap. error message password error,0
create INOVICE iSSUE,SAP-168(QCI),SD,Sales Process,Billing issue,SAP-168,create inovice,0
"USER 無法LOGON SAP 出現ERROR. (會計部門都進不出)QCIAP4,請儘速解決.",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon sap . 會計部門都進不出qciap4,0
user要刪除background作業 SAPF124 請幫忙協助處理,SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,要刪除background作業 sapf124,0
帳號被lock住,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,帳號被lock住,0
連遠端時需要SAP權限    #18295,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,連遠端時需要sap權限,0
"user 說無法登入SAP, 出現密碼錯誤 , (確定密碼是對的)分機 #15933",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,說sap 出現密碼錯誤  確定密碼是對的,0
申請共用帳號,SAP-168(QCI),Basis,帳號,新申請,SAP-168,申請共用帳號,0
"user使用ZV05要查價,會出現錯誤訊息,請協助其處理,分機5710",SAP-168(QCI),SD,Master Data,Price mapping issue,SAP-168,使用zv05要查價會訊息,0
"user 93012802,93071208表示之前有使用ZV33 download BOM權限,不知何故目前不行.請協助查詢並加回此權限",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,表示之前有使用zv33 download bom權限不知何故目前不行.並加回此權限,0
Two issue  1.SI:2006611089 couldn''t be processed Delivery & GI & Billing in 168.  2.SI:2006611043 couldn''t be processed Billing in 168.,SAP-168(QCI),SD,Sales Process,GI issue,SAP-168,two   1.si couldn''t be processed delivery  gi  billing in 168.  2.si couldn''t be processed billing in 168,0
sap logon fail the secord level,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap logon fail the secord level,0
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon sap,0
"分機號碼:6170,sap連線設定有問題",SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,號碼sap連線設定有問題,0
#16623   無法登入SAP系統  使用va01  csap35    昨天可以登入，今天無法登入,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap系統  使用va01  csap35    可以登入,0
請立即將24.25的資料upload，謝謝！分機#7324,SAP-168(QCI),HOME,WIN,問題解決及操作詢問,SAP-168,請立24.25的資料upload,0
南棟1樓採購部SAP印表機無法列印以及SAP系統速度慢,SAP-168(QCI),Basis,印表機,無法列印,SAP-168,南棟1樓採購部sap印表機無法列印sap系統速度慢,0
background job  no cost have no sucessful ...pls check!,SAP-168(QCI),PP,其它,問題詢問及操作,SAP-168,background job  no cost have no sucessful ...pls check,0
"無SAP畫面, 無法連線, 無法download 存檔資料",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無sap畫面 無法連線 無法download 存檔資料,0
user 進入畫面就當.,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,進入畫面就當,0
無法登入SAP35    TEL: 13346,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap35,0
CSAP31無法登入,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,csap31,0
"使用者登入時,會出現應用程式Hanging的狀況.請協助處理",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,登入時會出現應用程式hanging的狀況,0
"91110149,91092601 這兩個user 希望看1QN開頭的一字階料號.想要申請新帳號",SAP-168(QCI),Basis,帳號,新申請,SAP-168,這兩個 希望看1qn開頭的一字階料號.申請新帳號,0
"USER反應帳號被LOCK住,煩請相關同仁協助處理.",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,帳號被lock住相關,0
價錢問題  導致PO 無法開立,SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,價錢問題  導致po 無法開立,0
無法進入sap system in 168,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap system in 168,0
"USER因部門更換,換了一個新的SAP的ID,但新的ID所能處理的功能太陽春,不敷使用,煩請相關同仁協助處理 (林口廠#2631)",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,因部門更換換了一個新的sap的id但新的id所能的功能太陽春不敷使用相關 廠,0
"PLM 的料號已 release, 但一直沒同步到 SAP",SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,plm 的料號已 release 但沒同步到 sap,0
SAP無去登入,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap無去登入,0
sap-21帳號無法登入  csap34也無法登入  分機：15594,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap21帳號  csap34也,0
SAP Citrix 無法登入  EXT:17123,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap citrix,0
"3248 , 168 sap can not log in",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,168 sap can not log in,0
CSAP33無法登入 #17043,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,csap33,0
user反映說帳號被locked,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,帳號被locked,0
北棟五樓晶片系統實驗室網路全部不通，分機１２０３０,SAP-168(QCI),Basis,帳號,新申請,SAP-168,北棟五樓晶片系統實驗室網路全部不通,0
是否可  修改 Delivery 日期   #13612,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP-168,是否可   delivery 日期,0
"User(#17527)反應列印領料單時,列印結果格式出現異常(昨天還可正常使用),煩請協助調整設定~",SAP-168(QCI),Basis,印表機,設定,SAP-168,反應列印領料單時列印格式出現異常還可正常使用協助調整設定,0
密碼改了進不去 分機:11279,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,密碼改了進不去,0
"重新安裝後無法logon SAP,請協助處理,user在林口場,分機:2520",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,重新安裝後無法logon sap場,0
sap logon fail,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap logon fail,0
無法從MyQuanta login SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法從myquanta login sap,0
QCA 3 無法列印SAP資料,SAP-168(QCI),Basis,印表機,無法列印,SAP-168,qca無法列印sap資料,0
User今天搬進QRDC，印表機PSA1 IP已改變，IP-->NB1-Sales5M，請幫忙處理，謝謝！,SAP-168(QCI),Basis,印表機,設定,SAP-168,搬進qrdc印表機psa1 ip已改變ipnb1sales5m,0
採購權限不足 ext. 43156 (In QSMC),SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,採購權限不足   in,0
使用者匯率換算有問題，麻煩處理，謝謝！,SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,匯率換算有問題,0
SAP 帳號無法使用,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap 帳號,0
user在creat delivery時不知道要怎摩選擇type,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP-168,在creat delivery時不知道要怎摩選擇type,0
SAO 168 無法進入,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sao 168,0
"首頁點選項無反應, 麻煩協助處理,謝謝!!  #13761",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,首頁點選項無反應,0
user想要將放量release..,SAP-168(QCI),QM,其它,手動放量,SAP-168,將release.,0
在公司外使用VPN登入 無法連線,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,在公司外使用vpn登入 無法連線,0
T-Code : ZMMIH 無法列印,SAP-168(QCI),Basis,印表機,無法列印,SAP-168,tcode  zmmih 無法列印,0
電腦重新安裝執行，即使按照步驟儲存檔案，也無法打開，請協助幫忙,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,電腦重新安裝執行步驟儲存檔案也無法打開幫忙,0
"user反應需要刪除job,T-code : ZV21,ZMBR,ZB99....等,煩請相關同仁連絡user協助處理 #1415",SAP-168(QCI),Basis,其它,刪除Job,SAP-168,需要刪除jobtcode  zv21zmbrzb99....等相關,0
Thin Client CSAP33無法登入  ext:15043,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,tn client csap33,0
292無法退料--採購無建價,SAP-168(QCI),MM,其它,領退料問題,SAP-168,292無法退料採購無建價,0
"user反應無法登錄(86122201,94112126亦同),分機11442",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法登錄亦同,0
background job 被 cancel  ----報表,SAP-168(QCI),Basis,其它,刪除Job,SAP-168,background job 被 cancel  報表,0
因工作需求必須將sap印表機設定為AS-4050,SAP-168(QCI),Basis,印表機,設定,SAP-168,因工作需求將sap印表機設定為as,0
問題：申請權限進入ZMD4、ZMD5、ZMI1H  工號：100043H8  分機：17952,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,申請權限進入zmd4zmd5zmi1h  3h8,0
SAP程式改過導致無法列印,SAP-168(QCI),Basis,印表機,無法列印,SAP-168,sap程式改過導致無法列印,0
無法登入sap系統 (user反應其他人也有一樣的問題) #13591,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap系統 人也有的問題,0
無法將SAP上資料或檔案，另存到本機的其他folder。,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法將sap上資料或檔案另存到本機的folder,0
資料無法下載成Excel file,SAP-168(QCI),PP,其它,問題詢問及操作,SAP-168,資料無法下載成excel file,0
操作流程詢問,SAP-168(QCI),SD,其它,教育訓練,SAP-168,操作流程詢問,0
"user反應說在使用時出現錯誤訊息說code center有問題,分機382-13167",SAP-168(QCI),SD,Project,Quotation,SAP-168,在使用時訊息說code center有問題,0
user無sap權限,SAP-168(QCI),Basis,帳號,新申請,SAP-168,無sap權限,0
ssle order 100204401在 create delivery時顯示未完成,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP-168,ssle order 在 create delivery時顯示未完成,0
SAP 26、40無法登入。,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap 2640,0
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon sap,0
無法logon SAP  分機:18995,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon sap,0
無法登入SAP168,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap168,0
logon畫面都沒出來,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,logon畫面都沒出來,0
無法登入SAP  (急單),SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap  急單,0
HOME KEN CallOff 沒吃進去,SAP-168(QCI),HOME,KEN,問題解決及操作詢問,SAP-168,home ken calloff 沒吃進去,0
user 申請帳號失敗,SAP-168(QCI),Basis,帳號,新申請,SAP-168,申請帳號失敗,0
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon sap,0
要開ZP70權限，#15646,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,要開zp70權限,0
分機15927  帳號被lock住，無法進入SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,帳號被lock住sap,0
使用者 第二層帳號無法使用.,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,第二層帳號,0
在myquanta下看不到sap icon,SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,在myquanta下看不到sap icon,0
"電腦重灌之後,　ＳＡＰ已經安裝,　然而還是無法連上ＳＡＰ  使用者工號: 96051413 聯絡電話: 16185",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,電腦重灌之後 sap已經安裝 無法連上sap,0
"無法登入SAP,  顯示正在啓動, 但一直沒有登入畫面",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap  顯示啓動 但沒有登入畫面,0
"user反應 ZV17 列印有問題,請協助處理. #18916",SAP-168(QCI),Basis,印表機,無法列印,SAP-168,zv17 列印有問題.,0
權限不足    client 168  --->  Group ID  WBUSALES02  --- 增加T-code: CS03 / CS11,SAP-168(QCI),Basis,帳號,新申請,SAP-168,權限不足    client 168    group id  wbusales02   增加tcode cs03 / cs11,0
ZN26相關問題 煩請聯絡分機2631,SAP-168(QCI),SD,Master Data,Price mapping issue,SAP-168,zn26相關問題,0
"project ID ""YV3""  在 ZMI1 頁面中無法輸入資料",SAP-168(QCI),PP,Master Data,料號問題,SAP-168,project id yv3  在 zmi1 頁面中無法輸入資料,0
不知如何，  解ME22中Lock PO資料,SAP-168(QCI),MM,其它,其它,SAP-168,不知  解me22中lock po資料,0
詢問SAP相關事宜，希望能查詢之前sap的異動記綠。#11272,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,詢問sap相關事宜希望能之前sap的異動記綠,0
無法連CSP26,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法連csp26,0
#11481  部門內部有幾位新進人員已有帳號密碼，但沒有SAP路徑的權限,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,部門內部有幾位新進人員已有帳號密碼但沒有sap路徑的權限,0
SAP 168 account進不去,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap 168 account進不去,0
使用者詢問是否有替代料的T-Code可查詢,SAP-168(QCI),MM,其它,其它,SAP-168,詢問是否有替代料的tcode可,0
The user wonders whetever to apply group id or user id in SAP.,SAP-168(QCI),Basis,帳號,新申請,SAP-168,the  wonders whetever to apply group id or  id in sap,0
"user反映說SAP無法登入,會出現錯誤訊息",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap會訊息,0
"sap系統登入後, 一直無法出現自動更新後的畫面,",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap系統登入後 無法出現自動更新後的畫面,0
"SAP-ZWPD需將訂單轉出成pdf檔,麻煩協助,謝謝!!  #13529",SAP-168(QCI),Basis,印表機,設定,SAP-168,sapzwpd需將訂單轉出成pdf檔協助,0
使用者無法登入SAP系統，登入時會一直卡在正在建立連線的畫面。,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap系統登入時會卡在建立連線的畫面,0
User反應SAP168 ME57 出現error message 煩請協助處理.,SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,sap168 me57  message,0
SAP系統無法使用。,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap系統,0
帳號NB6MC01中的VMGA VPLD MV151等權限遺失,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,帳號nb6mc01中的vmga vpld mv151等權限遺失,0
新進人員-第二曾無法進入---協助建立,SAP-168(QCI),Basis,帳號,新申請,SAP-168,新進人員第二曾協助建立,0
使用者反應SAP登入有問題請協助處理,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap登入有問題,0
CSAP32。#12369,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,csap32,0
你好，使用SAP ZV14 下載資料，會發生部分SO撈不到的情形，請幫忙查一下原因。Thanks!    1. 進入SAP 使用T-code ZV14 下載 Order Balance Report  　Plant: CQ2A  　Sales Org: S7Q1  　勾選 V Including Balance =0! (只查未出貨的話就不選)  　勾選 V Sort by Material  　勾選 V Created by EDI  　勾選 V SO TYPE    2. 得出 Order Balance Report，但發現其中有些SO不在其中，例如：  So.NO.  Item  118502072  30  117840854  40  117840854  30  117840854  20  118785744  380  117839881  10  117840712  10  117840718  20  118558128  100  118487808  30  117976899  40  118496875  70  118496875  180  118496875  40  118496875  20    如果需要明細檔案的話請與我聯絡。Thanks!,SAP-168(QCI),SD,Sales Process,SO issue,SAP-168,使用sap zv14 下載資料會發生部分so撈不到的情形查一下原因    1. 進入sap 使用tcode zv14 下載 order balance report   plant cq2a   sales org s7q1   勾選 v including balance只查未出貨就不選   勾選 v sort by material   勾選 v created by edi   勾選 v so type    2. 得出 order balance report但發現so不在  so.no.  item    30    40    30    20        10    10    20    100    30    40    70    180    40    20    需要明細檔案,0
sap無法logon 請協助處理,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap無法logon,0
"user收到某物流寄來的畫面,上面有幾個呆料,user需要查出sales order number,但不知該如何處理,煩請Cicely協助處理.",SAP-168(QCI),SD,Sales Process,SO issue,SAP-168,收到某物流寄來的畫面上面有獃料需要查出sales order number但不知該cicely,0
sap logon fail,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap logon fail,0
"安裝Critix後,在Myquanta中還是看不到SAP Icon",SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,安裝critix後在myquanta中看不到sap icon,0
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon sap,0
廣達首頁無法登入SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,廣達首頁sap,0
使用遠端桌面登入時，系統提示沒有權限,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,使用遠端桌面登入時系統提示沒有權限,0
申請帳號查價格,SAP-168(QCI),SD,Master Data,Price mapping issue,SAP-168,申請帳號查價格,0
"USER無法建立PAYER2,煩請相關人員協助處理",SAP-168(QCI),SD,Master Data,其它,SAP-168,無法建立payer2相關人員,0
"新進人員需安裝Sap軟體,操作問題",SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,新進人員需安裝sap軟體,0
"生產大樓, b1 ,  TMQ1 無法列印   ,  分機#3104",SAP-168(QCI),Basis,印表機,無法列印,SAP-168,生產大樓 b1   tmq1 無法列印,0
開SO錯誤訊息 cost center8100-bs402 locked for primary posting at this time.  Client:168,SAP-168(QCI),SD,Sales Process,SO issue,SAP-168,開so錯誤訊息 cost centerbs402 locked for primary posting at ts time.  client168,0
"user目前在VA01裡做出貨的動作,要進行簽核,但因為負責簽核的人請假,所以要請我們幫忙,單號:200660088",SAP-168(QCI),SD,Sales Process,shipment issue,SAP-168,目前在va01裡做出貨的動作要進行簽核但負責簽核的人請假要請幫忙單號,0
ZMFW issue  Please help to handle it.,SAP-168(QCI),SD,Sales Process,SO issue,SAP-168,zmfw   please help to handle it,0
因為密碼輸入錯誤造成密碼鎖住,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,密碼輸入錯誤造成密碼鎖住,0
無法登入SAP33,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,sap33,0
"user 說無法登入SAP, 出現密碼錯誤  分機 #15922",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,說sap 出現密碼錯誤,0
"USER想要了解在ZMD5下的BOM COST 裡的Current month net price這個欄位的資料是從哪裡來的,煩請相關同仁協助處理.",SAP-168(QCI),PP,BOM,Cost BOM,SAP-168,瞭解在zmd5下的bom cost 裡的current month net price欄位的資料是從來的相關,0
SAP登入密碼忘記  ext12541,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap登入密碼忘記,0
想由SAP系統中查出誰亂印資料,SAP-168(QCI),Basis,印表機,刪除資料,SAP-168,想由sap系統中查出誰亂印資料,0
"無法使用CSAP3x, 請協助處理",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,csap3x,0
error message :無法連上Server(新進人員分機請打15950),SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,error message 無法連上server新進人員,0
