,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_answer_name,6_y_predict_probability
2320,"評估,是否,assign,verify,人員,選單,新增,人員,英文名字,搜尋",0,Outlook與郵件,4,資訊系統,[0.57861 0.42139]
8174,"416,會議室,客人,網路,連線",0,Outlook與郵件,3,網路,[0.77011436 0.22988564]
9766,"安裝,新版,失敗",0,Outlook與郵件,2,其他,[0.8815518  0.11844824]
8283,"有線,無線網路,機",0,Outlook與郵件,3,網路,[0.9250375  0.07496253]
4945,"返台,訪客,帳號",0,Outlook與郵件,3,網路,[0.6404636  0.35953644]
6199,"點選,2bto,be,提供,連結,要求,驗證,輸入,網域,密碼,顯示,無,權限",0,Outlook與郵件,4,資訊系統,[0.64177257 0.35822743]
4504,"一整天,mail,收到,人正,方式,長號,183,短號",1,SAP,0,Outlook與郵件,[0.06448837 0.9355116 ]
9199,"網路,連進,公司,網域,網路,孔,號碼,po15",0,Outlook與郵件,3,網路,[0.86064684 0.13935319]
12163,"sap,帳號,新密碼,qdi05,sap34,使用,更新,密碼,之後,登入",0,Outlook與郵件,1,SAP,[0.609143   0.39085698]
3273,"對外,網路,連線,不通",0,Outlook與郵件,3,網路,[0.6763244  0.32367557]
2133,"位置,北棟,6,樓,rdc,辦公室,網路線,接上,網路,孔,工作,機是,正常,上網,但將,網路線,接上,cisco,ip,phone,卻,無,訊號,顯示,不知,網管,是否,需要,設定,請求,協助",1,SAP,3,網路,[0.21729173 0.7827083 ]
8323,"網路,驗證,拿到,訪客,網路,區段",0,Outlook與郵件,3,網路,[0.7729739 0.2270261]
4392,"已,抽單,顯示,系統,畫面",0,Outlook與郵件,4,資訊系統,[0.8258098  0.17419024]
9535,"hr,mail,outlook",1,SAP,0,Outlook與郵件,[0.04286112 0.95713884]
2050,"317,會議室,客人,網路,不通,人,正常,早上,還可以,使用,下午,卻,上網,路",1,SAP,3,網路,[0.20717046 0.7928295 ]
5675,"網路,速度,星期,很慢",0,Outlook與郵件,3,網路,[0.7881514 0.2118486]
13983,"連線至,qci,需要,加入,區域網路",1,SAP,3,網路,[0.1646523  0.83534765]
1401,"透過,網路,安裝,作業系統,出現,dhcp,導致,進行,安裝,未曾,加入,網域",0,Outlook與郵件,2,其他,[0.79182154 0.20817852]
7811,"新,採購,請求,協助,安裝,作業系統",0,Outlook與郵件,2,其他,[0.76273924 0.23726077]
5002,"帳號,鎖住",0,Outlook與郵件,1,SAP,[0.84884155 0.15115842]
4638,"輸,錯誤,密碼,導致,帳號,lock,住,現在,key,正確,密碼,進不去",0,Outlook與郵件,1,SAP,[0.6741719 0.3258281]
8547,"csap,無,使用,權限",0,Outlook與郵件,1,SAP,[0.85052973 0.1494703 ]
4017,"本周,新進人員,詢問,lync,開通,使用,note,請,使用,號碼,尚未,ready",0,Outlook與郵件,2,其他,[0.7152629  0.28473714]
6813,"無線網路,不通,座位,有線網路,不通",0,Outlook與郵件,3,網路,[0.8223622 0.1776378]
1244,"需要,用到,sslvpnnetwork,connent,連回,廣達,網域,8,6,早上,還可以,連線至,下午,連線,系統,出現,network,connent,工作,階段,已,終止,是否,重新,連線,nc,windows,app,重新,連線,後,連線,需要,到,廣達,網域,並上,客戶,proe,windcll,畫圖,連不上,廣達,網域,到,客戶,系統,畫圖",1,SAP,3,網路,[0.2382907  0.76170933]
6946,"ph21b165,有線網路,不通",0,Outlook與郵件,3,網路,[0.8457112  0.15428884]
7582,"無線網路,不穩",0,Outlook與郵件,3,網路,[0.6292672  0.37073275]
11884,"孔號,pm03,c267proxy,連不上,斷線",0,Outlook與郵件,3,網路,[0.78205526 0.2179447 ]
4865,"驗證,嘗試,驗證,拔線,重開,沒用",0,Outlook與郵件,3,網路,[0.7331005  0.26689953]
6922,"sap,168",0,Outlook與郵件,1,SAP,[0.78951067 0.21048935]
3483,"康達,b3,無限,網路,不通",0,Outlook與郵件,3,網路,[0.72927177 0.27072826]
6591,"guest,登入,qrdc,網域,方式",0,Outlook與郵件,3,網路,[0.6971652  0.30283487]
5592,"輸入,完,資料,後,上傳,gams,rs,應用程式,中,發生,伺服器,錯誤",0,Outlook與郵件,4,資訊系統,[0.84013796 0.15986197]
3510,"n718,會議室,網路,孔,b126,網路,不通,桌上,網路,孔,網路,不通",0,Outlook與郵件,3,網路,[0.8141348  0.18586516]
7441,"刪除,寄送,mail,出現,含有,資料檔,磁碟機,空間,不足,請,清空,刪除,郵件,訊息",1,SAP,0,Outlook與郵件,[0.32727894 0.672721  ]
9858,"宿舍,網路,問題",0,Outlook與郵件,3,網路,[0.7685362  0.23146382]
13325,"新人,申請,conf,call,號碼,outlook,行事曆,新增,線上,會議,會議,id,號,知道,新人,申請,會議,id",0,Outlook與郵件,2,其他,[0.66776854 0.33223146]
13114,"出現,rd,認證,上網",1,SAP,3,網路,[0.45126012 0.54873985]
8692,"客戶,share,桌面,給但,客戶,發出,郵件,邀請,發出,邀請,連結",0,Outlook與郵件,2,其他,[0.8872057  0.11279426]
940,網路,0,Outlook與郵件,3,網路,[0.7992236 0.2007764]
7980,"有線網路,不通,網路,孔,編號,a145",0,Outlook與郵件,3,網路,[0.68679965 0.31320035]
870,"料號,23uj3lajn00,md04,到,zqe2,看不到,料號,確實,create,51",0,Outlook與郵件,1,SAP,[0.8009532  0.19904679]
156,"168,速度,很慢",0,Outlook與郵件,1,SAP,[0.79195    0.20805009]
12828,"開機,時會,出現,公司,政策,視窗,兩三次,開機,一次,出現,網路,跟著",0,Outlook與郵件,3,網路,[0.8772865  0.12271355]
7752,"新,客戶,har,上傳,test,case",0,Outlook與郵件,4,資訊系統,[0.6705635  0.32943648]
11710,"不斷,出現,防火牆,設定,問題",0,Outlook與郵件,3,網路,[0.72418165 0.27581838]
7268,"尹佳,jia,yin,核示,申請單,簽核,到,系統,5,天,後,自動,簽核,想問,是否,回滾,重簽,自動,簽核,是否,異常,詳細,問題,申請者",0,Outlook與郵件,4,資訊系統,[0.908727   0.09127305]
5045,"連線到,qci,公司,內部,網頁,myquanta",0,Outlook與郵件,3,網路,[0.6143461  0.38565394]
14164,"南棟,三樓,d,區,換座,位,後,網路,不通,只接,網路,會通,再,接上,電腦,後,電腦,斷線,網路,號碼,",0,Outlook與郵件,3,網路,[0.82011205 0.179888  ]
8170,"web,mail,上面,郵件,收到,本機,詢問,查知,收到,本機",1,SAP,0,Outlook與郵件,[0.3515688 0.6484312]
5587,"變更,密碼,後,連線到,無線網路",0,Outlook與郵件,3,網路,[0.60986376 0.3901362 ]
14177,"申請者,key,使用,人員,key,入,問題,申請者,gign,廣達,文教,基金會,廣達,集團,網站,ccasb,連線,訊息,連線,逾止",0,Outlook與郵件,4,資訊系統,[0.60404277 0.39595717]
11135,"使用,qco09,早上,登入,qco09,打開,outlook,成功,接收,三封,email,確定,多久,後,outlook,變成,離線,工作,正常,收發,email,通訊錄,幫忙,協助",1,SAP,0,Outlook與郵件,[0.45428568 0.5457143 ]
4191,"南棟,5,樓,502,會議室,客戶,網路,不通",0,Outlook與郵件,3,網路,[0.7081243  0.29187572]
261,"下載,申請單",0,Outlook與郵件,4,資訊系統,[0.89629674 0.10370328]
8772,"網路,孔,pf01b097,不通",0,Outlook與郵件,3,網路,[0.78147304 0.21852696]
9619,"bpm,sys,create,customer,data,save,fail",0,Outlook與郵件,1,SAP,[0.75602037 0.24397963]
377,"網路,驗證,失敗",0,Outlook與郵件,3,網路,[0.86519814 0.13480191]
1457,"網域,系統,顯示,目前,登,入網,域",0,Outlook與郵件,3,網路,[0.74295884 0.25704116]
4843,"網路,問題",0,Outlook與郵件,3,網路,[0.81319284 0.1868072 ]
12781,"合約,送",0,Outlook與郵件,4,資訊系統,[0.6769108  0.32308918]
1746,"取消,工作,列印",0,Outlook與郵件,2,其他,[0.78351104 0.21648897]
2483,"連結,到,olpc,內部,server",1,SAP,3,網路,[0.26914245 0.7308576 ]
8816,"can,t,login,quanta",0,Outlook與郵件,3,網路,[0.9373556  0.06264438]
11776,"有線網路,時,出現,驗證,錯誤,訊息,網路,孔編,號為,pe02a170,pm20a284pe09a177p111a179a153",0,Outlook與郵件,3,網路,[0.8707799  0.12922019]
8601,"網路,不通,c556",0,Outlook與郵件,3,網路,[0.7548429  0.24515711]
6095,"小心,移除,網路,設定",0,Outlook與郵件,3,網路,[0.8680212 0.1319788]
898,"ph01,c145,網路,孔,不通",0,Outlook與郵件,3,網路,[0.70055044 0.29944962]
13845,"sap,登入,密碼,忘記",0,Outlook與郵件,1,SAP,[0.7540115  0.24598847]
3489,"採購單,號,app06,po,已經,生成,查不到,po,資料,to,your,help,in,advance",0,Outlook與郵件,4,資訊系統,[0.71434635 0.28565365]
9012,"點入,salary,adjustment,and,personnel,promotion,of,september",0,Outlook與郵件,3,網路,[0.69610125 0.30389875]
5819,"要連,server,10.17,147.21,抓,資料,顯示,權限",0,Outlook與郵件,3,網路,[0.8867923  0.11320776]
3538,"can,t,log,on,sap",0,Outlook與郵件,1,SAP,[0.8070171  0.19298287]
2498,"orcad,無,license,可用",0,Outlook與郵件,4,資訊系統,[0.5745921  0.42540786]
13167,"outlook,出現,要求,輸入,密碼,輸入,完,後,link,硬體,端的,網路線,連接,後,網路,回覆,客戶,mail,比較,急,一些",1,SAP,0,Outlook與郵件,[0.37215492 0.6278451 ]
4049,"列印,號碼",0,Outlook與郵件,4,資訊系統,[0.8035577  0.19644234]
12329,"部門,內部,幾位,新進人員,已有,帳號密碼,sap,路徑,權限",0,Outlook與郵件,1,SAP,[0.7116617 0.2883383]
3042,"sap,帳號,鎖住",0,Outlook與郵件,1,SAP,[0.89347994 0.10652009]
11944,"ecm,6,29,已,簽約,至今,未,生效,人員",0,Outlook與郵件,1,SAP,[0.7045612  0.29543883]
867,"web,side,很慢",0,Outlook與郵件,3,網路,[0.7028993 0.2971007]
2314,"需要,訪客,網路,密碼,之前,申請,現在,訪客,急需,使用",1,SAP,3,網路,[0.18778874 0.8122113 ]
2858,"安全性,憑證,問題,找到,正確,憑證,office,跳出,變更,產品,金鑰,訊息",0,Outlook與郵件,3,網路,[0.82311743 0.17688255]
5768,"vpn,連線,公司,網域,開啟,軟體,1,vpn,連線,時,顯示,需要,安裝,軟體,使用,安裝,完,後,每次,連線,重複,出現,2,公司,使用,proe,需要,licenselincese,使用,時間,過期,後,公司,網域,外用,vpn,連線,正常,借到,licese",1,SAP,3,網路,[0.27699816 0.72300184]
10430,"舊有,mail,封存,檔",1,SAP,0,Outlook與郵件,[0.03651978 0.96348023]
13929,"網際網路,顯示,身份,認證,失敗",0,Outlook與郵件,3,網路,[0.70324165 0.29675835]
4233,"sap,列印",0,Outlook與郵件,1,SAP,[0.8675567 0.1324433]
4475,"北棟,3,樓,327,會議室,反映,無線網路,訊號",1,SAP,3,網路,[0.42313275 0.5768672 ]
11064,"新增,customer,資料,送出,後,看不到,付款,方式",0,Outlook與郵件,1,SAP,[0.73811907 0.2618809 ]
8582,"webnotice,到,spam,mail,裡",1,SAP,0,Outlook與郵件,[0.06788909 0.93211097]
534,外網,0,Outlook與郵件,3,網路,[0.7239117  0.27608827]
5852,"北棟,5,樓,a215,重覆,驗證",0,Outlook與郵件,3,網路,[0.56288856 0.43711147]
11810,"sap,帳號,鎖住",0,Outlook與郵件,1,SAP,[0.89347994 0.10652009]
2834,"port,shutdown,please,contact,with",0,Outlook與郵件,3,網路,[0.7550017  0.24499828]
5133,"電腦,使,網路",0,Outlook與郵件,3,網路,[0.953781   0.04621894]
10863,"can,t,get,connection",0,Outlook與郵件,3,網路,[0.90591556 0.09408441]
3332,"系統,丟出,資料,信件,925,至今,已經,收到,11,封,信件,請問,是否是,中毒,現象",0,Outlook與郵件,4,資訊系統,[0.79319507 0.20680495]
11770,"網路,連線至,server",0,Outlook與郵件,3,網路,[0.7572419 0.2427581]
5361,"更換,新,位置,後,無線網路,死角,訊號,微弱",0,Outlook與郵件,3,網路,[0.8481317  0.15186827]
8100,"進,到,廠商,提供,外部,ftp,連結,顯示,cache,access,denied",0,Outlook與郵件,2,其他,[0.6637735  0.33622652]
561,"經由,myquanta,進入,內部,應用,系統,系統,要求,輸入,登入,帳密,輸入,後,依然",0,Outlook與郵件,1,SAP,[0.5542097  0.44579026]
6773,"網路,不通,網路,孔,編號,b190",0,Outlook與郵件,3,網路,[0.7114677  0.28853238]
11083,"mail,寄給,寄給,正常,正",1,SAP,0,Outlook與郵件,[0.00873727 0.9912627 ]
9908,"10,0710,08,申請,補休,已,簽核,系統,出現,缺勤,異常,寄發,信件,通知",0,Outlook與郵件,4,資訊系統,[0.8124892 0.1875108]
13185,"sap,cirix",0,Outlook與郵件,1,SAP,[0.78503907 0.2149609 ]
7914,"無線網路,出現,辨識",0,Outlook與郵件,3,網路,[0.7929015  0.20709844]
4528,"nb6,南棟,6,樓,網孔,d16,網路,不通",1,SAP,3,網路,[0.37469232 0.6253077 ]
515,"搜尋,不到,印表機",0,Outlook與郵件,2,其他,[0.61805576 0.38194424]
11504,"課程,點選,後,正常,播放,網頁,正常,開啟",1,SAP,4,資訊系統,[0.11618195 0.8838181 ]
2963,"從早,上班,到,現在,為止,pro,e,creo2,可用,套數,0",1,SAP,4,資訊系統,[0.47791535 0.52208465]
3081,"目前,工作,機僅,cabel,方式,上網,去,客戶,開會,發生,完全,接不上,無線,狀況,目前,公司,內部,無線連接,上網,申請,檢視",1,SAP,3,網路,[0.40901637 0.5909836 ]
5788,"換,一臺,mail,server,後,資料,不見",1,SAP,0,Outlook與郵件,[0.13857561 0.8614243 ]
914,"413,會議室,網路,連線",0,Outlook與郵件,3,網路,[0.8979336  0.10206643]
1006,"六月,新,進,卻,出現,合約,歸檔,1,申請單,號,app90,2,合約,名稱,title,of,contractcda,confidential,disclosure,agreement,3,合約,法務,組,審核,後,已經,超過,21,天請,儘速,將相,關,合約,資料,送至,法務,組,歸檔,未,完成,歸檔,動作,前,通知,信將,7,天,通知,一次,提醒",0,Outlook與郵件,4,資訊系統,[0.6735134  0.32648662]
2201,"網路,連線,網孔,編號,d196",0,Outlook與郵件,3,網路,[0.8473034  0.15269656]
3429,"wifi,連線",0,Outlook與郵件,3,網路,[0.83159727 0.16840275]
14050,"back,from",0,Outlook與郵件,3,網路,[0.7753628  0.22463724]
6703,"app64,簽核,時,附件,excel",0,Outlook與郵件,4,資訊系統,[0.9362318  0.06376815]
4533,"網路,不通,通",0,Outlook與郵件,3,網路,[0.83751357 0.16248642]
304,"希望,使用,openvpn,服務,使用,win10,64,位元,說明,手冊,操作,後,進入,登入,畫面,帳號,應為,密碼,太,確定,嘗試,使用,quanta,q1s303q05,成功,請問,應,進行",0,Outlook與郵件,3,網路,[0.811116   0.18888396]
4930,"重複,填寫,電腦,申請單,協助,cancel,單號,app04",0,Outlook與郵件,4,資訊系統,[0.81176656 0.18823348]
12611,"開啟,outlook,訊息,micro,outlook,結束,時未,正常,關閉,outlook,資料檔,c,appdata,local,microsoft",1,SAP,0,Outlook與郵件,[0.32277215 0.67722785]
1518,"點選,後,連線,選項,連線,視窗,執行程序,中有,openvpn",0,Outlook與郵件,3,網路,[0.866137   0.13386294]
4697,"app45,該單,簽核,流程,改",0,Outlook與郵件,4,資訊系統,[0.7681859 0.2318141]
3695,"抓取,日本,設備商,網站,driver,公司,網路,似乎,檔",0,Outlook與郵件,3,網路,[0.7259812  0.27401882]
422,"南棟,4,樓,portc292port,shut,",0,Outlook與郵件,3,網路,[0.57921374 0.42078623]
9562,"部門,北棟,5,樓,b,區,網路,斷斷續續",0,Outlook與郵件,3,網路,[0.66917497 0.33082506]
1545,"南棟,網孔,編號,pn04,c292,網路,不通",0,Outlook與郵件,3,網路,[0.6176978  0.38230222]
10487,"使用,pc,這禮拜,剛加,網域,描述,網路線,連至,ip,phone,網域,移除,ip,phone,直接,接上,網路,孔,有時,成功,連結",0,Outlook與郵件,3,網路,[0.821867   0.17813306]
13340,"outlook,開啟,反應,很慢,正常,收發,郵件,officescan,連上,server,網路,正常",1,SAP,0,Outlook與郵件,[0.45194444 0.5480555 ]
13309,"單號,app21,申請,一次,收到,需要,簽核,三次",1,SAP,4,資訊系統,[0.13979624 0.86020374]
12661,"meeting,room,can,t,login,quanta,domain",0,Outlook與郵件,3,網路,[0.8712696  0.12873046]
9736,"wcl,server,之前,申請,對外開放,現在,內部,能連,ip10.242,120.217",1,SAP,3,網路,[0.22061062 0.7793893 ]
4914,"需要,將此,申請者,加入,mail,群組,申請者,qrdc,人,申請者,mail,加入,mail,群組",1,SAP,0,Outlook與郵件,[0.07426428 0.9257357 ]
7732,"公司,內部,外部,連線,連至,sslvpn,網站,幫忙,查看",0,Outlook與郵件,3,網路,[0.70006347 0.2999365 ]
3343,"網孔,號碼,pc22,b046,換新,電腦,後,網路,孔,上網",0,Outlook與郵件,3,網路,[0.81299454 0.18700546]
7529,"看到,一發,人,是誰,需要,退,知道,名字,顯示,tester,造成,tracking,時,困擾,知道,開,bug,人,是誰,開",1,SAP,4,資訊系統,[0.33145934 0.66854066]
11727,"網路,不穩,ie,開啟,有時,連不上,網路",0,Outlook與郵件,3,網路,[0.63927424 0.3607258 ]
5590,"網孔,通孔,號,pg15,a135",0,Outlook與郵件,3,網路,[0.85084677 0.14915325]
12474,"研發類,team,resource,analysis,ff4,project,pma,close,照理說,上面,工作,狀況,不應該,project,close,不見,請,check,一下,照成,老闆,以為,事情",0,Outlook與郵件,4,資訊系統,[0.6534371  0.34656295]
12962,"原,單位,南棟,5,樓常往,北棟,5,樓,作業,網路",1,SAP,3,網路,[0.47636124 0.5236387 ]
6526,"台幹,vpn",0,Outlook與郵件,3,網路,[0.7072881  0.29271194]
13711,"openvpn,連線,後,show,綠色,上網,連到,公司,系統,bpm,plm,",0,Outlook與郵件,3,網路,[0.7440584  0.25594157]
6832,"到,訪客,網路",0,Outlook與郵件,3,網路,[0.7397048 0.2602952]
5344,"剛回來,取得,ip,在外,使用,正常",0,Outlook與郵件,3,網路,[0.50928366 0.4907163 ]
8076,"抓,到,staff,連線",0,Outlook與郵件,3,網路,[0.8466741  0.15332596]
11794,"sit,北棟,四樓,meeting,rooms,連接,staff,ap,訊號,穩定,後會,中斷,mis,開會,時也,遇到,問題",0,Outlook與郵件,3,網路,[0.6080761 0.3919239]
6393,"網路,連線,不通",0,Outlook與郵件,3,網路,[0.8202553  0.17974469]
1493,"總經理室,提出,疑問,單位,某張,mro,申請單,高,系統,簽核,流程,關卡,有串,簽至,總經理,請,協處",0,Outlook與郵件,4,資訊系統,[0.6754247 0.3245753]
4741,"lynn,共享,桌面,請問,是否,非,公司,外部,ocs,共享,桌面",0,Outlook與郵件,2,其他,[0.9031072  0.09689274]
8032,"cannot,connect,wireless",0,Outlook與郵件,3,網路,[0.75647414 0.24352589]
600,"sap,208,login",0,Outlook與郵件,1,SAP,[0.84792596 0.15207398]
12374,"無線網路,不通",0,Outlook與郵件,3,網路,[0.673025 0.326975]
1896,"tcc,server",0,Outlook與郵件,1,SAP,[0.8346785  0.16532154]
13467,"can,t,login,sap,and,what,password,to,enter,please,contact,m,at",0,Outlook與郵件,1,SAP,[0.8322053  0.16779464]
2106,"連線,內部網路",0,Outlook與郵件,3,網路,[0.8592225  0.14077754]
1925,"網路,ipphone,使用",0,Outlook與郵件,3,網路,[0.8597874 0.1402126]
6524,"網路,孔,上面,編號,ps18,a426,插,網路線,後,電腦,抓,到,網路",0,Outlook與郵件,3,網路,[0.82927805 0.17072192]
9649,"連線,網孔,d206",0,Outlook與郵件,3,網路,[0.85374177 0.1462582 ]
13072,"新增,會簽,人員,報錯",0,Outlook與郵件,4,資訊系統,[0.57050455 0.4294954 ]
6775,"詢問,調查部門,收發,mail,流量,問題",1,SAP,0,Outlook與郵件,[0.2486664 0.7513336]
8069,"有線,無線,取得,ip",0,Outlook與郵件,3,網路,[0.9176086 0.0823914]
9394,"密碼,正常,登入",1,SAP,2,其他,[0.06083417 0.9391658 ]
8086,"會員,登入,顯示,訊息,無效,帳號,存在,帳號",0,Outlook與郵件,4,資訊系統,[0.8519513  0.14804868]
1036,"電腦,帳戶,移除,q2",0,Outlook與郵件,2,其他,[0.95638674 0.04361326]
431,"網路,不通,網孔,編號,d225",0,Outlook與郵件,3,網路,[0.81007963 0.18992032]
12729,"zmaw,扣帳",0,Outlook與郵件,1,SAP,[0.8144012  0.18559876]
549,"出現,找到,輸入,點",0,Outlook與郵件,1,SAP,[0.8906829  0.10931714]
10666,"訪客,長期,使用,帳號密碼",0,Outlook與郵件,3,網路,[0.8733599  0.12664007]
8971,"網路,不通,b105",0,Outlook與郵件,3,網路,[0.774692   0.22530806]
8592,"使用,公司,網路,客戶,網站,使用,網路",0,Outlook與郵件,3,網路,[0.90380013 0.09619986]
5508,"iphoneplus,更新,camp,app",0,Outlook與郵件,4,資訊系統,[0.74712294 0.2528771 ]
8818,"10.22,116.15,網路,不通",0,Outlook與郵件,3,網路,[0.8620525  0.13794747]
9015,"3,7,上班,下班,顯示,時間,申報,加班,刷卡,紀錄,查不到,下班,刷卡,時間",0,Outlook與郵件,4,資訊系統,[0.76866066 0.23133937]
4516,"遠端,mail,接收,傳送,接收,就當,重新,開啟,outlook,需,等待,20,分鐘,進行,驗證,資料,完整性",1,SAP,0,Outlook與郵件,[0.4680127 0.5319873]
12406,"不斷,出現,網路,驗證,訊息",0,Outlook與郵件,3,網路,[0.9232817  0.07671831]
10523,"使用,mac,系統,網路,突然,連線,方式",0,Outlook與郵件,3,網路,[0.62454724 0.37545276]
9318,"連結,nbdcdfx,成功",0,Outlook與郵件,3,網路,[0.80076754 0.19923244]
3130,"網路,安裝,win7,註冊,啟動,os",0,Outlook與郵件,2,其他,[0.6214454 0.3785546]
13521,"派駐,返台,支援,台幹,設定,網路,收發,mail",1,SAP,3,網路,[0.49900192 0.5009981 ]
5980,"他用,本機,開,outlook,訊息,結束,時未,正常,關閉,outlooki,資料檔",1,SAP,0,Outlook與郵件,[0.23142113 0.7685789 ]
13435,"反,應該,部門,人,皆,logon,268,sap",0,Outlook與郵件,1,SAP,[0.8301997 0.1698003]
6391,"連線至,客戶,網站",0,Outlook與郵件,3,網路,[0.7410694  0.25893065]
257,"有線,無線",0,Outlook與郵件,3,網路,[0.8817241  0.11827586]
7484,"無線網路,不通",0,Outlook與郵件,3,網路,[0.673025 0.326975]
2554,"logon,sap",0,Outlook與郵件,1,SAP,[0.8876552  0.11234481]
1011,"讀取,pdf,檔案,軟體,突然,顯示,軟體",1,SAP,2,其他,[0.33198634 0.66801363]
3029,"218,第二層,帳號,顯示,密碼,錯誤",0,Outlook與郵件,1,SAP,[0.77483934 0.22516069]
10319,"密碼,key,錯,lock,住",0,Outlook與郵件,1,SAP,[0.7352475 0.2647525]
1115,"id,can,t,login,in,second,layer",0,Outlook與郵件,1,SAP,[0.90577304 0.0942269 ]
1889,"mail,設定,問題",1,SAP,0,Outlook與郵件,[0.03485425 0.96514577]
2621,"網路,孔,mcl11,不通",0,Outlook與郵件,3,網路,[0.78147304 0.21852696]
12485,"使用,本機,outlook,管理,撥入,式,會議,設定,pin,設定,pin,碼",0,Outlook與郵件,2,其他,[0.6640218 0.3359782]
3147,"上網,路,輸入,帳號密碼,後,連線",0,Outlook與郵件,3,網路,[0.8219764  0.17802358]
2305,"北棟,2,樓,網孔,a060",0,Outlook與郵件,3,網路,[0.5408378  0.45916212]
2506,"開啟,網恐孔,ph09b153",0,Outlook與郵件,3,網路,[0.7317724 0.2682276]
7787,"網路,不通,網孔,編號,05a101",0,Outlook與郵件,3,網路,[0.83787465 0.16212533]
10560,"sap218,帳號,權限",0,Outlook與郵件,1,SAP,[0.894524   0.10547604]
11773,"qco,outlook,反應",1,SAP,0,Outlook與郵件,[0.42564836 0.57435167]
7816,"申請,訪客,網路",0,Outlook與郵件,3,網路,[0.68562376 0.3143762 ]
6106,"csap26,問題",0,Outlook與郵件,1,SAP,[0.8297142  0.17028576]
5556,"整個,區塊,十,左右,網路,不通",0,Outlook與郵件,3,網路,[0.6904402  0.30955982]
10801,"logon,in,sap",0,Outlook與郵件,1,SAP,[0.8959581  0.10404182]
9825,"有線,無線網路,不通",0,Outlook與郵件,3,網路,[0.8789636  0.12103637]
2703,"寄給,客戶,信會,退信,正常,寄信",1,SAP,0,Outlook與郵件,[0.23252974 0.76747024]
8840,"網路,出現,驗證,訊息",0,Outlook與郵件,3,網路,[0.87716484 0.12283511]
3482,"qco,開啟,outlook",1,SAP,0,Outlook與郵件,[0.3786018  0.62139827]
13039,"舊,反應,需要,將舊,刪除",1,SAP,4,資訊系統,[0.09339391 0.90660614]
11865,"iemyquanta,首頁,following,error,was,encountered,wle,trying,to,retrieve,url,connection,to,221.204,244.41,failed,系統,回應,下列,錯誤,訊息,110,connection,timed,out,remote,host,or,network,may,be,please,try,request,again,your,cache,administrator,is,root",0,Outlook與郵件,3,網路,[0.8781562  0.12184381]
9290,"mis,i,update,windows,last,friday,01,05,after,update,windows,i,can,not,connect,to,dailybuild,image,server,error,message,存取,10.242,245.36,dailybuild,使用,網路,資源,權限,網路,伺服器,系統管理員,瞭解,是否,存取,權限,存取,共用,資料夾,組織,安全性,原則,已,封鎖,未經,驗證,來賓,存取,原則,協助,保護,電腦,防禦,網路上,安全,惡意,裝置,my,computer,is,an,server,ip,is,10.242,245.36,dailybuild,p,s,teammate,can,connect,to,server,best,regards",0,Outlook與郵件,2,其他,[0.74228406 0.2577159 ]
369,"citrix,csap21",0,Outlook與郵件,1,SAP,[0.71252716 0.28747284]
7824,"現在,客戶,如打,152",0,Outlook與郵件,2,其他,[0.67870903 0.32129097]
6108,"meeting,room,s209,network,fail,please,call",0,Outlook與郵件,3,網路,[0.84219116 0.1578088 ]
10995,"po,release,料號,fahh16",0,Outlook與郵件,1,SAP,[0.92063135 0.07936864]
12020,"163,會議室,網路,不通",0,Outlook與郵件,3,網路,[0.90644103 0.09355892]
5598,"話機,網路,不通,網路,孔,port,pu19b499",0,Outlook與郵件,2,其他,[0.7756831  0.22431684]
1759,"網路,孔,不通,pq06,a414",0,Outlook與郵件,3,網路,[0.6393997  0.36060026]
8253,"有線,無線網路,穩定,中斷",0,Outlook與郵件,3,網路,[0.8350353 0.1649647]
8034,"網路,出現,憑證,問題",0,Outlook與郵件,3,網路,[0.9097598  0.09024015]
4712,"驗收單,簽核",0,Outlook與郵件,4,資訊系統,[0.85914135 0.14085862]
9854,"port,shutdown,北棟,2,樓,pl22,a310",1,SAP,3,網路,[0.32052484 0.6794752 ]
695,"無線網路,不通",0,Outlook與郵件,3,網路,[0.673025 0.326975]
2636,"delivery,number",0,Outlook與郵件,1,SAP,[0.87641233 0.12358761]
2192,"新人,aimee,lu,呂偉楠,zero,zhang,章翔,加入,nb6,audio,每次,新人,報到,申請,方便,是否,需要,更改,outlook,設定,一次,問題",1,SAP,0,Outlook與郵件,[0.24520077 0.75479925]
8619,"mro,簽單",0,Outlook與郵件,4,資訊系統,[0.53872013 0.4612799 ]
12370,"反應,run,zv17,時有,問題",0,Outlook與郵件,1,SAP,[0.75132203 0.24867798]
13011,"myquanta,研發,中心,資料庫,中,投影片,內容,問題",0,Outlook與郵件,4,資訊系統,[0.87682915 0.12317081]
11287,"更新,xp,sp3,之後,網路,取得,ip,連線",0,Outlook與郵件,3,網路,[0.7975645  0.20243554]
578,"回家,公司,系統",0,Outlook與郵件,3,網路,[0.89444786 0.10555209]
8168,"南棟,5,樓,a273,網孔,不通",0,Outlook與郵件,3,網路,[0.60472435 0.39527568]
4841,"公司,內部,加密,後,信件",1,SAP,0,Outlook與郵件,[0.35698533 0.64301467]
6975,"logon,sap",0,Outlook與郵件,1,SAP,[0.8876552  0.11234481]
7832,"can,t,login,sap",0,Outlook與郵件,1,SAP,[0.9194617  0.08053824]
