description,category_a,category_b,category_c,category_d,category,description_clean,category_target
無法登入citrix 23 (昨天還可以使用),SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法登入citrix 23  還可以使用,0
已申請帳號但無法登入 #16786,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,已申請帳號但無法登入,0
無法使用帳號無法登入SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法使用帳號無法登入SAP,0
"user反應在ZKD5中看不到資料,但文件中心跟他們說已經送上去了,請與其聯絡幫忙其處理,分機42625",SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,在ZKD5中看不到資料 但文件中心跟說已經送了,0
User反應在168系統裡，要句BOM的時候，一直出現Cancel的訊息。請MIS人員協助幫忙處理。分機#42625,SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,在168系統裡 要句BOM的 出現Cancel的訊息 協助,0
"bom無法轉到sap系統, 分機199818",SAP-168(QCI),PP,BOM,Cost BOM,SAP-168,bom無法轉到sap系統,0
user 反應BOM Cost 權限突然無法使用...請協助檢查. #15591,SAP-168(QCI),PP,BOM,Cost BOM,SAP-168,BOM Cost 權限突然無法使用...請協助檢查.,0
"user,反應說COST BOM無法進入,請與其聯絡幫忙處理,分機3591",SAP-168(QCI),PP,BOM,Cost BOM,SAP-168,反應說COST BOM無法進入  3591,0
User said that BOM 51D02SS0014 can not be copied to SAP 208  Please help to handle it.  Phone #: 17114,SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,said that BOM 51D02SS0014 can not be copied to SAP 208  Please help to handle it.  Phone,0
是否有multi-source的相關功能可以利用,SAP-168(QCI),PP,BOM,Cost BOM,SAP-168,是否有multi source的相關功能可以利用,0
"上禮拜申請的帳號, 至今還無法使用, 請協助",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,申請的帳號  至今還無法使用  請協助,0
分機12299 CSAP21LOGOIN FAIL,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,CSAP21LOGOIN FAIL,0
SAP 168 account進不去,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP 168 account進不去,0
尋問SAP 34Account 相關問題. 因新人剛報到但登不進去想尋問一下.   EXT:13432,SAP-168(QCI),Basis,帳號,新申請,SAP-168,尋問SAP 34Account 相關問題. 因新人剛報到但登不進去想尋問一下.,0
USER無法LOGON SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法LOGON SAP,0
SAP系統可登入但無法開啟頁面，會卡在遠端連線頁面,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP系統可登入但無法開啟頁面 會卡在遠端連線頁面,0
"SAP無法選擇下一個畫面,請協助",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP無法選擇下一個畫面 請協助,0
無法登入SAP & 無法列印,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法登入SAP   無法列印,0
account locked,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,account locked,0
登入sap時，有登入介面要使用者輸入帳號跟密碼，但輸入自已的工號和密碼沒有用。,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,登入sap時 有登入介面要輸入帳號跟密碼 但輸入自已的和密碼沒有用,0
SAP無法登入 uer在大陸 #61617,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP無法登入 uer,0
"User在BPM系統中看不到Vendor code的申請進度,請協助處理.  382-25679",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,在BPM系統中看不到Vendor code的申請進度 .,1
R5和R11的同步性,SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,R5和R11的同步性,1
User 詢問ZPTD修改進度,SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,詢問ZPTD修改進度,1
"該user說之前有跟你連繫,你mail了一個11碼的料號給他,但是他希望用正常方式產生到公用資料夾. #42627",SAP-2X8(QSMC),MM,其它,其它,SAP-2X8,該說之前有跟你連繫 你mail了一個11碼的料號給他 他希望用正常方式產生到公用資料夾.,1
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon SAP,0
"USER反應SAP168/298帳號被LOCK住,煩請協助處理.",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,SAP168/298帳號被LOCK住,0
"User反應無法登入使用CSAP２７,經VNC查看畫面發現錯誤訊息為連線數已達上限,煩請協助處理.",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法登入使用CSAP27 經VNC查看畫面發現錯誤訊息為連線數已達上限,0
無法Logon SAP 168.268,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法Logon SAP 168.268,0
點ctrix之後跳出大約六七個 critrix的error視窗...無法使用 分機 11186,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,點ctrix之後跳出六七個 critrix的error視窗...無法使用,0
可否寄一份saplogon.ini & service.bak給使用者,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,可否寄一份saplogon.ini   service.bak給,0
"SAP 168 Backgroud job delay, job name: ZCE4",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,SAP 168 Backgroud job delay  job name  ZCE4,0
"無法logon SAP 168,298",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon SAP 168 298,0
"更新 Java to 8.0 後,  PDM Java Client  無法使用   已經在例外網站上編輯 , 仍然不行",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,更新 Java to 8.0 後   PDM Java Client  無法使用   已經在例外網站上編輯   不行,0
USER CAN''T LOGON SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,CAN''T LOGON SAP,0
無法登入SAP168,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法登入SAP168,0
無法登入SAP  台北分公司，USER 電腦IP為192.168.56.157,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法登入SAP  臺北分公司  電腦IP為192.168.56.157,0
"上午還可以登入,但下午登入就出現錯誤訊息",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,上午還可以登入 但下午登入就出現錯誤訊息,0
台北財務反應無法使用168登入 分機66665,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,臺北財務反應無法使用168登入,0
CAN NOT USE ANY SAP CLIENT,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,CAN NOT USE ANY SAP CLIENT,0
電腦重灌後 無法login sap,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,電腦重灌後 無法login sap,0
重新安裝SAP之後，無法做存檔動作  Ext. 12631,SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,重新安裝SAP之後 無法做存檔動作,0
無法進入SAP 168,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法進入SAP 168,0
"SAP problem, error message "" 25 Error. Can''''t find the route.""  #15756",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,SAP problem  error message   25 Error. Can''''t find the route.,0
"電腦重灌,詢問安裝SAP步驟  TEL:16167",SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,電腦重灌 詢問安裝SAP步驟,0
SAP 26無法登入,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,SAP 26無法登入,0
TCC Server無法登入,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,TCC Server無法登入,0
sap logon fail,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap logon fail,0
使用者無法正常登入 SAP 使用，煩請協助處理。 ext 17101,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法正常登入 SAP 使用,0
Can''t login SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,Can''t login SAP,0
sap 168  logon fail,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,sap 168  logon fail,0
User反應帳號本來可以使用，但現在確不行，請幫忙解決，分機＃１８８２８,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,帳號本來可以使用 但現在確不行,0
登入SAP32無法成功,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,登入SAP32無法成功,0
"USER反應說SAP無法進入,第二層的密碼錯誤無法進入",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP無法進入 第二層的密碼錯誤無法進入,0
Account can not login 分機17009,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,Account can not login,0
User can''t log in to SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,can''t log in to SAP,0
The error message showed that user do not have the authority to access the system.       #11406,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,The error message showed that  do not have the authority to access the system.,0
CSP21帳號無法登入,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,CSP21帳號無法登入,0
create BOM find 無權限,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,create BOM find 無權限,0
user反應在 intra system裡面看不到SAP的圖示,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,在 intra system裡面看不到SAP的圖示,0
權限不足無法登入 //sapfs3vm/ 。麻煩協助處理，謝謝!! #15938,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,權限不足無法登入 //sapfs3vm/,0
"無法登入168, 顯示訊息為遠端電腦必需有權限才使用, 請協助處理",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,無法登入168  顯示訊息為遠端電腦必需有權限才使用,0
#11481  部門內部有幾位新進人員已有帳號密碼，但沒有SAP路徑的權限,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,部門內部有幾位新進人員已有帳號密碼 但沒有SAP路徑的權限,0
"USER因部門更換,換了一個新的SAP的ID,但新的ID所能處理的功能太陽春,不敷使用,煩請相關同仁協助處理 (林口廠#2631)",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,因部門更換 換了一個新的SAP的ID 但新的ID所能的功能太陽春 不敷使用 相關同仁  廠 2631,0
由myquanta無法進入sap,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,由myquanta無法進入sap,0
台北分公司需要開SAP SHARE的權限，煩請幫忙處理。 ＃66163,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,臺北分公司需要開SAP SHARE的權限,0
user的sap down bom權限不足,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,的sap down bom權限不足,0
"使用者 Session還被 Keep在SAP 168中,無法登入.",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,Session還被 Keep在SAP 168中 無法登入,0
原本可以使用MR08，今天突然不能使用，請協助會計將權限修改回來。,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,原本可以使用MR08 突然使用 請協助會計將權限修改回來,0
ZMD5不能download file  EXT:16890,SAP-168(QCI),SD,Sales Process,Delivery issue,SAP-168,ZMD5download file,0
SAP 無法Logon  問題單,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,SAP 無法Logon  問題單,0
BOM表(ZV29I)跑不出來請協助處理.  Ext:15987,SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,BOM表 ZV29I 跑不出來.,0
"無法登入CSAP26會計系統, 請協助處理, #11413",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法登入CSAP26會計系統,0
"無法登入SAP, 出現the system has reached its licensed logon limit, 請協助處理",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法登入SAP  出現the system has reached its licensed logon limit,0
"無法登入CSAP24,連絡分機11252",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法登入CSAP24,0
318(QCH) 無法登入    TEL: 11252,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,318 QCH  無法登入,0
"sap系統登入後, 一直無法出現自動更新後的畫面,",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap系統登入後  無法出現自動更新後的畫面,0
SAP進不去(出現Error88),SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,SAP進不去 出現Error88,0
"使用CSAP25登入,出現下列錯誤訊息:Cannot connect to the Citrix MetaFrame server. Proxy connection failed:The configured proxy server refused to establish a connection.",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,使用CSAP25登入 出現下列錯誤訊息 Cannot connect to the Citrix MetaFrame server. Proxy connection failed The configured proxy server refused to establish a connection,0
"user反應連線sap時會出現錯誤訊息,""登入平衡發生錯誤88,無法連線至訊息伺服器"",請協助處理!",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,連線sap時會出現錯誤訊息  登入平衡發生錯誤88 無法連線至訊息伺服器,0
User can''t log in to SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,can''t log in to SAP,0
申請安裝Citrix,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,申請安裝Citrix,0
"User反應連線CS23系統無回應,無法正常使用SAP,煩請協助處理.",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,連線CS23系統無回應 無法正常使用SAP,0
user有PO收料的問題想請教你.,SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,有PO收料的問題想請教你,0
"User表示使用ZMD5開啟資料會出現error when download file,煩請協助處理.",SAP-168(QCI),MM,Purchasing,Addon Function,SAP-168,表示使用ZMD5開啟資料會出現error when download file,0
po裡的zapr有問題 #13624,SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,po裡的zapr有問題,0
"ZMBR七月份採購資料download 不下來,請求協助處理",SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,ZMBR七月份採購資料download 來 請求,0
"ZMF6, 想新增功能.",SAP-168(QCI),MM,Purchasing,放量問題,SAP-168,ZMF6  想新增功能,0
apply SAP ID to access SAP168 for VOIP(ESD01),SAP-168(QCI),Basis,帳號,新申請,SAP-168,apply SAP ID to access SAP168 for VOIP ESD01,0
請協助查尋6S5030 QCI 跟QSMC 的 SAP有多少Account   Ext:18001,SAP-168(QCI),Basis,帳號,新申請,SAP-168,請協助查尋6S5030 QCI 跟 的 SAP有Account,0
"USER反應帳號被LOCK住,煩請相關同仁協助處理.",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,帳號被LOCK住 相關同仁,0
"user反應使用SAP 168-old出現帳號被locked的狀況,請協助處理 #12971",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,使用SAP 168 old出現帳號被locked的狀況,0
"User反應很久沒使用SAP,今日再用在第二層時無法LOGON,煩請協助處理.",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,很久沒使用SAP 今日再用在第二層時無法LOGON,0
user說已提出申請但遲遲未有回應,SAP-168(QCI),Basis,帳號,新申請,SAP-168,說已提出申請但遲遲未有回應,0
ext 13505  SAP無法登入  ID:RD10  TCC進的去  QSMC QCI TYC無法進入,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP無法登入  ID RD10  TCC進的去   QCI TYC無法進入,0
user反映無法login SAP,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法login SAP,0
無法Logon SAP  ....   #12948,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法Logon SAP  ....,0
系統登入後出現 Error Message_Type_X 的錯誤訊息.,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,系統登入後出現 Error Message_Type_X 的錯誤訊息,0
最近使用sap 27 經常無法登入 mvpn : 15412,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,使用sap 27 無法登入,0
原本工號990614z9，目前派遣轉正職，新工號99121401，某些資訊帳號權限是直接移轉過來的，麻煩幫我將原本SAP34、22權限關閉，並開通SAP33權限，謝謝!(需要使用218的zv17i，可用部門主管工號96082011進入)，謝謝。,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,原本4z9 目前派遣轉正職 新 資訊帳號權限是直接移轉過來的 幫我將原本SAP34 22權限關閉 並開通SAP33權限   需要使用218的zv17i 可用部門進入,0
"User(#15191)反應在實施兩層驗證之後,其部份權限無法使用,User使用的Client有168 & 268,煩請協助處理.",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,反應在實施兩層驗證之後 其部份權限無法使用 使用的Client有168   268,0
"使用者反應連線到Quanta EIP的內部應用時,看不到SAP的圖示,煩請協助處理",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,連線到Quanta EIP的內部應用時 看不到SAP的圖示,0
問題：申請權限進入ZMD4、ZMD5、ZMI1H  工號：100043H8  分機：17952,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,申請權限進入ZMD4 ZMD5 ZMI1H   3H8,0
"申請T-Code權限""ZMI16""",SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,申請T Code權限 ZMI16,0
權限問題 無法登入SPA 輸入帳號密碼,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,權限問題 無法登入SPA 輸入帳號密碼,0
使用者原本可使用 SAP.  但現在無法登入SAP.,SAP-168(QCI),Basis,Authorization,權限不足,SAP-168,原本可使用 SAP.  但現在無法登入SAP,0
run ZMQW fail,SAP-168(QCI),SD,Project,3rd party issue,SAP-168,run ZMQW fail,0
User反應在ZMBR裡597的訂單資料查不到 請幫忙處理 謝謝,SAP-168(QCI),SD,Project,3rd party issue,SAP-168,在ZMBR裡597的訂單資料查不到,0
JE10的cost center要改為JS30，請聯絡12619,SAP-168(QCI),SD,Project,Quotation,SAP-168,JE10的cost center要改為JS30 請,0
"達丰USER反應操作SAP168 ZMAW時出現一堆ERROR,煩請相關同仁協助處理.",SAP-168(QCI),SD,Project,Quotation,SAP-168,達豐操作SAP168 ZMAW時出現一堆ERROR 相關同仁,0
cost center顯示有問題,SAP-168(QCI),SD,Project,Quotation,SAP-168,cost center顯示有問題,0
"user核對過168及268的item是相同的,但user在168裡卻沒有看到他要做收料的那一筆資料",SAP-168(QCI),SD,Project,Quotation,SAP-168,核對過168及268的item是相同的 但在168裡卻沒有看到他要做收料的那一筆資料,0
"user反應說在使用時出現錯誤訊息說code center有問題,分機382-13167",SAP-168(QCI),SD,Project,Quotation,SAP-168,在使用時出現錯誤訊息說code center有問題,0
user在168執行ZMAW時 一直出現PO錯誤 請協助處理,SAP-168(QCI),SD,Project,Quotation,SAP-168,在168執行ZMAW時 出現PO錯誤,0
user一張假收假出的單子run不出來 請協助處理,SAP-168(QCI),SD,Project,Quotation,SAP-168,一張假收假出的單子run不出來,0
登入SAP168必須把proxy拿掉才可以登入,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,登入SAP168把proxy拿掉才可以登入,0
無法logon SAP 168 or SAP 268,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon SAP 168 or SAP 268,0
"CSAP22 太慢,要開Delivery 急件",SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,CSAP22 太慢 要開Delivery,0
分機15999 無法看到SAP ICON,SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,無法看到SAP ICON,0
進入後發生網路存取錯誤,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,進入後發生網路存取錯誤,0
can''''t logon SAP EXT 218028,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,can''''t logon SAP,0
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon SAP,0
"User反應新的SAP平台無法使用嘸蝦米,另外還有游標會亂跳的情況發生,煩請協助處理",SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,新的SAP平臺無法使用嘸蝦米 游標會亂跳的情況發生,0
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon SAP,0
無法進入SAP 168  #11475,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法進入SAP 168,0
會計使用168無法登入QCIAP11    TEL:11475,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,會計使用168無法登入QCIAP11,0
C-SAP35  loading error : SAP GUI Resource..  #12502,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,C SAP35  loading error   SAP GUI Resource..,0
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon SAP,0
"下載T-code:ZMB5 , 料號顯示為舊價格",SAP-168(QCI),MM,Purchasing,Master data,SAP-168,下載T code ZMB5   料號顯示為舊價格,0
"USER反應PO數量更改,但系統出現ERROR,煩請相關同仁協助處理",SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,PO數量更改 但系統出現ERROR 相關同仁,0
QSMC user反應ZAPR開PO時有問題.請協助處理 #38243176,SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,ZAPR開PO時有問題.,0
Vendor Data申請單有問題  請聯絡382+43411,SAP-168(QCI),MM,Purchasing,Master data,SAP-168,Vendor Data申請單有問題  請,0
採購要將SAP PO單匯出轉成PDF檔，請協助處理謝謝。,SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,採購要將SAP PO單匯出轉成PDF檔,0
User反應SAP168 ME57 出現error message 煩請協助處理.,SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,SAP168 ME57 出現error message,0
"達丰USER需要做APO程式的測試,煩請Sworm協助處理.",SAP-168(QCI),MM,Purchasing,Addon Function,SAP-168,達豐需要做APO程式的測試 Sworm,0
"跑報表當掉,去工作管理員那結束處理程序後,  無法再次login,系統訊息:已經login了,請logout,繼續作業,  但logout一樣無法登入",SAP-168(QCI),MM,Purchasing,Addon Function,SAP-168,跑報表當掉 去工作管理員那結束程序後   無法再次login 系統訊息 已經login了 請logout 繼續作業   但logout無法登入,0
"無法下訂單, 輸入的料, 以前有下過po, 現在顯示沒有info record, 分機41831",SAP-168(QCI),MM,Purchasing,PO issue,SAP-168,無法下訂單  輸入的料  以前有下過po  現在顯示沒有info record,0
"USER反應說昨天有請起幫忙修改一個敘述,但轉到208之後還是錯誤的,請幫忙其處理,大陸分機61589",SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,有請起幫忙修改一個敘述 但轉到208之後錯誤的,0
無法download bom,SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,無法download bom,0
"user 勾BOM Process詢問,請與user連繫.",SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,勾BOM Process詢問 連繫,0
操作問題，無法建立BOM。,SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,操作問題 無法建立BOM,0
User Bom操作有問題，Excel無法Download  T code-ZV33,SAP-168(QCI),PP,BOM,Cost BOM,SAP-168,Bom操作有問題 Excel無法Download  T code ZV33,0
"user反應在ZKD5中看不到資料,但文件中心跟他們說已經送上去了,請與其聯絡幫忙其處理,分機42627",SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,在ZKD5中看不到資料 但文件中心跟說已經送了,0
"BOM issue in 168., please check it!",SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,BOM  in 168.  please check it,0
"CTO訂單,系統自動建BOM,轉入SAP後找不到資料,煩請相關人員處理",SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,CTO訂單 系統自動建BOM 轉入SAP後找不到資料 相關人員,0
"User反應Download Cost BOM會當掉,重開後畫面有接續當掉前的狀態,但從此就無回應了...",SAP-168(QCI),PP,BOM,Cost BOM,SAP-168,Download Cost BOM會當掉 重開後畫面有接續當掉前的狀態 但就無回應了..,0
ZMZA can''t use,SAP-168(QCI),PP,BOM,BOM Create Error,SAP-168,ZMZA can''t use,0
"無法使用sap ,出現 伺服機認證失敗",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法使用sap  出現 伺服機認證失敗,0
連線平衡發生錯誤，訊息88：無法連線至訊息伺服器。#213230,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,連線平衡發生錯誤 訊息88 無法連線至訊息伺服器,0
CSAP31無法連線,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,CSAP31無法連線,0
SAP畫面進去很慢，延遲很嚴重，晚點就會當掉。重新連線後，每個步驟都很慢。,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,SAP畫面進去很慢 延遲很嚴重 晚點就會當掉 重新連線後 每個步驟都很慢,0
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon SAP,0
"using Vista Basic, but could not use SAP system. Is there a compatibility issue and is there a solution?",SAP-168(QCI),Basis,其它,安裝SAP,SAP-168,using Vista Basic  but could not use SAP system. Is there a compatibility  and is there a solution,0
從myquanta登入後，出現sap logon視窗，然後點選所要登入的server，卻出現error訊息。,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,從myquanta登入後 出現sap logon視窗 點選所要登入的server 卻出現error訊息,0
無法logon SAP,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,無法logon SAP,0
15921 sap要down資料等待時間很久，之前不用等這麼久，有時還會出現失敗訊息，請協助處理。,SAP-168(QCI),Basis,其它,Performance Issue,SAP-168,sap要down資料等待時間很久 之前不用等久 有時還會出現失敗訊息,0
"USER反應CSAP24無法正常登入,請協助處理 #12308",SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,CSAP24無法正常登入,0
sap logon fail,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,sap logon fail,0
詢問SAP相關事宜，希望能查詢之前sap的異動記綠。#11272,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,詢問SAP相關事宜 希望能之前sap的異動記綠,0
ctrix 無法使用,SAP-168(QCI),Basis,其它,無法logon SAP,SAP-168,ctrix 無法使用,0
CSAP25無法登入使用。,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,CSAP25無法登入使用,0
Can''t Login,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,Can''t Login,0
無法使用帳號登入舊168 查詢,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法使用帳號登入舊168,0
"SAP Key上Password會登出 ,   無法使用, 請協助處理  Ext:12651",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP Key上Password會登出     無法使用,0
SAP 帳號鎖定，無法登入  請聯絡mobile:0955099765,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP 帳號鎖定 無法登入  請mobile,0
"SAP25,  帳號:BY-TWB1  密碼 :12345678  #12026",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP25   帳號 BY TWB1  密碼,0
"使用者反應在myquanta首頁,沒有sap登入的的畫面",SAP-168(QCI),Basis,帳號,新申請,SAP-168,在myquanta首頁 沒有sap登入的的畫面,0
"SAP帳號登入出現1/30到期的提示,請問該如何解決 (帳號94120512)  分機18961",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,SAP帳號登入出現1/30到期的提示   帳號,0
CSAP30無法使用。,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,CSAP30無法使用,0
新增citrix帳號,SAP-168(QCI),Basis,帳號,新申請,SAP-168,新增citrix帳號,0
無法以 94050902 連入SAP22    TEL: 13003,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,無法以  連入SAP22,0
電腦重新安裝執行，即使按照步驟儲存檔案，也無法打開，請協助幫忙,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,電腦重新安裝執行 步驟儲存檔案 也無法打開 請協助幫忙,0
"分機16243,csap22 無法登入",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,csap22 無法登入,0
"剛剛改了印表機設定, 但跑很久, 因此就直接中斷, 沒有按正常程序登出, 現在帳號無法log in",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,剛剛改了印表機設定  但跑很久  就直接中斷  沒有按正常程序登出  現在帳號無法log in,0
"達丰user需要修改R10 JPNB5 PO的Table,煩請Sworm協助處理.",SAP-2X8(QSMC),MM,Purchasing,PO issue,SAP-2X8,達豐需要修改R10 JPNB5 PO的Table Sworm,1
cancel po 須等4小時 但急著要放量 請協助處理,SAP-2X8(QSMC),MM,Purchasing,放量問題,SAP-2X8,cancel po 須等4小時 但急著要,1
user 92031703.91072209 無法登入CSAP26    #11457,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP-168,. 無法登入CSAP26,0
